TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
01810SHWSHANDOV	1313211071675	000108883	TOLUENE	TRI	Pounds																		2013	NO	SHAWSHEEN RUBBER CO INC	220 ANDOVER ST	ANDOVER	ESSEX	MA	018105695			YES	NO	NO	NO								313320	339920					42.62743	-71.15607	001051275										0		NA												NO	DKELLEY@SHAWSHEENCC.COM			NO	 	
01604FLXGR33ARC	1313211072448	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	FLEXOGRAPHIC PRINTING PLATE CO INC	33 ARCTIC ST	WORCESTER	WORCESTER	MA	01604			YES	NO	NO	NO								323122						42.25906	-71.79197	001132760										9203	O 	UPPER BLACKSTONE WASTEWATER TREATMENT PLANT	50 ROUTE 20	MILLBURY	MA	WORCESTER	01527							NO				NO	 	
01604FLXGR33ARC	1313211072451	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	FLEXOGRAPHIC PRINTING PLATE CO INC	33 ARCTIC ST	WORCESTER	WORCESTER	MA	01604			YES	NO	NO	NO								323122						42.25906	-71.79197	001132760										0		NA												NO				NO	 	
01830JSPHS133HA	1313211073438	007664417	AMMONIA	TRI	Pounds																		2013	NO	JOSEPH'S GOURMET PASTA CO	133 HALE ST	HAVERHILL	ESSEX	MA	01830			YES	NO	NO	NO								311412						42.783056	-71.088333	071130868	786550645							NESTLE USA INC	131481657	0		NA												NO	CYNTHIA.VAUGHN@US.NESTLE.COM			NO	 	
01089CMWST15AGA	1313211074721	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2013	NO	ESSENTIAL POWER MASSACHUSETTS LLC  WEST SPRINGFIELD STATION	15 AGAWAM AVE	WEST SPRINGFIELD	HAMPDEN	MA	01089			YES	NO	NO	NO								221112						42.09661	-72.59743									ESSENTIAL POWER LLC		0		NA												NO	ALAN.DOUGLASS@ESSENTIALPOWERLLC.COM			NO	 	
01089CMWST15AGA	1313211074733	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2013	NO	ESSENTIAL POWER MASSACHUSETTS LLC  WEST SPRINGFIELD STATION	15 AGAWAM AVE	WEST SPRINGFIELD	HAMPDEN	MA	01089			YES	NO	NO	NO								221112						42.09661	-72.59743									ESSENTIAL POWER LLC		0		NA												NO	ALAN.DOUGLASS@ESSENTIALPOWERLLC.COM			NO	 	
0192WTRNSN1ELEC	1313210901916	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	TRANSENE CO INC	10 ELECTRONICS AVE	DANVERS	ESSEX	MA	019231011			YES	NO	NO	NO								325180						42.57447	-70.97357	044815983										0		NA												NO	SALES@TRANSENE.COM			NO	 	
02093TLNTC10CUS	1313211008089	007664417	AMMONIA	TRI	Pounds																		2013	NO	CAPSTAN ATLANTIC	10 CUSHING DR	WRENTHAM	NORFOLK	MA	02093			YES	NO	NO	NO								332117						42.086199	-71.304315	789576600										0		NA												NO	CDOUGHTY@CAPSTANATLANTIC.COM			NO	 	
02093TLNTC10CUS	1313211008091	007440508	COPPER	TRI	Pounds																		2013	NO	CAPSTAN ATLANTIC	10 CUSHING DR	WRENTHAM	NORFOLK	MA	02093			YES	NO	NO	NO								332117						42.086199	-71.304315	789576600										0		NA												NO	CDOUGHTY@CAPSTANATLANTIC.COM			YES	 	
02093TLNTC10CUS	1313211008103	007440020	NICKEL	TRI	Pounds																		2013	NO	CAPSTAN ATLANTIC	10 CUSHING DR	WRENTHAM	NORFOLK	MA	02093			YES	NO	NO	NO								332117						42.086199	-71.304315	789576600										0		NA												NO	CDOUGHTY@CAPSTANATLANTIC.COM			YES	 	
01950NNSPC3MALC	1313211076082	N120	DIISOCYANATES	TRI	Pounds																		2013	NO	UNION SPECIALTIES INC	3 MALCOLM HOYT DR	NEWBURYPORT	ESSEX	MA	01950			YES	NO	NO	NO								325510						42.7964	-70.89044	048268007										0		NA												NO	CANDYBRIDGES@UNIONSPECIALTIESINC.COM			NO	 	
01950NNSPC3MALC	1313211076094	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2013	NO	UNION SPECIALTIES INC	3 MALCOLM HOYT DR	NEWBURYPORT	ESSEX	MA	01950			YES	NO	NO	NO								325510						42.7964	-70.89044	048268007										0		NA												NO	CANDYBRIDGES@UNIONSPECIALTIESINC.COM			NO	 	
01923MDTRN37ACH	1313211076245	000110543	N-HEXANE	TRI	Pounds																		2013	NO	MEDTRONIC INC	37A CHERRY HILL DR	DANVERS	ESSEX	MA	01923			YES	NO	NO	NO								339112						42.579589	-70.914017	006261481								MEDTRONIC INC	006261481	0		NA												NO	GRADY.BOWEN@MEDTRONIC.COM			NO	 	
01905WSTLY626LY	1313211078528	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	GARELICK FARMS LYNN	626 LYNNWAY	LYNN	ESSEX	MA	01905			YES	NO	NO	NO								311511						42.45403	-70.96103	001017110								DEAN FOODS CO	929182210	44307	M1	LYNN REGIONAL WASTEWATER TREATMENT PLANT	2 CIRCLE AVENUE	LYNN	MA	ESSEX	01905							NO	AUBREY_LEAKE@DEANFOODS.COM			NO	 	
01905WSTLY626LY	1313211078530	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	GARELICK FARMS LYNN	626 LYNNWAY	LYNN	ESSEX	MA	01905			YES	NO	NO	NO								311511						42.45403	-70.96103	001017110								DEAN FOODS CO	929182210	0		NA												NO	AUBREY_LEAKE@DEANFOODS.COM			NO	 	
01453CMCMN165PI	1313210921868	000067561	METHANOL	TRI	Pounds																		2013	NO	CAMCO MANUFACTURING INC	165 PIONEER DR	LEOMINSTER	WORCESTER	MA	014533475			YES	NO	NO	NO								325998						42.531784	-71.708934	043712561								CAMCO MANUFACTURING INC		0		NA												NO	BRAINR@CAMCO.NET			NO	 	
01053BRKSHRIVER	1313210925234	007440508	COPPER	TRI	Pounds																		2013	NO	CHAMPLAIN CABLE LEEDS FACILITY	118 RIVER RD	LEEDS	HAMPSHIRE	MA	01053			YES	NO	NO	NO								331421						42.35941	-72.701421	001114531								CHAMPLAIN CABLE CORP	002338549	0		NA												NO	MNARTOWICZ@CHAMPCABLE.COM			YES	 	
02081CLLHN18IND	1313210926224	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2013	NO	CALLAHAN CHEMICAL CO	18 INDUSTRIAL RD	WALPOLE	NORFOLK	MA	020811399			YES	NO	NO	NO								424690						42.11921	-71.26968									CALLAHAN CHEMICAL CO		0		NA												NO	TODONNEL@CALCHEM.COM			NO	 	
02081CLLHN18IND	1313210926236	000075092	DICHLOROMETHANE	TRI	Pounds																		2013	NO	CALLAHAN CHEMICAL CO	18 INDUSTRIAL RD	WALPOLE	NORFOLK	MA	020811399			YES	NO	NO	NO								424690						42.11921	-71.26968									CALLAHAN CHEMICAL CO		0		NA												NO	TODONNEL@CALCHEM.COM			NO	 	
02081CLLHN18IND	1313210926248	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2013	NO	CALLAHAN CHEMICAL CO	18 INDUSTRIAL RD	WALPOLE	NORFOLK	MA	020811399			YES	NO	NO	NO								424690						42.11921	-71.26968									CALLAHAN CHEMICAL CO		0		NA												NO	TODONNEL@CALCHEM.COM			NO	 	
02081CLLHN18IND	1313210926251	000067561	METHANOL	TRI	Pounds																		2013	NO	CALLAHAN CHEMICAL CO	18 INDUSTRIAL RD	WALPOLE	NORFOLK	MA	020811399			YES	NO	NO	NO								424690						42.11921	-71.26968									CALLAHAN CHEMICAL CO		0		NA												NO	TODONNEL@CALCHEM.COM			NO	 	
02081CLLHN18IND	1313210926263	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2013	NO	CALLAHAN CHEMICAL CO	18 INDUSTRIAL RD	WALPOLE	NORFOLK	MA	020811399			YES	NO	NO	NO								424690						42.11921	-71.26968									CALLAHAN CHEMICAL CO		0		NA												NO	TODONNEL@CALCHEM.COM			NO	 	
02081CLLHN18IND	1313210926275	000108883	TOLUENE	TRI	Pounds																		2013	NO	CALLAHAN CHEMICAL CO	18 INDUSTRIAL RD	WALPOLE	NORFOLK	MA	020811399			YES	NO	NO	NO								424690						42.11921	-71.26968									CALLAHAN CHEMICAL CO		0		NA												NO	TODONNEL@CALCHEM.COM			NO	 	
