TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
77562HPRTN409EA	1311209740834	N982	ZINC COMPOUNDS	TRI	2011	ZXP TECHNOLOGIES LTD	409 E WALLISVILLE RD	HIGHLANDS	HARRIS	TX	77562	YES	NO	NO	NO								325998						29.81895	-95.05187	791466878										AIR EMISSION FOR ZINC COMPOUNDS IS NEGLIGIBLE SINCE ZXP TECHNOLOGIES DOES NOT REFINE OR MANUFACTURE ZINC COMPOUNDS. ALL ZINC COMPOUNDS RECEIVED IN THIS FACILITY ARE DILUTED IN MINERAL OR SYNTHETIC OILS PRIOR TO THE RECEIPT.	NO	PELDERS@ZXPTECH.COM			YES	 	
76629TXSNWHWY6	1311209309792	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2011	OPTIM ENERGY LP TWIN OAKS	HWY 6	BREMOND	ROBERTSON	TX	76629	YES	NO	NO	NO								221112						31.091617	-96.696167	112017038								OPTIM ENERGY LP TWIN OAKS	622797277	THE DIFFERENCE IN STACK OR POINT AIR EMISSIONS FOR 2011 VS. 2010 IS DUE TO A CHANGE IN THE EMISSION FACTOR USED TO CALCULATE THE EMISSIONS. THE EMISSION FACTOR USED FOR RY2001 IS BASED ON APRIL 2010 STACK TEST DATA.	NO	EDDY.YOUNG@OPTIMENERGY.COM			YES	 	
76629TXSNWHWY6	1311209309828	N420	LEAD COMPOUNDS	PBT	2011	OPTIM ENERGY LP TWIN OAKS	HWY 6	BREMOND	ROBERTSON	TX	76629	YES	NO	NO	NO								221112						31.091617	-96.696167	112017038								OPTIM ENERGY LP TWIN OAKS	622797277	THE DIFFERENCE IN STACK OR POINT AIR EMISSIONS FOR 2011 VS. 2010 IS DUE TO A CHANGE IN THE EMISSION FACTOR USED TO CALCULATE THE EMISSIONS. THE EMISSION FACTOR USED FOR RY2001 IS BASED ON APRIL 2010 STACK TEST DATA.	NO	EDDY.YOUNG@OPTIMENERGY.COM			YES	 	
76629TXSNWHWY6	1311209309830	N450	MANGANESE COMPOUNDS	TRI	2011	OPTIM ENERGY LP TWIN OAKS	HWY 6	BREMOND	ROBERTSON	TX	76629	YES	NO	NO	NO								221112						31.091617	-96.696167	112017038								OPTIM ENERGY LP TWIN OAKS	622797277	THE DIFFERENCE IN STACK OR POINT AIR EMISSIONS FOR 2011 VS. 2010 IS DUE TO A CHANGE IN THE EMISSION FACTOR USED TO CALCULATE THE EMISSIONS. THE EMISSION FACTOR USED FOR RY2001 IS BASED ON APRIL 2010 STACK TEST DATA.	NO	EDDY.YOUNG@OPTIMENERGY.COM			YES	 	
76629TXSNWHWY6	1311209309842	N458	MERCURY COMPOUNDS	PBT	2011	OPTIM ENERGY LP TWIN OAKS	HWY 6	BREMOND	ROBERTSON	TX	76629	YES	NO	NO	NO								221112						31.091617	-96.696167	112017038								OPTIM ENERGY LP TWIN OAKS	622797277	THE DIFFERENCE IN STACK OR POINT AIR EMISSIONS FOR 2011 VS. 2010 IS DUE TO A CHANGE IN THE EMISSION FACTOR USED TO CALCULATE THE EMISSIONS. THE EMISSION FACTOR USED FOR RY2001 IS BASED ON APRIL 2010 STACK TEST DATA.	NO	EDDY.YOUNG@OPTIMENERGY.COM			YES	 	
75901GBPNDHIGHW	1311209347121	N230	CERTAIN GLYCOL ETHERS	TRI	2011	AMERICAN COLOR GRAPHICS - LUFKIN	3001 ATKINSON DR	LUFKIN	ANGELINA	TX	759011525	YES	NO	NO	NO								323110						31.356129	-94.686918	067537639								ACG HOLDINGS	067537639	CHANGES IN RELEASE QUANTITIES ARE PRIMARILY DUE TO LOWER PRODUCTION LEVELS.	NO	GSHAFFER@VERTISINC.COM			NO	 	
75125PRMPR301SM	1311209470780	N100	COPPER COMPOUNDS	TRI	2011	VISTA-PRO AUTOMOTIVE LLC	301 S MAIN ST	FERRIS	ELLIS	TX	751250450	YES	NO	NO	NO								336399						32.53283	-96.6657	859660825								VISTA-PRO AUTOMOTIVE LLC	831678649	FACILITY CLOSED MARCH 2011	NO	DBENNETT@VISTAPROAUTO.COM			YES	 	
75042SSTTR4030F	1311209287628	000107211	ETHYLENE GLYCOL	TRI	2011	SST TRUCK CO LLC	4030 FOREST LN	GARLAND	DALLAS	TX	75042	YES	NO	NO	NO								336120						32.90903	-96.691224	965708183								NAVISTAR INTERNATIONAL CORP	161984646	WE FILL OUR NEW TRUCKS EACH ANTIFREEZE COOLANT (CONTAINING 50% OF ETHYLENE GLYCOL). THE VOLUME OF USAGE INCREASE / DECREASE WITH THE VOLUME OF PRODUCTION. WE HAVE RECYCLED ALL THE OTHER RECYCLABLE SUCH AS CARDBOARD, PLASTICS, SCRAPS METALS, WOOD PALLETS, USED OIL AND USED ANTIFREEZE ETC AT 100% LEVEL.	NO	NH.HUA@NAVISTAR.COM			NO	 	
75042SSTTR4030F	1311209287630	000067561	METHANOL	TRI	2011	SST TRUCK CO LLC	4030 FOREST LN	GARLAND	DALLAS	TX	75042	YES	NO	NO	NO								336120						32.90903	-96.691224	965708183								NAVISTAR INTERNATIONAL CORP	161984646	WE FILL OUR NEW TRUCKS EACH WITH ANTIFREEZE COOLANT (CONTAINING 50% OF ETHYLENE GLYCOL) WINDSHIELD FLUID (CONTAINING 45% OF METHANOL). THE VOLUME OF USAGE INCREASE / DECREASE WITH THE VOLUME OF PRODUCTION. WE HAVE RECYCLED ALL THE OTHER RECYCLABLE SUCH AS CARDBOARD, PLASTICS, SCRAPS METALS, WOOD PALLETS, USED OIL ETC AT 100% LEVEL.	NO	NH.HUA@NAVISTAR.COM			NO	 	
76060SGLVN1530G	1311209162573	007439921	LEAD	TRI	2011	US GALVANIZING LLC PLANT NO 1578	1530 GILMAN RD	KENNEDALE	TARRANT	TX	76060	YES	NO	NO	NO								332812						32.663295	-97.233002	049218220								TRINITY INDUSTRIES INC	007324254	TRINITY INDUSTRIES, INC. PURCHASED THIS FACILITY IN 2011.	NO	THEIS.RICE@TRIN.NET			YES	 	
76179TXSTY400EA	1311209189226	000100425	STYRENE	TRI	2011	STYROCHEM CANADA LTD	400 E MINTON RD	SAGINAW	TARRANT	TX	76179	YES	NO	NO	NO								325211						32.870444	-97.369361	013475411								STYROCHEM CANADA LTD		THE FACILITY SHUTDOWN PRODUCTION OF EXPANDABLE POLYSTYRENE IN NOVEMBER OF 2011.  THE FACILITY IS NOT CLOSED.  PRODUCTION SYSTEMS ARE BEING MAINTAINED IN A STANDBY / SHUTDOWN CONDTION BY MAINTENACE AND OPERATIONS EMPLOYEES.   THE FACILITY MAY START PRODUCTION OPERATIONS IN 2012 / 2013 IF MARKET CONDITIONS BECOME FAVORABLE.	NO	DFOSS@STYROCHEM.COM			NO	 	
78680WSTNGIH35A	1311209353438	007440508	COPPER	TRI	2011	TECO-WESTINGHOUSE MOTOR CO	5100 N IH 35	ROUND ROCK	WILLIAMSON	TX	78681	YES	NO	NO	NO								335312						30.568889	-97.695833	786250225								TECO ENERGY INC		QUANTITY OF COPPER RECYCLED INCREASED DUE TO CUSTOMER REQUIREMENTS FOR THE MANUFACTUER OF ADDITIONAL COILS, OUTSIDE THOSE REQUIRED FOR A MOTOR.  THESE COILS MUST BE HELD FOR A SPECIFIC PERIOD OF TIME FOR TESTING, THEN CAN BE RECYCLED ONCE RELEASED BY THE CUSTOMER.   INVENTORY CONTROLS FOR COPPER WASTE HAS REDUCED AMOUNT OF WASTE COPPER ITEMS GENERATED.	NO				YES	 	
79364GHCST1470I	1311209730023	007440020	NICKEL	TRI	2011	ITT TEXAS TURBINE FOUNDRY	1470 INDUSTRIAL DR	SLATON	LUBBOCK	TX	79364	YES	NO	NO	NO								331511						33.453621	-101.658334	001216845								ITT CORP	001216845	INCREASE REFLECTS INCREASE IN SCRAP PARTS THAT WERE DISPOSED OR THROUGH RECYCLING.	NO	BILL.MCCANN@XYLEMINC.COM			YES	 	
77562STHWS18310	1311209701477	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2011	SOUTHWEST SHIPYARD LP	18310 MARKET ST	CHANNELVIEW	HARRIS	TX	77530	YES	NO	NO	NO								336611	488390					29.7929	-95.065161	002784957								SOUTHWEST SHIPYARD LP	002784957	USED RANGE CODES WHEN AVAILABLE	NO				NO	 	
77562STHWS18310	1311209701489	000071432	BENZENE	TRI	2011	SOUTHWEST SHIPYARD LP	18310 MARKET ST	CHANNELVIEW	HARRIS	TX	77530	YES	NO	NO	NO								336611	488390					29.7929	-95.065161	002784957								SOUTHWEST SHIPYARD LP	002784957	USED RANGE CODES WHEN AVAILABLE	NO				NO	 	
77562STHWS18310	1311209701515	000107211	ETHYLENE GLYCOL	TRI	2011	SOUTHWEST SHIPYARD LP	18310 MARKET ST	CHANNELVIEW	HARRIS	TX	77530	YES	NO	NO	NO								336611	488390					29.7929	-95.065161	002784957								SOUTHWEST SHIPYARD LP	002784957	USED RANGE CODES WHEN AVAILABLE	NO				NO	 	
77562STHWS18310	1311209701539	007439965	MANGANESE	TRI	2011	SOUTHWEST SHIPYARD LP	18310 MARKET ST	CHANNELVIEW	HARRIS	TX	77530	YES	NO	NO	NO								336611	488390					29.7929	-95.065161	002784957								SOUTHWEST SHIPYARD LP	002784957	STARTED USING RANGE CODES WHEN AVAILABLE	NO				YES	 	
77562STHWS18310	1311209701554	000071363	N-BUTYL ALCOHOL	TRI	2011	SOUTHWEST SHIPYARD LP	18310 MARKET ST	CHANNELVIEW	HARRIS	TX	77530	YES	NO	NO	NO								336611	488390					29.7929	-95.065161	002784957								SOUTHWEST SHIPYARD LP	002784957	USED RANGE CODES WHEN AVAILABLE	NO				NO	 	
77562STHWS18310	1311209701578	000110543	N-HEXANE	TRI	2011	SOUTHWEST SHIPYARD LP	18310 MARKET ST	CHANNELVIEW	HARRIS	TX	77530	YES	NO	NO	NO								336611	488390					29.7929	-95.065161	002784957								SOUTHWEST SHIPYARD LP	002784957	USED RANGE CODES WHEN AVAILABLE	NO				NO	 	
