TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
97113SHLDN300N2	1307205251453	007440473	CHROMIUM	TRI	Pounds																		2007	NO	SHELDON MANUFACTURING INC	300 N 26TH AVE	CORNELIUS	WASHINGTON	OR	97113	YES	NO	NO	NO														45.522463	-123.039788	052225596										0														NO	ANNETTEG@SHELLAB.COM			YES	
97113SHLDN300N2	1307205251465	007439965	MANGANESE	TRI	Pounds																		2007	NO	SHELDON MANUFACTURING INC	300 N 26TH AVE	CORNELIUS	WASHINGTON	OR	97113	YES	NO	NO	NO														45.522463	-123.039788	052225596										0														NO	ANNETTEG@SHELLAB.COM			YES	
97113SHLDN300N2	1307205251477	007440020	NICKEL	TRI	Pounds																		2007	NO	SHELDON MANUFACTURING INC	300 N 26TH AVE	CORNELIUS	WASHINGTON	OR	97113	YES	NO	NO	NO														45.522463	-123.039788	052225596										0														NO	ANNETTEG@SHELLAB.COM			YES	
97116TKTRN1521P	1307205651589	007664417	AMMONIA	TRI	Pounds																		2007	NO	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO														45.515052	-123.08819	826196388		ORD980725592		ORR200239						1597	C 													NO	STEPHEN.EDWARD@MERIX.COM			NO	
97116TKTRN1521P	1307205651591	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2007	NO	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO														45.515052	-123.08819	826196388		ORD980725592		ORR200239						36940	O 													NO	STEPHEN.EDWARD@MERIX.COM			NO	
97116TKTRN1521P	1307205651603	N100	COPPER COMPOUNDS	TRI	Pounds																		2007	NO	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO														45.515052	-123.08819	826196388		ORD980725592		ORR200239						232	M2													NO	STEPHEN.EDWARD@MERIX.COM			YES	
97116TKTRN1521P	1307205651615	N120	DIISOCYANATES	TRI	Pounds																		2007	NO	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO														45.515052	-123.08819	826196388		ORD980725592		ORR200239						0														NO	STEPHEN.EDWARD@MERIX.COM			NO	
97116TKTRN1521P	1307205651627	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2007	NO	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO														45.515052	-123.08819	826196388		ORD980725592		ORR200239						10708	O 													NO	STEPHEN.EDWARD@MERIX.COM			NO	
97116TKTRN1521P	1307205651639	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO														45.515052	-123.08819	826196388		ORD980725592		ORR200239						0														NO	STEPHEN.EDWARD@MERIX.COM			NO	
97116TKTRN1521P	1307205651641	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO														45.515052	-123.08819	826196388		ORD980725592		ORR200239						9.9	M2													NO	STEPHEN.EDWARD@MERIX.COM			YES	
97116TKTRN1521P	1307205651654	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO														45.515052	-123.08819	826196388		ORD980725592		ORR200239						23085	C 													NO	STEPHEN.EDWARD@MERIX.COM			NO	
97116TKTRN1521P	1307205651666	007697372	NITRIC ACID	TRI	Pounds																		2007	NO	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO														45.515052	-123.08819	826196388		ORD980725592		ORR200239						0	M1	CLEAN WATER SERVICES	ROUTE 1 BOX 17A	FOREST GROVE	OR	WASHINGTON	97116							NO	STEPHEN.EDWARD@MERIX.COM			NO	
97116TKTRN1521P	1307205651678	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO														45.515052	-123.08819	826196388		ORD980725592		ORR200239						0														NO	STEPHEN.EDWARD@MERIX.COM			NO	
97123PRMPS25600	1307205767662	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	4.26	.57	.09	.01	.02	.04	.01	.09	.03	3.58	64.8	26.5	0	0	0	0	0	2007	NO	PERMAPOST PRODUCTS INC	4066 SE TUALATIN VALLEY HWY	HILLSBORO	WASHINGTON	OR	97123	YES	NO	NO	NO														45.499	-122.9124	009041187										0														NO	JAYNE@PERMAPOST.COM			NO	
97123PRMPS25600	1307205767674	000087865	PENTACHLOROPHENOL	TRI	Pounds																		2007	NO	PERMAPOST PRODUCTS INC	4066 SE TUALATIN VALLEY HWY	HILLSBORO	WASHINGTON	OR	97123	YES	NO	NO	NO														45.499	-122.9124	009041187										0														NO	JAYNE@PERMAPOST.COM			NO	
97351VLLYC15CST	1307205670021	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	VALLEY CONCRETE INDEPENDENCE	15 C ST	INDEPENDENCE	POLK	OR	97351	YES	NO	NO	NO														44.852202	-123.181713	009060906								OLDCASTLE MATERIALS	037176591	0														NO	JANA.MCDONALD@OLDCASTLEMATERIALS.COM			YES	
97124HKMRC4600N	1307205801436	000067561	METHANOL	TRI	Pounds																		2007	NO	TOKYO OHKA KOGYO AMERICA INC	4600 NW SHUTE RD	HILLSBORO	WASHINGTON	OR	97124	YES	NO	NO	NO														45.557401	-122.926214	801782590										209.53	O 													NO	TODD.DUNN@TOKAMERICA.COM			NO	
97124QLTYP21420	1307205976956	007439921	LEAD	PBT	Pounds																		2007	NO	QUALITY PRODUCTION LTD.	21420G NW NICHOLAS CT	HILLSBORO	WASHINGTON	OR	97124	YES	NO	NO	NO														45.531938	-122.897776	944876408										1	M2	CLEAN WATER SERVICES	2550 SW HILLSBORO HWY	HILLSBORO	OR	WASHINGTON	97124							NO	NA			YES	
97124ZMNMG235NE	1307205509209	007439921	LEAD	PBT	Pounds																		2007	NO	HIREL SYSTEMS OREGON SITE	2350 NE GRIFFIN OAKS ST SUITE 1500	HILLSBORO	WASHINGTON	OR	97124	YES	NO	NO	NO														45.540141	-122.958464	035660224								HIREL SYSTEMS LLC	035660224	0														NO	PATTYL@HIRELSYSTEMS.COM			YES	
