REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
2007	NO	97113SHLDN300N2	SHELDON MANUFACTURING INC	300 N 26TH AVE	CORNELIUS	WASHINGTON	OR	97113	YES	NO	NO	NO								339111						45.522463	-123.039788	052225596										1307205251453	007440473	CHROMIUM	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46850	30710	45000	45000	0	0	0	0	0	0	0	0		.66	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	ANNETTEG@SHELLAB.COM			YES	
2007	NO	97113SHLDN300N2	SHELDON MANUFACTURING INC	300 N 26TH AVE	CORNELIUS	WASHINGTON	OR	97113	YES	NO	NO	NO								339111						45.522463	-123.039788	052225596										1307205251465	007439965	MANGANESE	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4450	2950	4500	4500	0	0	0	0	0	0	0	0		.66	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	ANNETTEG@SHELLAB.COM			YES	
2007	NO	97113SHLDN300N2	SHELDON MANUFACTURING INC	300 N 26TH AVE	CORNELIUS	WASHINGTON	OR	97113	YES	NO	NO	NO								339111						45.522463	-123.039788	052225596										1307205251477	007440020	NICKEL	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17800	11900	15000	15000	0	0	0	0	0	0	0	0		.67	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	ANNETTEG@SHELLAB.COM			YES	
2007	NO	97116TKTRN1521P	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO								334412						45.515052	-123.08819	826196388		ORD980725592		ORR200239						1307205651589	007664417	AMMONIA	TRI	Pounds																		16000	13800	14000	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500	3306	3300	3300		.89	NA	NA																															0	0	0	0	16000	13800	14000	14000	0	0	0	0	0	0	0	0	NO	STEPHEN.EDWARD@MERIX.COM			NO	
2007	NO	97116TKTRN1521P	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO								334412						45.515052	-123.08819	826196388		ORD980725592		ORR200239						1307205651591	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		7600	9119	9000	9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4400	5548	5500	5500	190000	130627	130000	130000		.82	NA	NA																															0	0	0	0	7600	9119	9000	9000	0	0	0	0	0	0	0	0	NO	STEPHEN.EDWARD@MERIX.COM			NO	
2007	NO	97116TKTRN1521P	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO								334412						45.515052	-123.08819	826196388		ORD980725592		ORR200239						1307205651603	N100	COPPER COMPOUNDS	TRI	Pounds																		1156	1092	1090	1090	0	0	0	0	0	0	0	0	0	0	0	0	90000	82200	82000	82000	0	0	0	0	0	0	0	0		.82	NA	NA																															0	0	0	0	16	10	10	10	930	0	0	0	210	1082	1080	1080	NO	STEPHEN.EDWARD@MERIX.COM			YES	
2007	NO	97116TKTRN1521P	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO								334412						45.515052	-123.08819	826196388		ORD980725592		ORR200239						1307205651615	N120	DIISOCYANATES	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	67	67	67		.89	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	STEPHEN.EDWARD@MERIX.COM			NO	
2007	NO	97116TKTRN1521P	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO								334412						45.515052	-123.08819	826196388		ORD980725592		ORR200239						1307205651627	000107211	ETHYLENE GLYCOL	TRI	Pounds																		22	31	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10200	10708	10700	10700		.82	NA	NA																															0	0	0	0	12	16	16	16	0	0	0	0	10	15	15	15	NO	STEPHEN.EDWARD@MERIX.COM			NO	
2007	NO	97116TKTRN1521P	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO								334412						45.515052	-123.08819	826196388		ORD980725592		ORR200239						1307205651639	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		380	255	310	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3700	0	3100	3100	0	0	0	0		.82	NA	NA																															0	0	0	0	380	255	310	310	0	0	0	0	0	0	0	0	NO	STEPHEN.EDWARD@MERIX.COM			NO	
2007	NO	97116TKTRN1521P	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO								334412						45.515052	-123.08819	826196388		ORD980725592		ORR200239						1307205651641	N420	LEAD COMPOUNDS	PBT	Pounds																		51	24.38	24.38	24.38	0	0	0	0	0	0	0	0	0	0	0	0	210	258	258	258	0	0	0	0	0	0	0	0		.89	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	51	24.38	24.38	24.38	NO	STEPHEN.EDWARD@MERIX.COM			YES	
2007	NO	97116TKTRN1521P	MERIX CORP	1521 POPLAR LN	FOREST GROVE	WASHINGTON	OR	97116	YES	NO	NO	NO								334412						45.515052	-123.08819	826196388		ORD980725592		ORR200239						1307205651654	N511	NITRATE COMPOUNDS	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20400	23117	23000	23000		.89	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	STEPHEN.EDWARD@MERIX.COM			NO	
