TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
57104DSGNT612WB	1311208999995	000100425	STYRENE	TRI	2011	DESIGN TANKS LLC	612 W BLACKHAWK ST	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								326199						43.56653	-96.73554	868382990										LOW PRODUCTION	NO	TRISH.KINDT@STATE.SD.US			NO	 	
57216BGSTN48450	1311209269238	007664393	HYDROGEN FLUORIDE	TRI	2011	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.29786	-96.47249	006961353								OTTER TAIL CORP		NA	NO	CLING@OTPCO.COM			NO	 	
57216BGSTN48450	1311209269277	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2011	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.29786	-96.47249	006961353								OTTER TAIL CORP		NA	NO	CLING@OTPCO.COM			NO	 	
57216BGSTN48450	1311209269240	N420	LEAD COMPOUNDS	PBT	2011	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.29786	-96.47249	006961353								OTTER TAIL CORP		NA	NO	CLING@OTPCO.COM			YES	 	
57006MCMPN60122	1311209330618	N982	ZINC COMPOUNDS	TRI	2011	3M CO BROOKINGS	601 22ND AVE S	BROOKINGS	BROOKINGS	SD	57006	YES	NO	NO	NO								339113	339112					44.312377	-96.768162	078668696								3M CO	006173082	ZINC LEVEL NUMBERS ARE BASED OFF OF QUATERLY SAMPLING.  ONE HIGHER READING RAISED THE VALUE A ZINC FOR 2011 REPORTING YEAR.	NO				YES	 	
57201TWNCT122CE	1311209192549	007440508	COPPER	TRI	2011	TWIN CITY DIE CASTINGS CO - WATERTOWN DIV	122 CESSNA ST NW	WATERTOWN	CODINGTON	SD	57201	YES	NO	NO	NO								331521						44.929544	-97.157231	006252001								TWIN CITY DIE CASTINGS CO	006252001	THE INCREASE IN QUANTITY SHIPPED OFF-SITE WAS DUE TO HIGH RATES OF SCRAP.  PLANS ARE IN PLACE TO LOWER SCRAP RATES OF PRODUCTION WHICH WILL DIRECTLY IMPACT THE QUANTITY OF OFF-SITE RECYCLING.  ALSO, THERE WAS AN INCREASE IN PRODUCTION AS WELL.	NO	DAOY@TCDCINC.COM			YES	 	
57702BHPLB409DE	1311209427893	000091203	NAPHTHALENE	TRI	2011	BLACK HILLS CORP - BEN FRENCH POWER PLANT	409 DEADWOOD AVE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								221112						44.088806	-103.264527	007920333								BLACK HILLS CORP	007920333	A SIGNIFICANT AMOUNT OF FUEL OIL WAS USED IN 2011 AS COMPARED TO 2010 RESULTED IN SOME CHEMICALS BEING REPORTED IN 2011 THAT WERE NOT IN 2010.	NO	TROGERS@BH-CORP.COM			NO	 	
57216BGSTN48450	1311209269253	N450	MANGANESE COMPOUNDS	TRI	2011	OTTER TAIL POWER CO BIG STONE PLANT	48450 144TH ST	BIG STONE CITY	GRANT	SD	57216	YES	NO	NO	NO								221112						45.29786	-96.47249	006961353								OTTER TAIL CORP		NA	NO	CLING@OTPCO.COM			YES	 	
57350BNNRN9915T	1311209152216	007439921	LEAD	TRI	2011	BANNER ENGINEERING CORP	99 15TH ST NW	HURON	BEADLE	SD	57350	YES	NO	NO	NO								335999						44.385117	-98.21568	006199400								BANNER ENGINEERING CORP	006199400	THE TOTAL POUNDS PER YEAR TRANSFERRED FOR RECYCLING WAS ZERO FOR 2011 BECAUSE IT IS TRANSFERRED ONCE A PALLET HAS ACCUMULATED AND THE PALLET WAS NOT FULL IN 2011.	NO	VMILLER@BANENG.COM			YES	 	
57702BHPLB409DE	1311209427867	007439921	LEAD	TRI	2011	BLACK HILLS CORP - BEN FRENCH POWER PLANT	409 DEADWOOD AVE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								221112						44.088806	-103.264527	007920333								BLACK HILLS CORP	007920333	WATER DISCHARGES WERE HIGHER IN 2011 DUE TO THE RECONSTRUCTION OF WATER DISCHARGE SYSTEM IN 2010. CURRENT YEAR AND FUTURE YEARS SHOULD REFLECT THE 2011 DISCHARGE RATES.	NO	TROGERS@BH-CORP.COM			YES	 	
