TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
57078DLLCTEASTH	1311209474612	007440508	COPPER	TRI	2011	VISHAY-DALE ELECTRONICS	1505 E HWY 50	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								334416	334417					42.872806	-97.369556	077262215								VISHAY INTERTECHNOLOGY INC	022327484	OUR RECYCLING EFFORTS HAVE BEEN ENHANCED AS THE RESULT OF SOURCING A NEW RECYCLE PARTNER FOR CARDBOARD, OFFICE PAPER AND MIXED PAPER.  THESE ITEMS ARE BEING USED BY OUR NEW PARTNER AS FILLER FOR ATTIC ROLLED INSULATION.  THE ROLLED INSULATION IS SOLD BY OUR PARTNER TO MAJOR HOME IMPROVEMENTS CHAINS SUCH AS LOWES, HOME DEPOT AND MENARD'S.	NO	GREG.MEIER@VISHAY.COM			YES	 	
57078DLLCTEASTH	1311209474624	N420	LEAD COMPOUNDS	PBT	2011	VISHAY-DALE ELECTRONICS	1505 E HWY 50	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								334416	334417					42.872806	-97.369556	077262215								VISHAY INTERTECHNOLOGY INC	022327484	OUR RECYCLING EFFORTS HAVE BEEN ENHANCED AS THE RESULT OF SOURCING A NEW RECYCLE PARTNER FOR CARDBOARD, OFFICE PAPER AND MIXED PAPER.  THESE ITEMS ARE BEING USED BY OUR NEW PARTNER AS FILLER FOR ATTIC ROLLED INSULATION.  THE ROLLED INSULATION IS SOLD BY OUR PARTNER TO MAJOR HOME IMPROVEMENTS CHAINS SUCH AS LOWES, HOME DEPOT AND MENARD'S.	NO	GREG.MEIER@VISHAY.COM			YES	 	
57701SCMFG222DI	1311209698620	007439921	LEAD	TRI	2011	SYMCOM INC	222 DISK DR	RAPID CITY	PENNINGTON	SD	57701	YES	NO	NO	NO								335314						44.10489	-103.21714	068673235										-W81:CHANGING TO A LEAD-FREE SOLDER BY 2013.	NO	DAVID.SMITH@SYMCOM.COM			YES	 	
57702BHPLB409DE	1311209427867	007439921	LEAD	TRI	2011	BLACK HILLS CORP - BEN FRENCH POWER PLANT	409 DEADWOOD AVE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								221112						44.088806	-103.264527	007920333								BLACK HILLS CORP	007920333	THE BOTTOM ASH IS REMOVED FROM THE SITE BY AN ASPHALT COMPANY. THEY USE THE BOTTOM ASH REPLACEMENT MATERIAL FOR SAND. WE CONSIDER THIS TO BE RECYCLING OF THIS COMPOUND.	NO	TROGERS@BH-CORP.COM			YES	 	
57702BHPLB409DE	1311209427855	N040	BARIUM COMPOUNDS	TRI	2011	BLACK HILLS CORP - BEN FRENCH POWER PLANT	409 DEADWOOD AVE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								221112						44.088806	-103.264527	007920333								BLACK HILLS CORP	007920333	THE BOTTOM ASH IS REMOVED FROM THE SITE BY AN ASPHALT COMPANY. THEY USE THE BOTTOM ASH REPLACEMENT MATERIAL FOR SAND. WE CONSIDER THIS TO BE RECYCLING OF THIS COMPOUND.	NO	TROGERS@BH-CORP.COM			YES	 	
57702BHPLB409DE	1311209427879	007439976	MERCURY	PBT	2011	BLACK HILLS CORP - BEN FRENCH POWER PLANT	409 DEADWOOD AVE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								221112						44.088806	-103.264527	007920333								BLACK HILLS CORP	007920333	THE BOTTOM ASH IS REMOVED FROM THE SITE BY AN ASPHALT COMPANY. THEY USE THE BOTTOM ASH REPLACEMENT MATERIAL FOR SAND. WE CONSIDER THIS TO BE RECYCLING OF THIS COMPOUND.	NO	TROGERS@BH-CORP.COM			YES	 	
57032SHWPL1ENTE	1311208970867	000108883	TOLUENE	TRI	2011	SHOWPLACE WOOD PRODUCTS	1 ENTERPRISE ST	HARRISBURG	LINCOLN	SD	57032	YES	NO	NO	NO								337110						43.44168	-96.70424	460453066								SHOWPLACE WOOD PRODUCTS	460453066	-W89:NEW EQUIPMENT AND PROCEDURES THAT WILL HELP REDUCE WASTE.;W73:LOOKING AT NEW (LOWER VOC) COATINGS.;W19:IMPLEMENTING KANBAN INVENTORY CONTROL SYSTEMS THAT SHOULD HELP REDUCE INVENTORY.	NO	SOVAPAUL@SHOWPLACEWOOD.COM			NO	 	
57032SHWPL1ENTE	1311208970879	001330207	XYLENE (MIXED ISOMERS)	TRI	2011	SHOWPLACE WOOD PRODUCTS	1 ENTERPRISE ST	HARRISBURG	LINCOLN	SD	57032	YES	NO	NO	NO								337110						43.44168	-96.70424	460453066								SHOWPLACE WOOD PRODUCTS	460453066	-W73:LOOKING AT NEW (LOWER VOC) COATINGS.;W19:IMPLEMENTING KANBAN INVENTORY CONTROL SYSTEMS THAT SHOULD HELP REDUCE INVENTORY.;W89:NEW EQUIPMENT AND PROCEDURES THAT WILL HELP REDUCE WASTE.	NO	SOVAPAUL@SHOWPLACEWOOD.COM			NO	 	
57201FBRGL12251	1311208982381	000100425	STYRENE	TRI	2011	FIBERGLASS SPECIALTIES INC	1225 14TH ST SE	WATERTOWN	CODINGTON	SD	57201	YES	NO	NO	NO								326199						44.886527	-97.09291									FIBERGLASS SPECIALITIES INC		-W75:CONVERTING OPEN MOLDING SPRAY LAYUP TO CLOSED MOLDING, LIGHT RESIN TRANSFER MOLDING;T10:VENDOR IS OFFERING EDUCATIONAL COURSES THAT WE ATTENDED AND IMPLEMENTED.	NO	FIREBIRD.89@HOTMAIL.COM			NO	 	
57104DSGNT612WB	1311208999995	000100425	STYRENE	TRI	2011	DESIGN TANKS LLC	612 W BLACKHAWK ST	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								326199						43.56653	-96.73554	868382990										WE CHANGE VINYL ESTER SUPPLIER-W42:HETRON 922 TO CORVE 8301;T04:MANAGEMENT CHANGE	NO	TRISH.KINDT@STATE.SD.US			NO	 	
57078PRTCNW21ST	1311209071923	007439965	MANGANESE	TRI	2011	KOLBERG-PIONEER INC	700 W 21ST ST	YANKTON	YANKTON	SD	570780020	YES	NO	NO	NO								333120	333922	333131				42.89069	-97.40229	969475763		SDD007498421						ASTEC INDUSTRIES INC	061308649	-W75:KOLBERG-PIONEER, INC. SWITCHED FROM LIQUID SPRAY PAINTING METHODS ON THE SMALL PARTS TO A POWDER COAT SYSTEM FURTHER REDUCING THE VOLATILE ORGANIC COMPOUNDS (VOC'S) RELEASED FROM THE FACILITY.;T01:SEVERAL FACTORS LEAD TO SWITCHING FROM LIQUID PAINT TO POWDER COATING THE SMALL PARTS. A HIGHER QUALITY LONGER LASTING SMALL PART, REDUCTION IN TIME AND REWORK FOR TOUCH-UP PAINTING PRIOR TO MATERIAL SHIPMENTS.;T10:CURRENT VENDORS WERE CONTACTED AND UTILIZED TO DEVELOP A POWDER COAT APPLICATION SYSTEM WITH TO PROVIDE DESIRED END RESULTS ON THE POWDER COATED SMALL PARTS AND MINIMIZE ENVIRONMENTAL IMPACT (NO PHOSPHATES) WITH THE NEW PROCESS.	NO	MARKLUCHTEL@KOLBERGPIONEER.COM			YES	 	
