TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
89406NVDRF11MIL	1313211001159	007440484	COBALT	TRI	Pounds																		2013	NO	KENNAMETAL INC (REFINERY)	11 MILES N OF FALLON ON HWY 95	FALLON	CHURCHILL	NV	89406			YES	NO	NO	NO								331419						39.478718	-118.781764	004397659								KENNAMETAL INC	004397659	0		NA												NO	MIKE.BOTSFORD@KENNAMETAL.COM			YES	 	
89406NVDRF11MIL	1313211001161	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	KENNAMETAL INC (REFINERY)	11 MILES N OF FALLON ON HWY 95	FALLON	CHURCHILL	NV	89406			YES	NO	NO	NO								331419						39.478718	-118.781764	004397659								KENNAMETAL INC	004397659	0		NA												NO	MIKE.BOTSFORD@KENNAMETAL.COM			YES	 	
89406NVDRF11MIL	1313211001173	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2013	NO	KENNAMETAL INC (REFINERY)	11 MILES N OF FALLON ON HWY 95	FALLON	CHURCHILL	NV	89406			YES	NO	NO	NO								331419						39.478718	-118.781764	004397659								KENNAMETAL INC	004397659	0		NA												NO	MIKE.BOTSFORD@KENNAMETAL.COM			YES	 	
89447MRTHN130HW	1313211586060	007439921	LEAD	TRI	Pounds																		2013	NO	MARATHON EQUIPMENT CO DELAWARE	130 HWY 339	YERINGTON	LYON	NV	89447			YES	NO	NO	NO								333319						38.969353	-119.187428	624873139								DOVER REFRIGERATION & FOOD EQUIPMENT INC.	036426344	0		NA												NO	JUAN.BERUMEN@MARATHONEQUIPMENT.COM	RR3		YES	 	
89447MRTHN130HW	1313211586072	007439965	MANGANESE	TRI	Pounds																		2013	NO	MARATHON EQUIPMENT CO DELAWARE	130 HWY 339	YERINGTON	LYON	NV	89447			YES	NO	NO	NO								333319						38.969353	-119.187428	624873139								DOVER REFRIGERATION & FOOD EQUIPMENT INC.	036426344	0		NA												NO	JUAN.BERUMEN@MARATHONEQUIPMENT.COM	RR3		YES	 	
89447MRTHN130HW	1313211586084	007440020	NICKEL	TRI	Pounds																		2013	NO	MARATHON EQUIPMENT CO DELAWARE	130 HWY 339	YERINGTON	LYON	NV	89447			YES	NO	NO	NO								333319						38.969353	-119.187428	624873139								DOVER REFRIGERATION & FOOD EQUIPMENT INC.	036426344	0		NA												NO	JUAN.BERUMEN@MARATHONEQUIPMENT.COM			YES	 	
89047FTMNRHWY26	1313211534779	000554132	LITHIUM CARBONATE	TRI	Pounds																		2013	NO	ROCKWOOD LITHIUM INC	HWY 265	SILVERPEAK	ESMERALDA	NV	890470098			YES	NO	NO	NO								325180	325188					37.740278	-117.656388	045989902								ROCKWOOD HOLDINGS INC	106793433	0		NA												NO	JOE.DUNN@ROCKWOODLITHIUM.COM			YES	 	
89047MNRLR200MI	1313210997452	N106	CYANIDE COMPOUNDS	TRI	Pounds																		2013	NO	MINERAL RIDGE MINE	#1 COYOTE SUMMIT	SILVERPEAK	ESMERALDA	NV	89047			YES	NO	NO	NO								212221						37.813333	-117.707222									MINERAL RIDGE GOLD LLC	962704354	0		NA												NO	CZERGA@SCORPIOGOLD.COM			NO	 	
89047MNRLR200MI	1313210997589	N458	MERCURY COMPOUNDS	PBT	Pounds																		2013	NO	MINERAL RIDGE MINE	#1 COYOTE SUMMIT	SILVERPEAK	ESMERALDA	NV	89047			YES	NO	NO	NO								212221						37.813333	-117.707222									MINERAL RIDGE GOLD LLC	962704354	0		NA												NO	CZERGA@SCORPIOGOLD.COM			YES	 	
89047MNRLR200MI	1313210997514	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	MINERAL RIDGE MINE	#1 COYOTE SUMMIT	SILVERPEAK	ESMERALDA	NV	89047			YES	NO	NO	NO								212221						37.813333	-117.707222									MINERAL RIDGE GOLD LLC	962704354	0		NA												NO	CZERGA@SCORPIOGOLD.COM			YES	 	
