TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
03055CRTRN528RT	1311209017817	007439921	LEAD	TRI	2011	CIRTRONICS CORP	528 RTE 13 S	MILFORD	HILLSBOROUGH	NH	03055	YES	NO	NO	NO								334418						42.809612	-71.648858	095524708		NHD500018452								-T11:CIRTRONICS CONTINUES TO REACT TO THE ROHS REQUIREMENTS TO REMOVE LEAD FROM THE SOLDER FORMULATIONS IN THE WAVE, HAND AND REFLOW PROCESSES. SINCE CIRTRONICS IS A CONTRACT MANUFACTURER, SOLDER REFORMULATION IS PROCEEDING AT THE WILL OF OUR CUSTOMERS.	NO	TDEVINE@CIRTRONICS.COM			YES	 	
03820GLTYM279LC	1311209364088	007439921	LEAD	TRI	2011	AGILITY MANUFACTURING INC	279 LOCUST ST	DOVER	STRAFFORD	NH	03820	YES	NO	NO	NO								334418						43.184322	-70.876047	199076217										AGILITY MFG, INC. CONTINUES TO FOLLOW THE REDUCTION OF HAZARDOUS SUBSTANCES (ROHS) DIRECTIVE AND BUILD BOARDS USING LEAD FREE SOLDER.  IN 2011 WE HAD A NEW CUSTOMER THAT REQUIRED US TO USE LEADED SOLDER WHICH INCREASED THE AMOUNT WE RECYCLED.  THAT CUSTOMER HAS SINCE DISCONTINUED OPERATIONS WITH US, THEREFORE OUR RECYCLING NUMBER SHOULD DECREASE IN 2012.  WE ENCOURAGE ALL CUSTOMERS TO USE LEAD FREE PROCESSES AND WILL CONTINUE TO DO SO.	NO	TFERRIN@AGILITYMFG.COM			YES	 	
03301RGNLM24CHE	1311209299205	007439921	LEAD	TRI	2011	REGIONAL MFG SPECIALISTS INC	24 CHENELL DR	CONCORD	MERRIMACK	NH	03301	YES	NO	NO	NO								334416						43.20839	-71.49599	622136505										WE ARE CONTINUING TO USE LEAD FREE SOLDER IN OUR PROCESS-W42:LEAD FREE SOLDER;T10:CONTINUE TO USE LEAD FREE SOLDER IN OUR PROCESS	NO	PHAYDEN@AGILEMAGCO.COM			YES	 	
03301STWWD60OLD	1311209428248	N420	LEAD COMPOUNDS	PBT	2011	STOWE WOODWARD	60 OLD TURNPIKE RD	CONCORD	MERRIMACK	NH	03301	YES	NO	NO	NO								326299						43.19875	-71.51759									STOWE WOODWARD,LLC		LEAD HAS BEEN DROPPED AS A COMPONENT OF PRODUCT.	NO				YES	 	
03060PCDHS3EAST	1311209139599	000872504	N-METHYL-2-PYRROLIDONE	TRI	2011	WORTHEN INDUSTRIES INC UPACO DIV	3 E SPITBROOK RD	NASHUA	HILLSBOROUGH	NH	030605783	YES	NO	NO	NO								325520						42.710417	-71.43858	001056795								WORTHEN INDUSTRIES INC	001056795	A WASTE COMMITTE HAS REGULAR MEETINGS TO DISCUSS AND IMPLIMENT WAYS OF REDUCING WASTE.  WE ARE ABLE TO REUSE THE NMP KETTLE WASH LONGER THAN PREVIOUSLY USED.	NO	JGAGNON@WORTHENIND.COM			NO	 	
03060PCDHS3EAST	1311209139601	000108883	TOLUENE	TRI	2011	WORTHEN INDUSTRIES INC UPACO DIV	3 E SPITBROOK RD	NASHUA	HILLSBOROUGH	NH	030605783	YES	NO	NO	NO								325520						42.710417	-71.43858	001056795								WORTHEN INDUSTRIES INC	001056795	A WASTE COMMITTEE MEETS REGULARLY WITH THE GOAL OF REDUCING WASTE.  TOLUENE KETTLE WASH IS BEING REUSED MORE TIMES THAN PREVIOUSLY AND THUS EXTENDING THE LIFE OF THE WASH.	NO	JGAGNON@WORTHENIND.COM			NO	 	
03053CTSNT34LON	1311209620119	007439921	LEAD	TRI	2011	CTS INTERCONNECT SYSTEMS	34 LONDONDERRY RD	LONDONDERRY	ROCKINGHAM	NH	03053	YES	NO	NO	NO								334112						42.87826	-71.34205	175352793								CTS CORP	005068515	DO TO IMPROVEMENT IN OUR PROCESS AND USING NITROGEN ON OUR SELECTIVE SOLDER MACHINE WERE ABLE TO REDUCE THE AMOUNT OF DROSS. OUR CUSTOMER REQUIREMENTS FOR A LEAD-FREE PROCESS HAS INCREASED. WE ARE CURRENTLY IN THE PROCESS OF INDENTIFYING WAYS TO REDUCE/RECYCLE THE AMOUNT OF LEAD THAT WE PRODUCE.	NO	MITCH.WALORSKI@CTSCORP.COM			YES	 	
03053CYTYC2PREI	1311209333071	000067561	METHANOL	TRI	2011	HOLOGIC INC	4 NAVIGATOR RD	LONDONDERRY	ROCKINGHAM	NH	03053	YES	NO	NO	NO								325413						42.93049	-71.44902	601231475								HOLOGIC INC		AS PART OF OUR ON-GOING LEAN ACTIVITIES, AN EMPLOYEE SUGGESTED WE REVIEW THE LOT CHANGE PROCESS TO SEE IF WE CAN IMPROVE OUR YIELDS OF FINISHED GOODS AND THUS REDUCE OUR WASTE GENERATION DURING A LOT CHANGE.  A MINOR PROCESS CHANGE ALLOWED US TO FILL MORE VIALS DURING THE LOT RUN-OUT MODE RESULTING IN LESS BULK PRODUCT NEEDING TO BE DRAINED AT THE CONCLUSION OF THE RUN-OUT MODE. WE AVERAGE ABOUT 4 LESS POUNDS OF WASTE PER BATCH.	NO	DAVID.BATT@HOLOGIC.COM			NO	 	
03820RSLNC1WASH	1311209768528	N458	MERCURY COMPOUNDS	PBT	2011	URASEAL INC	1 WASHINGTON ST STE 204	DOVER	STRAFFORD	NH	03820	YES	NO	NO	NO								326199						43.19532	-70.87184	809577372										BULK OF THE COMPANY¿S PRODUCT LINES UTILIZING THIS MATERIAL IN VERY SMALL QUANTITIES PER UNIT MATERIAL AS A COMPONENT/REACTANT WERE REFORMULATED TO ELIMINATE THIS CHEMICAL FROM THE PRODUCT.  THE REMAINING FEW PRODUCTS ARE CURRENTLY UNDERGOING THE SAME PROCESS AND EXPECT TO BE COMPLETED WITHIN THE NEXT 12-24 MONTHS.	NO	KSCOTT@URASEAL.COM			YES	 	
0307WWKFLD33BRI	1311209470893	007440508	COPPER	TRI	2011	WAKEFIELD THERMAL SOLUTIONS INC	33 BRIDGE ST	PELHAM	HILLSBOROUGH	NH	03076	YES	NO	NO	NO								331316						42.70296	-71.314703	001053131										-W19:WORK DIRECTLY WITH PURCHASING ON TRACKING AND INVENTORY CONTROL;T04:WORK WITH PLANT MANAGEMENT ON MATERIAL ACCOUNTABILITY;T10:WORK WITH VENDOR MATERIAL REQUISITION CONTROL;T03:WORK WITH PURCHASING, PLANT MANAGEMENT, AND VENDORS ON MATERIAL BALANCE AND CONSISTENCY	NO	KKREGER@WAKEFIELD.COM			YES	 	
