TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
72032MRCNTHWY65	1307205624947	000108883	TOLUENE	TRI	2007	IC BUS LLC	751 S HARKRIDER	CONWAY	FAULKNER	AR	72032	YES	NO	NO	NO								336211						35.06745	-92.430542	021344700								INTERNATIONAL TRUCK & ENGINE CORP	161984646	CHANGED COATING SUPPLIER TO ELIMINATE USE OF THIS CHEMICAL IN COATINGS	NO	MARK.BAILEY@NAVISTAR.COM			NO	
72086GRCCM351RU	1307206065524	000100425	STYRENE	TRI	2007	GRACE COMPOSITES LLC	351 RUTH RD	LONOKE	LONOKE	AR	72086	YES	NO	NO	NO								326122						34.804974	-92.015171											ADDED A WAX INHIBITOR TO ALL OUR RESINS IN ORDER TO SUPPRESS THE STYRENE CONTENT, AND HAVE BEEN MOVING TOWARDS LOWER STYRENE CONTENT RESINS.	NO	RANDY@GRACECOMPOSITES.COM			NO	
72802TRNTY708SE	1307205503218	007440473	CHROMIUM	TRI	2007	HACKNEY LADISH INC	708 S ELMIRA AVE	RUSSELLVILLE	POPE	AR	72802	YES	NO	NO	NO								332996						35.271389	-93.103736									HACKNEY LADISH INC		We have changed the schedule to reduce machine product changeover but monitoring has been limited.	NO	RTAYLOR@HACKNEYLADISH.COM			YES	
72802TRNTY708SE	1307205503220	007439965	MANGANESE	TRI	2007	HACKNEY LADISH INC	708 S ELMIRA AVE	RUSSELLVILLE	POPE	AR	72802	YES	NO	NO	NO								332996						35.271389	-93.103736									HACKNEY LADISH INC		We have improved scheduling throughout facility to reduce machine change over but monitoring has been limited.	NO	RTAYLOR@HACKNEYLADISH.COM			YES	
72802TRNTY708SE	1307205503232	007440020	NICKEL	TRI	2007	HACKNEY LADISH INC	708 S ELMIRA AVE	RUSSELLVILLE	POPE	AR	72802	YES	NO	NO	NO								332996						35.271389	-93.103736									HACKNEY LADISH INC		We have changed scheduling to reduce the amount of machine change over but monitoring has been limited.	NO	RTAYLOR@HACKNEYLADISH.COM			YES	
72830GRNVLLUCAS	1307205590971	000079016	TRICHLOROETHYLENE	TRI	2007	GREENVILLE TUBE CO	501 S MONTGOMERY ST	CLARKSVILLE	JOHNSON	AR	72830	YES	NO	NO	NO								331210						35.463264	-93.472999	044307114								RATH GIBSON MANUFACTURING		PURCHASED A NEW VACUUM VAPOR DEGREASER TO USE N-PROPYL BROMIDE. INSTALLATION TO BEGIN AND COMPLETE IN FY2008.	NO	ANTHONYMASSINI@RATHGIBSON.COM			NO	
72903THTRN4811S	1307205481791	000075456	CHLORODIFLUOROMETHANE	TRI	2007	TRANE	4811 S ZERO	FORT SMITH	SEBASTIAN	AR	72903	YES	NO	NO	NO								333415						35.327469	-94.379204									TRANE US INC	001344621	IN 2007, THIS FACILITY IMPLEMENTED THE FOLLOWING METHODS TO REDUCE CHLORODIFLUOROMETHANE LOSS: INSTALLATION OF FLOW METER TRACKING AT THE BULK TANK AND CHARGE BOARDS, INSTALLATION OF A MAGNETIC PUMP (NO SEALS), PIPING UPGRADE AND REPAIR, ADDING REFRIGERANT RATED VALVES, IMPLEMENTATION OF A NEW TRACKING SYSTEM WHICH CONSISTS OF DAILY BULK TANK READINGS AND FLOW METER SUMMARIES.	NO	DARRYL.DEES@TRANE.COM			NO	
72927SPNGCHWY10	1307206021002	N450	MANGANESE COMPOUNDS	TRI	2007	SPANG & CO	3070 E STATE HWY 10	BOONEVILLE	LOGAN	AR	729270148	YES	NO	NO	NO								334419						35.143056	-93.876389	004340949		ARD044299808		AR0042064				SPANG & CO	004340949	THIS FACILITY CEASED OPERATIONS AND WAS SOLD DURING REPORTING YEAR 2007.  ALL EQUIPMENT WAS REMOVED.  THE FACILITY IS NO LONGER OWNED AND OPERATED BY SPANG & COMPANY.	NO				YES	
72927SPNGCHWY10	1307206021014	N982	ZINC COMPOUNDS	TRI	2007	SPANG & CO	3070 E STATE HWY 10	BOONEVILLE	LOGAN	AR	729270148	YES	NO	NO	NO								334419						35.143056	-93.876389	004340949		ARD044299808		AR0042064				SPANG & CO	004340949	THIS FACILITY CEASED OPERATIONS AND WAS SOLD DURING REPORTING YEAR 2007.  ALL EQUIPMENT WAS REMOVED.  THE FACILITY IS NO LONGER OWNED AND OPERATED BY SPANG & COMPANY.	NO				YES	
72927SPNGCHWY10	1307206021026	MIXTURE	MIXTURE	TRI	2007	SPANG & CO	3070 E STATE HWY 10	BOONEVILLE	LOGAN	AR	729270148	YES	NO	NO	NO								334419						35.143056	-93.876389	004340949		ARD044299808		AR0042064				SPANG & CO	004340949	THIS FACILITY CEASED OPERATIONS AND WAS SOLD DURING REPORTING YEAR 2007.  ALL EQUIPMENT WAS REMOVED.  THE FACILITY IS NO LONGER OWNED AND OPERATED BY SPANG & COMPANY.	NO				NO	
