TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
43465VNWTR30450	1313211001437	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2013	NO	UNIVAR USA INC - TOLEDO BRANCH	30450 TRACY RD	WALBRIDGE	WOOD	OH	434659775			YES	NO	NO	NO								424690						41.59412	-83.52794									UNIVAR USA INC	102971785	0		NA												NO	TIEN.PHAM@UNIVARUSA.COM			NO	 	
43465VNWTR30450	1313211001476	000100414	ETHYLBENZENE	TRI	Pounds																		2013	NO	UNIVAR USA INC - TOLEDO BRANCH	30450 TRACY RD	WALBRIDGE	WOOD	OH	434659775			YES	NO	NO	NO								424690						41.59412	-83.52794									UNIVAR USA INC	102971785	0		NA												NO	TIEN.PHAM@UNIVARUSA.COM			NO	 	
43465VNWTR30450	1313211001488	000091203	NAPHTHALENE	TRI	Pounds																		2013	NO	UNIVAR USA INC - TOLEDO BRANCH	30450 TRACY RD	WALBRIDGE	WOOD	OH	434659775			YES	NO	NO	NO								424690						41.59412	-83.52794									UNIVAR USA INC	102971785	0		NA												NO	TIEN.PHAM@UNIVARUSA.COM			NO	 	
43615CHMCN4051S	1313211001502	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2013	NO	UNIVAR USA INC -  TOLEDO SOUTH BRANCH	4051 S AVE	TOLEDO	LUCAS	OH	436156294			YES	NO	NO	NO								424690						41.63085	-83.63763									UNIVAR USA INC	102971785	0		NA												NO	TIEN.PHAM@UNIVARUSA.COM			NO	 	
43615CHMCN4051S	1313211001514	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2013	NO	UNIVAR USA INC -  TOLEDO SOUTH BRANCH	4051 S AVE	TOLEDO	LUCAS	OH	436156294			YES	NO	NO	NO								424690						41.63085	-83.63763									UNIVAR USA INC	102971785	0		NA												NO	TIEN.PHAM@UNIVARUSA.COM			NO	 	
43615CHMCN4051S	1313211001538	000100414	ETHYLBENZENE	TRI	Pounds																		2013	NO	UNIVAR USA INC -  TOLEDO SOUTH BRANCH	4051 S AVE	TOLEDO	LUCAS	OH	436156294			YES	NO	NO	NO								424690						41.63085	-83.63763									UNIVAR USA INC	102971785	0		NA												NO	TIEN.PHAM@UNIVARUSA.COM			NO	 	
43615CHMCN4051S	1313211001540	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2013	NO	UNIVAR USA INC -  TOLEDO SOUTH BRANCH	4051 S AVE	TOLEDO	LUCAS	OH	436156294			YES	NO	NO	NO								424690						41.63085	-83.63763									UNIVAR USA INC	102971785	0		NA												NO	TIEN.PHAM@UNIVARUSA.COM			NO	 	
43615CHMCN4051S	1313211001553	000067561	METHANOL	TRI	Pounds																		2013	NO	UNIVAR USA INC -  TOLEDO SOUTH BRANCH	4051 S AVE	TOLEDO	LUCAS	OH	436156294			YES	NO	NO	NO								424690						41.63085	-83.63763									UNIVAR USA INC	102971785	0		NA												NO	TIEN.PHAM@UNIVARUSA.COM			NO	 	
43615CHMCN4051S	1313211001577	000110543	N-HEXANE	TRI	Pounds																		2013	NO	UNIVAR USA INC -  TOLEDO SOUTH BRANCH	4051 S AVE	TOLEDO	LUCAS	OH	436156294			YES	NO	NO	NO								424690						41.63085	-83.63763									UNIVAR USA INC	102971785	0		NA												NO	TIEN.PHAM@UNIVARUSA.COM			NO	 	
43615CHMCN4051S	1313211001589	000091203	NAPHTHALENE	TRI	Pounds																		2013	NO	UNIVAR USA INC -  TOLEDO SOUTH BRANCH	4051 S AVE	TOLEDO	LUCAS	OH	436156294			YES	NO	NO	NO								424690						41.63085	-83.63763									UNIVAR USA INC	102971785	0		NA												NO	TIEN.PHAM@UNIVARUSA.COM			NO	 	
43615CHMCN4051S	1313211001591	000108883	TOLUENE	TRI	Pounds																		2013	NO	UNIVAR USA INC -  TOLEDO SOUTH BRANCH	4051 S AVE	TOLEDO	LUCAS	OH	436156294			YES	NO	NO	NO								424690						41.63085	-83.63763									UNIVAR USA INC	102971785	0		NA												NO	TIEN.PHAM@UNIVARUSA.COM			NO	 	
44667CTYFR1100P	1313211001641	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		2013	NO	CITY OF ORRVILLE DEPT OF PUB LIC UTILITIES ELECTRIC DEPT	1100 PERRY ST PO BOX 107	ORRVILLE	WAYNE	OH	44667			YES	NO	NO	NO								221122						40.850407	-81.766314	945184489								CITY OF ORRVILLE DEPARTMENT OF PUBLIC UTILITIES	945184489	0		NA												NO	JBREDIGER@ORRUTILITIES.COM			NO	 	
44667CTYFR1100P	1313211001654	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2013	NO	CITY OF ORRVILLE DEPT OF PUB LIC UTILITIES ELECTRIC DEPT	1100 PERRY ST PO BOX 107	ORRVILLE	WAYNE	OH	44667			YES	NO	NO	NO								221122						40.850407	-81.766314	945184489								CITY OF ORRVILLE DEPARTMENT OF PUBLIC UTILITIES	945184489	0		NA												NO	JBREDIGER@ORRUTILITIES.COM			NO	 	
44667CTYFR1100P	1313211001666	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	CITY OF ORRVILLE DEPT OF PUB LIC UTILITIES ELECTRIC DEPT	1100 PERRY ST PO BOX 107	ORRVILLE	WAYNE	OH	44667			YES	NO	NO	NO								221122						40.850407	-81.766314	945184489								CITY OF ORRVILLE DEPARTMENT OF PUBLIC UTILITIES	945184489	0		NA												NO	JBREDIGER@ORRUTILITIES.COM			YES	 	
44667CTYFR1100P	1313211001678	007439976	MERCURY	PBT	Pounds																		2013	NO	CITY OF ORRVILLE DEPT OF PUB LIC UTILITIES ELECTRIC DEPT	1100 PERRY ST PO BOX 107	ORRVILLE	WAYNE	OH	44667			YES	NO	NO	NO								221122						40.850407	-81.766314	945184489								CITY OF ORRVILLE DEPARTMENT OF PUBLIC UTILITIES	945184489	0		NA												NO	JBREDIGER@ORRUTILITIES.COM			YES	 	
