TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
20001SCMCM2500F	1311209491657	007782505	CHLORINE	TRI	Pounds																		2011	NO	US ARMY CORPS OF ENGINEERS MCMILLAN WTP WASHINGTON AQUEDUC	2500 1ST ST NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20001	YES	NO	YES	NO								221310						38.9245	-77.0134									US DEPARTMENT OF DEFENSE		70	O 	BLUE PLAINS	5000 OVERLOOK AVENUE SW	WASHINGTON	DC	DISTRICT OF COLUMBIA	20024							YES	JAGDISH.P.TARPARA@USACE.ARMY.MIL			NO	 	
20315SCDLC5900M	1311209476035	007782505	CHLORINE	TRI	Pounds																		2011	NO	US ARMY CORPS OF ENGINEERS DALECARLIA WTP	5900 MACARTHUR BLVD NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20016	YES	NO	YES	NO								221310						38.9357	-77.11167									US DEPARTMENT OF DEFENSE		0		NA												YES	JAGDISH.P.TARPARA@USACE.ARMY.MIL			NO	 	
20228BRFNG14THC	1311209333095	N495	NICKEL COMPOUNDS	TRI	Pounds																		2011	NO	US TREASURY BUREAU OF ENGRAVING & PRINTING	14TH & C ST SW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20228	YES	NO	YES	NO								323111	332813	323122	323119			38.88599	-77.03193									US DEPARTMENT OF THE TREASURY		.686	M2	WATER AND SEWER AUTHORITY	5000 OVERLOOK AVENUE, S.W.	WASHINGTON	DC	DISTRICT OF COLUMBIA	20032							YES	DAWN.HALEY@BEP.GOV			YES	 	
20019BNNNG3400B	1311209633167	000091203	NAPHTHALENE	TRI	Pounds																		2011	NO	POTOMAC POWER RESOURCES BENNING GENERATING STATION	3400 BENNING RD NE	WASHINGTON	DISTRICT OF COLUMBIA	DC	20019	YES	NO	NO	NO								221112						38.89656	-76.95738									POTOMAC POWER RESOURCES LLC		0		NA												NO	RWILLIAMSON@PEPCOENERGY.COM			NO	 	
20004DCMTR25POT	1311209503554	N511	NITRATE COMPOUNDS	TRI	Pounds																		2011	NO	DC MATERIALS	25 POTOMAC AVE SE	WASHINGTON	DISTRICT OF COLUMBIA	DC	20004	YES	NO	NO	NO								327320						38.87162	-77.00691	062006499								VULCAN MATERIALS CO	805344798	0		NA												NO	RENDERS@VMCMAIL.COM			NO	 	
20001SCMCM2500F	1311209491671	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2011	NO	US ARMY CORPS OF ENGINEERS MCMILLAN WTP WASHINGTON AQUEDUC	2500 1ST ST NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20001	YES	NO	YES	NO								221310						38.9245	-77.0134									US DEPARTMENT OF DEFENSE		0	C 	BLUE PLAINS	5000 OVERLOOK AVENUE SW	WASHINGTON	DC	DISTRICT OF COLUMBIA	20024							YES	JAGDISH.P.TARPARA@USACE.ARMY.MIL			YES	 	
2001WVRGNC2155Q	1311209503566	007439921	LEAD	TRI	Pounds																		2011	NO	VIRGINIA CONCRETE QUEENS CHAPEL PLANT	2155 QUEENS CHAPEL RD NE	WASHINGTON	DISTRICT OF COLUMBIA	DC	20018	YES	NO	NO	NO								327320						38.92069	-76.97349	062006499								VULCAN MATERIALS CO	805344798	0		NA												NO	RENDERS@VMCMAIL.COM			YES	 	
20004DCMTR25POT	1311209503541	007439921	LEAD	TRI	Pounds																		2011	NO	DC MATERIALS	25 POTOMAC AVE SE	WASHINGTON	DISTRICT OF COLUMBIA	DC	20004	YES	NO	NO	NO								327320						38.87162	-77.00691	062006499								VULCAN MATERIALS CO	805344798	0		NA												NO	RENDERS@VMCMAIL.COM			YES	 	
20228BRFNG14THC	1311209333083	007439921	LEAD	TRI	Pounds																		2011	NO	US TREASURY BUREAU OF ENGRAVING & PRINTING	14TH & C ST SW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20228	YES	NO	YES	NO								323111	332813	323122	323119			38.88599	-77.03193									US DEPARTMENT OF THE TREASURY		.0302914	M2	WATER AND SEWER AUTHORITY	5000 OVERLOOK AVENUE, S.W.	WASHINGTON	DC	DISTRICT OF COLUMBIA	20032							YES	DAWN.HALEY@BEP.GOV			YES	 	
20019BNNNG3400B	1311209633155	007439921	LEAD	TRI	Pounds																		2011	NO	POTOMAC POWER RESOURCES BENNING GENERATING STATION	3400 BENNING RD NE	WASHINGTON	DISTRICT OF COLUMBIA	DC	20019	YES	NO	NO	NO								221112						38.89656	-76.95738									POTOMAC POWER RESOURCES LLC		0		NA												NO	RWILLIAMSON@PEPCOENERGY.COM			YES	 	
