TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
20664BMSRV12620	1307205292788	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	BMA SERVICES LLC / MORGANTOWN PLANT	12620 CRAIN HWY	NEWBURG	CHARLES	MD	20664	YES	NO	NO	NO														38.361944	-76.982222									OAK MOUNTAIN ACQUISITION CO HOLDINGS,LLC		0														NO	JAVERETT@HOTMAIL.COM			NO	
20664BMSRV12620	1307205292790	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	BMA SERVICES LLC / MORGANTOWN PLANT	12620 CRAIN HWY	NEWBURG	CHARLES	MD	20664	YES	NO	NO	NO														38.361944	-76.982222									OAK MOUNTAIN ACQUISITION CO HOLDINGS,LLC		0														NO	JAVERETT@HOTMAIL.COM			NO	
20695WLDRF6309T	1307205912619	000100425	STYRENE	TRI	Pounds																		2007	NO	WALDORF MARBLE INC	4317 CHARLES CROSSING DR	WHITE PLAINS	CHARLES	MD	20695	YES	NO	NO	NO														38.5913	-76.9464	083987057								WALDORF MARBLE INC	083987057	0														NO	PAULWALDORFMARBLE@GMAIL.COM			NO	
20705GGPRS11642	1307205834029	007440473	CHROMIUM	TRI	Pounds																		2007	NO	EATON AEROSPACE	11642 OLD BALTIMORE PIKE	BELTSVILLE	PRINCE GEORGES	MD	20705	YES	NO	NO	NO														39.04579	-76.89389	001053610								EATON CORP		5	M2	WSSC	14501 SWITZER LANE	LAUREL	MD	PRINCE GEORGE'S	20707							NO	JEFFREYSWENSEN@EATON.COM			YES	
20705GGPRS11642	1307205834031	007439921	LEAD	PBT	Pounds																		2007	NO	EATON AEROSPACE	11642 OLD BALTIMORE PIKE	BELTSVILLE	PRINCE GEORGES	MD	20705	YES	NO	NO	NO														39.04579	-76.89389	001053610								EATON CORP		250	M2	WSSC	14501 SWITZER LANE	LAUREL	MD	PRINCE GEORGE'S	20707							NO	JEFFREYSWENSEN@EATON.COM			YES	
20705GGPRS11642	1307205834043	007440020	NICKEL	TRI	Pounds																		2007	NO	EATON AEROSPACE	11642 OLD BALTIMORE PIKE	BELTSVILLE	PRINCE GEORGES	MD	20705	YES	NO	NO	NO														39.04579	-76.89389	001053610								EATON CORP		5	M2	WSSC	14501 SWITZER LANE	LAUREL	MD	PRINCE GEORGE'S	20707							NO	JEFFREYSWENSEN@EATON.COM			YES	
20705MNRLP7011M	1307205275579	N040	BARIUM COMPOUNDS	TRI	Pounds																		2007	NO	ROCKWOOD PIGMENTS NORTH AMERICA INC	7011 MUIRKIRK RD	BELTSVILLE	PRINCE GEORGES	MD	20705	YES	NO	NO	NO														39.060542	-76.882685	047547690								ROCKWOOD PIGMENTS NA INC.	047547690	5	O 	WSSC	14501 SWEITZER LANE	LAUREL	MD	PRINCE GEORGE'S	20707							NO	D.AHILLEN@RPIGMENTS.COM			YES	
20705MNRLP7011M	1307205275631	N078	CADMIUM COMPOUNDS	TRI	Pounds																		2007	NO	ROCKWOOD PIGMENTS NORTH AMERICA INC	7011 MUIRKIRK RD	BELTSVILLE	PRINCE GEORGES	MD	20705	YES	NO	NO	NO														39.060542	-76.882685	047547690								ROCKWOOD PIGMENTS NA INC.	047547690	0														NO	D.AHILLEN@RPIGMENTS.COM			YES	
20705MNRLP7011M	1307205275656	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2007	NO	ROCKWOOD PIGMENTS NORTH AMERICA INC	7011 MUIRKIRK RD	BELTSVILLE	PRINCE GEORGES	MD	20705	YES	NO	NO	NO														39.060542	-76.882685	047547690								ROCKWOOD PIGMENTS NA INC.	047547690	.72	O 	WSSC	14501 SWEITZER LANE	LAUREL	MD	PRINCE GEORGE'S	20707							NO	D.AHILLEN@RPIGMENTS.COM			YES	
20705MNRLP7011M	1307205275668	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	ROCKWOOD PIGMENTS NORTH AMERICA INC	7011 MUIRKIRK RD	BELTSVILLE	PRINCE GEORGES	MD	20705	YES	NO	NO	NO														39.060542	-76.882685	047547690								ROCKWOOD PIGMENTS NA INC.	047547690	1.73	M2	WSSC	14501 SWEITZER LANE	LAUREL	MD	PRINCE GEORGE'S	20707							NO	D.AHILLEN@RPIGMENTS.COM			YES	
20705MNRLP7011M	1307205275670	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2007	NO	ROCKWOOD PIGMENTS NORTH AMERICA INC	7011 MUIRKIRK RD	BELTSVILLE	PRINCE GEORGES	MD	20705	YES	NO	NO	NO														39.060542	-76.882685	047547690								ROCKWOOD PIGMENTS NA INC.	047547690	0														NO	D.AHILLEN@RPIGMENTS.COM			YES	
20705MNRLP7011M	1307205275682	N982	ZINC COMPOUNDS	TRI	Pounds																		2007	NO	ROCKWOOD PIGMENTS NORTH AMERICA INC	7011 MUIRKIRK RD	BELTSVILLE	PRINCE GEORGES	MD	20705	YES	NO	NO	NO														39.060542	-76.882685	047547690								ROCKWOOD PIGMENTS NA INC.	047547690	6.91	M2	WSSC	14501 SWEITZER LANE	LAUREL	MD	PRINCE GEORGE'S	20707							NO	D.AHILLEN@RPIGMENTS.COM			YES	
20740STNND51STA	1307206120368	000108883	TOLUENE	TRI	Pounds																		2007	NO	STONE INDUSTRIAL	9207 51ST AVE	COLLEGE PARK	PRINCE GEORGES	MD	20740	YES	NO	NO	NO														39.002912	-76.921637	797854460								PRECISION PRODUCTS GROUP	797854460	0														NO	BGRAY@PPGINTL.COM			NO	
20774NWDWN16001	1307205389380	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2007	NO	NEW DAWN MANUFACTURING CO	16001 TRADE ZONE AVE	UPPER MARLBORO	PRINCE GEORGES	MD	20774	YES	NO	NO	NO														38.880488	-76.72431	049575215								P4 CORP	024230302	0														NO	CHRISTOPHER.SWENSEN@DAYCON.COM			NO	
20774NWDWN16001	1307205389392	000067561	METHANOL	TRI	Pounds																		2007	NO	NEW DAWN MANUFACTURING CO	16001 TRADE ZONE AVE	UPPER MARLBORO	PRINCE GEORGES	MD	20774	YES	NO	NO	NO														38.880488	-76.72431	049575215								P4 CORP	024230302	0														NO	CHRISTOPHER.SWENSEN@DAYCON.COM			NO	
20794LTSPC7151M	1307205824978	000075218	ETHYLENE OXIDE	TRI	Pounds																		2007	NO	ELITE SPICE INC.	7151 MONTEVIDEO RD	JESSUP	HOWARD	MD	20794	YES	NO	NO	NO														39.173909	-76.776269	182893370										0														NO	GMEYER@ELITESPICE.COM			NO	
20794LTSPC7151M	1307205824980	000075569	PROPYLENE OXIDE	TRI	Pounds																		2007	NO	ELITE SPICE INC.	7151 MONTEVIDEO RD	JESSUP	HOWARD	MD	20794	YES	NO	NO	NO														39.173909	-76.776269	182893370										0														NO	GMEYER@ELITESPICE.COM			NO	
20794LTSPC7151M	1307205824992	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2007	NO	ELITE SPICE INC.	7151 MONTEVIDEO RD	JESSUP	HOWARD	MD	20794	YES	NO	NO	NO														39.173909	-76.776269	182893370										50581	C 	HOWARD COUNTY DEPARTMENT OF PUBLIC WORKS	3430 COURT HOUSE DR	ELLICOTT CITY	MD	HOWARD	21264							NO	GMEYER@ELITESPICE.COM			NO	
21005BRDNPSTEAP	1307205200001	007439921	LEAD	PBT	Pounds																		2007	NO	U.S. ARMY ABERDEEN PROVING GROUND	IMNE-APG-SHE BLDG 4304	ABERDEEN PROVING GROUND	HARFORD	MD	21005	YES	NO	YES	NO														39.4606	-76.1414									U.S. DEPARTMENT OF DEFENSE		0														YES	BOB.SOLYAN@CONUS.ARMY.MIL			YES	
21030LFRGM1BEAV	1307205602410	007439921	LEAD	PBT	Pounds																		2007	NO	LAFARGE TEXAS RMX	10000 BEAVER DAM RD	COCKEYSVILLE	BALTIMORE	MD	21030	YES	NO	NO	NO														39.463789	-76.643987	605990944								LAFARGE N.A. INC		0														NO	MATTHEW.STEWART@LAFARGE-NA.COM			YES	
21030LFRGM1BEAV	1307205602422	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	LAFARGE TEXAS RMX	10000 BEAVER DAM RD	COCKEYSVILLE	BALTIMORE	MD	21030	YES	NO	NO	NO														39.463789	-76.643987	605990944								LAFARGE N.A. INC		0														NO	MATTHEW.STEWART@LAFARGE-NA.COM			NO	
21230KYDNR1400B	1307205998204	007439921	LEAD	PBT	Pounds																		2007	NO	KAYDON RING & SEAL INC	1600 WICOMICO ST	BALTIMORE	BALTIMORE (CITY)	MD	21230	YES	NO	NO	NO														39.274241	-76.635574									KAYDON CORP.	156171134	0														NO	JFARACE@KAYDON.COM			YES	
21601STNDR28320	1307205725803	N040	BARIUM COMPOUNDS	TRI	Pounds																		2007	NO	STANDARD FUSEE CORP	28320 ST MICHAELS RD	EASTON	TALBOT	MD	21601	YES	NO	NO	NO														38.780033	-76.095322	003075348										0														NO	TERRY@ORIONSIGNALS.COM			YES	
21632RLNCWFEDER	1307205910565	N100	COPPER COMPOUNDS	TRI	Pounds																		2007	NO	RELIANCE TREATED WOOD INC	2000 INDUSTRIAL PARK	FEDERALSBURG	CAROLINE	MD	21632	YES	NO	NO	NO														38.683333	-75.751667			MDD980537690								0														NO				YES	
21632RLNCWFEDER	1307205889658	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2007	NO	RELIANCE TREATED WOOD INC	2000 INDUSTRIAL PARK	FEDERALSBURG	CAROLINE	MD	21632	YES	NO	NO	NO														38.683333	-75.751667			MDD980537690								0														NO				YES	
21632RLNCWFEDER	1307205911771	N020	ARSENIC COMPOUNDS	TRI	Pounds																		2007	NO	RELIANCE TREATED WOOD INC	2000 INDUSTRIAL PARK	FEDERALSBURG	CAROLINE	MD	21632	YES	NO	NO	NO														38.683333	-75.751667			MDD980537690								0														NO				YES	
21502SWRRR11600	1307205650841	N040	BARIUM COMPOUNDS	TRI	Pounds																		2007	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502	YES	NO	NO	NO														39.598591	-78.742902	159808419								AES CORP	043857812	0														NO	JILL.LYON@AES.COM			YES	
21502SWRRR11600	1307205650928	N100	COPPER COMPOUNDS	TRI	Pounds																		2007	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502	YES	NO	NO	NO														39.598591	-78.742902	159808419								AES CORP	043857812	0														NO	JILL.LYON@AES.COM			YES	
21502SWRRR11600	1307205650967	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502	YES	NO	NO	NO														39.598591	-78.742902	159808419								AES CORP	043857812	0														NO	JILL.LYON@AES.COM			YES	
21502SWRRR11600	1307205650979	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2007	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502	YES	NO	NO	NO														39.598591	-78.742902	159808419								AES CORP	043857812	0														NO	JILL.LYON@AES.COM			YES	
21502SWRRR11600	1307205650981	N495	NICKEL COMPOUNDS	TRI	Pounds																		2007	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502	YES	NO	NO	NO														39.598591	-78.742902	159808419								AES CORP	043857812	0														NO	JILL.LYON@AES.COM			YES	
21502SWRRR11600	1307205651007	N982	ZINC COMPOUNDS	TRI	Pounds																		2007	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502	YES	NO	NO	NO														39.598591	-78.742902	159808419								AES CORP	043857812	0														NO	JILL.LYON@AES.COM			YES	
21502SWRRR11600	1307205651019	007664417	AMMONIA	TRI	Pounds																		2007	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502	YES	NO	NO	NO														39.598591	-78.742902	159808419								AES CORP	043857812	0														NO	JILL.LYON@AES.COM			NO	
21502SWRRR11600	1307205651021	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	20.79	5.11	5.75	.82	.76	2.52	0	.24	.24	12.68	9.28	30.36	.41	4.35	0	6.4	.29	2007	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502	YES	NO	NO	NO														39.598591	-78.742902	159808419								AES CORP	043857812	0														NO	JILL.LYON@AES.COM			NO	
21502SWRRR11600	1307205651033	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502	YES	NO	NO	NO														39.598591	-78.742902	159808419								AES CORP	043857812	0														NO	JILL.LYON@AES.COM			NO	
21502SWRRR11600	1307205651058	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2007	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502	YES	NO	NO	NO														39.598591	-78.742902	159808419								AES CORP	043857812	0														NO	JILL.LYON@AES.COM			NO	
21502SWRRR11600	1307205651060	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502	YES	NO	NO	NO														39.598591	-78.742902	159808419								AES CORP	043857812	0														NO	JILL.LYON@AES.COM			NO	
21502SWRRR11600	1307205651072	N458	MERCURY COMPOUNDS	PBT	Pounds																		2007	NO	AES WARRIOR RUN INC	11600 MEXICO FARMS RD SE	CUMBERLAND	ALLEGANY	MD	21502	YES	NO	NO	NO														39.598591	-78.742902	159808419								AES CORP	043857812	0														NO	JILL.LYON@AES.COM			YES	
21540WSTVC300PR	1307206012229	000075070	ACETALDEHYDE	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	21000	E1	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			NO	
21540WSTVC300PR	1307206012231	007664417	AMMONIA	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	0	E1	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			NO	
21540WSTVC300PR	1307206012243	N020	ARSENIC COMPOUNDS	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	3200	M2	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			YES	
21540WSTVC300PR	1307206012256	N040	BARIUM COMPOUNDS	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	0														NO	PRK3@NEWPAGECORP.COM			YES	
21540WSTVC300PR	1307206012268	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	0	O 	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			NO	
21540WSTVC300PR	1307206012270	000120809	CATECHOL	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	1200	E1	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			NO	
21540WSTVC300PR	1307206012282	007782505	CHLORINE	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	0	O 	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			NO	
21540WSTVC300PR	1307206012294	010049044	CHLORINE DIOXIDE	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	0	O 	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			NO	
21540WSTVC300PR	1307206012306	000074873	CHLOROMETHANE	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	310	M2	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			NO	
21540WSTVC300PR	1307206012318	001319773	CRESOL (MIXED ISOMERS)	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	2500	E1	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			NO	
21540WSTVC300PR	1307206012320	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	10.84	3.93	4.24	1.51	1.51	2.7	1.64	1.7	1.72	16.03	8.79	32.59	1.33	3.16	1.63	5.62	1.06	2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	0	M2	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			NO	
21540WSTVC300PR	1307206012332	000050000	FORMALDEHYDE	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	27200	E1	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			NO	
21540WSTVC300PR	1307206012344	000064186	FORMIC ACID	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	2800	E1	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			NO	
21540WSTVC300PR	1307206012357	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	0														NO	PRK3@NEWPAGECORP.COM			NO	
21540WSTVC300PR	1307206012369	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2007	NO	LUKE PAPER CO	300 PRATT ST	LUKE	ALLEGANY	MD	215401099	YES	NO	NO	NO														39.470556	-79.056944	003070661								NEWPAGE CORP	197533446	0	O 	UPPER POTOMAC RIVER COMMISSION	MARYLAND AVENUE	WESTERNPORT	MD	ALLEGANY	21562							NO	PRK3@NEWPAGECORP.COM			NO	
