TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
36108SYLVS3500W	1313211828266	007664417	AMMONIA	TRI	2013	KOCH FOODS OF ALABAMA	3500 WESTERN BLVD	MONTGOMERY	MONTGOMERY	AL	36108			YES	NO	NO	NO								311615						32.32796	-86.35513	025189853								KOCH FOODS		|REV:Duplicated current year information in Prior year Column by mistake. section 8.6 and 8.7.	NO	JOHGIL@KOCHFOODS.COM	RR5		NO	 	
35601TRYCR23HWY	1313211110046	000107131	ACRYLONITRILE	TRI	2013	TORAY CARBON FIBERS AMERICA INC	2030 ALABAMA HWY 20	DECATUR	MORGAN	AL	35601			YES	NO	NO	NO								335991	325220					34.625	-87.018611	024744620								TORAY HOLDING (USA) INC	062581660	|PRAI:The variable used to calculate production ratio is: annual acrylic fiber manufacturing figures.|TOTRL:Acrylonitrile engineering evaluation testing was conducted on sources not previously included in total emission estimates.  These results have since been added in order to provide a more accurate picture of operations conducted by Toray Carbon Fibers America, Inc.|TARL:Acrylonitrile engineering evaluation testing was conducted on sources not previously included in total emission estimates.  These results have since been added in order to provide a more accurate picture of operations conducted by Toray Carbon Fibers America, Inc.	NO	MIKE.CONLON@TORAYCFA.COM			NO	 	
36507BLDWN1307A	1313211265576	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	2013	BALDWIN POLE & PILING CO INC	1307 ATMORE HWY	BAY MINETTE	BALDWIN	AL	36507			YES	NO	NO	NO								321114						30.889507	-87.762221	031490501										|TWRL:Non Issue - reduced rainfall, lower analytical results |TPRL:Non Issue - reduced offsite disposal	NO	ARCHIE@BALDWINPOLE.COM			NO	 	
36507BLDWN1307A	1313211265590	000087865	PENTACHLOROPHENOL	TRI	2013	BALDWIN POLE & PILING CO INC	1307 ATMORE HWY	BAY MINETTE	BALDWIN	AL	36507			YES	NO	NO	NO								321114						30.889507	-87.762221	031490501										|TPRL:Non issue - reduced offsite disposal	NO	ARCHIE@BALDWINPOLE.COM			NO	 	
36916JMSRVROUTE	1313211552258	010049044	CHLORINE DIOXIDE	TRI	2013	GEORGIA-PACIFIC CONSUMER PRODUCTS LP	7530 HWY 114	PENNINGTON	CHOCTAW	AL	36916			YES	NO	NO	NO								322121	322130					32.22865	-88.023933	131158438								KOCH INDUSTRIES INC	006944334	CLO2 and Chlorine test results from 5-year stack test significantly lower than the previous test data.	NO	WILLIAM.DAVIS2@GAPAC.COM			NO	 	
35502MRSHLPARRI	1313211656766	007664417	AMMONIA	TRI	2013	MARSHALL DURBIN PROCESSING PLA NT JASPER AL	3301 3RD AVE	JASPER	WALKER	AL	35501			YES	NO	NO	NO								311615						33.818056	-87.276111	079305114	156939969							MAR-JAC HOLDINGS INC.	156939969	The 134 pounds release was during a series of maintenance activities (such as oil changes) that occurred thoroughout the year.	NO	TRI@MARJACPOULTRY.COM	RR5		NO	 	
3567WCRPNT226TH	1313211371289	007440020	NICKEL	TRI	2013	CARPENTER TECHNOLOGY CORP	22059 THOMAS L. HAMMONS RD	TANNER	LIMESTONE	AL	35671			YES	NO	NO	NO								332111						34.658287	-86.95638	002344315								CARPENTER TECHNOLOGY CORP	002344315	|FACC:The area of the facility that triggers the requirement to report was incorrectly identified when the site was set up in CDX.	NO	SPAICH@CARTECH.COM			YES	 	
35064PLYMR7001V	1313210971394	000108883	TOLUENE	TRI	2013	STEELSCAPE INC	7001 ALLISON-BONNET MEMORIAL D	FAIRFIELD	JEFFERSON	AL	35064			YES	NO	NO	NO								332812						33.46369	-86.93328	062527739								STEELSCAPE INC		Facility sold December 2013	NO	MIKE.NELSON@STEELSCAPE.COM			NO	 	
35064PLYMR7001V	1313210971317	N230	CERTAIN GLYCOL ETHERS	TRI	2013	STEELSCAPE INC	7001 ALLISON-BONNET MEMORIAL D	FAIRFIELD	JEFFERSON	AL	35064			YES	NO	NO	NO								332812						33.46369	-86.93328	062527739								STEELSCAPE INC		Facility sold December 2013	NO	MIKE.NELSON@STEELSCAPE.COM			NO	 	
35064PLYMR7001V	1313210971343	000131113	DIMETHYL PHTHALATE	TRI	2013	STEELSCAPE INC	7001 ALLISON-BONNET MEMORIAL D	FAIRFIELD	JEFFERSON	AL	35064			YES	NO	NO	NO								332812						33.46369	-86.93328	062527739								STEELSCAPE INC		Facility sold December 2013	NO	MIKE.NELSON@STEELSCAPE.COM			NO	 	
