TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
04950MDSNPMAINS	1313211126836	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2013	MADISON PAPER INDUSTRIES	1 MAIN ST	MADISON	SOMERSET	ME	049500129			YES	NO	NO	NO								322121						44.797372	-69.885772	099898066										|SRNA:The availability to Natural Gas to fuel the boilers was the limiting factor in 2013.  It is anticipated that the mill will be connected to a natural gas pipeline by April 2014, at which time full substitution of No. 6 Fuel Oil with Natural Gas will be realized, thereby eliminating the release of this chemical at the site.	NO	NANCY.LANCASTER@UPM.COM			NO	 	
04950MDSNPMAINS	1313211126824	007439921	LEAD	TRI	2013	MADISON PAPER INDUSTRIES	1 MAIN ST	MADISON	SOMERSET	ME	049500129			YES	NO	NO	NO								322121						44.797372	-69.885772	099898066										|SRNA:The majority of the lead releases are due to the recycling of waste bark with a local contractor.  The bark is generated as a result of our pulping operation.  There are no plans to reduce the pulping operation in 2015 and 2016, therefore, the bark generation will remain constant, as will the release of the lead.	NO	NANCY.LANCASTER@UPM.COM			YES	 	
04950MDSNPMAINS	1313211126812	000191242	BENZO(G,H,I)PERYLENE	PBT	2013	MADISON PAPER INDUSTRIES	1 MAIN ST	MADISON	SOMERSET	ME	049500129			YES	NO	NO	NO								322121						44.797372	-69.885772	099898066										|SRNA:Availability of Natural Gas to fire the boilers was the primary barrier in 2013.  It is anticipated that by April 2014 the mill will be connected to a natural gas pipeline, which will allow for the conversion to natural gas from #6 Fuel Oil and thus eliminate the reporting of this chemical.	NO	NANCY.LANCASTER@UPM.COM			NO	 	
04092SLVXN45THO	1313211080662	007697372	NITRIC ACID	TRI	2013	SILVEX INC	45 THOMAS DR	WESTBROOK	CUMBERLAND	ME	04092			YES	NO	NO	NO								332813						43.64894	-70.34687	053440319										|SRNA:Nitric Acid is an integral part of metal finishing, starting in 2014 we have substituted other chemistry where possible, but it is unlikely that we would be able to reduce nitric acid use further due to the nature of our business.	NO	PHILRIDLEY@SILVEXINC.COM			NO	 	
04841FSHRN50GOR	1313211113586	N450	MANGANESE COMPOUNDS	TRI	2013	FISHER ENGINEERING	50 GORDON DR	ROCKLAND	KNOX	ME	04841			YES	NO	NO	NO								333120						44.08	-69.12	193272283								DOUGLAS DYNAMICS HOLDINGS INC		|SRNA:this chemical compound is released from shotblast operations and metal cutting - we are updating our equipment, installing lasers - which reduce the cut width/ releases less.	NO	KHAGELIN@FISHERPLOWS.COM			YES	 	
04106NRTHSONECL	1313211238326	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2013	GLOBAL COS LLC - SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511			YES	NO	NO	NO								424710						43.634167	-70.274722	019177757								GLOBAL COS LLC	019177757	Same as previous year|W13:Same as previous year|T01:Same as previous year|T04:Same as previous year|T11:Same as previous year	NO	RKENNY@GLOBALP.COM			NO	 	
04106NRTHSONECL	1313211238377	000100414	ETHYLBENZENE	TRI	2013	GLOBAL COS LLC - SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511			YES	NO	NO	NO								424710						43.634167	-70.274722	019177757								GLOBAL COS LLC	019177757	Same as previous year|W13:Same as previous year|T01:Same as previous year|T04:Same as previous year|T11:Same as previous year	NO	RKENNY@GLOBALP.COM			NO	 	
04106NRTHSONECL	1313211238415	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2013	GLOBAL COS LLC - SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511			YES	NO	NO	NO								424710						43.634167	-70.274722	019177757								GLOBAL COS LLC	019177757	same as previous year|W13:same as previous year|T01:same as previous year|T03:same as previous year|T04:same as previous year	NO	RKENNY@GLOBALP.COM			NO	 	
04106NRTHSONECL	1313211238403	000091203	NAPHTHALENE	TRI	2013	GLOBAL COS LLC - SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511			YES	NO	NO	NO								424710						43.634167	-70.274722	019177757								GLOBAL COS LLC	019177757	same as previous year|W13:same as previous year|T01:same as previous year|T04:same as previous year|T11:same as previous year	NO	RKENNY@GLOBALP.COM			NO	 	
04106NRTHSONECL	1313211238353	000191242	BENZO(G,H,I)PERYLENE	PBT	2013	GLOBAL COS LLC - SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511			YES	NO	NO	NO								424710						43.634167	-70.274722	019177757								GLOBAL COS LLC	019177757	In 2013 - the facility stopped burning #6 fuel in boilers and switched to natural gas.	NO	RKENNY@GLOBALP.COM			NO	 	
04106NRTHSONECL	1313211238391	000110543	N-HEXANE	TRI	2013	GLOBAL COS LLC - SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511			YES	NO	NO	NO								424710						43.634167	-70.274722	019177757								GLOBAL COS LLC	019177757	Same as previous year|W13:same as previous year|T01:same as previous year|T04:same as previous year|T11:same as previous year	NO	RKENNY@GLOBALP.COM			NO	 	
04106NRTHSONECL	1313211238427	001330207	XYLENE (MIXED ISOMERS)	TRI	2013	GLOBAL COS LLC - SOUTH PORTLAND TERMINAL	1 CLARK RD	SOUTH PORTLAND	CUMBERLAND	ME	041063511			YES	NO	NO	NO								424710						43.634167	-70.274722	019177757								GLOBAL COS LLC	019177757	same as previous year|W13:same as previous year|T01:same as previous year|T04:same as previous year|T11:same as previous year	NO	RKENNY@GLOBALP.COM			NO	 	
04096WFWYMCOUSI	1313211086549	000191242	BENZO(G,H,I)PERYLENE	PBT	2013	FPL ENERGY WYMAN LLC WF WYMAN STEAM STATION	677 COUSINS ST	YARMOUTH	CUMBERLAND	ME	04096			YES	NO	NO	NO								221112						43.75167	-70.15586	006948954								NEXTERA ENERGY RESOURCES INC	006948954	Increased release due to facility operating more due to lack of natural gas in New England during the winter. FERC initiated winter reliability for Northeast.|SRNA:Requested to operate more due to cold weather and lack of natural gas in Northeast by FERC and ISO New England.	NO	MIKE.LUNDAY@FPL.COM			NO	 	
03904PRTSMSEAVE	1313211102811	007439921	LEAD	TRI	2013	US NAVY PORTSMOUTH NAVAL SHIPYARD	SEAVEY ISLAND	KITTERY	YORK	ME	03904			NO	YES	YES	NO								928110						43.08416	-70.74166									US DEPARTMENT OF DEFENSE		|SRNA:Indoor firing range. Lead emissions are captured with a HEPA filter.	YES	DANNA.EDDY@NAVY.MIL			YES	 	
03904PRTSMSEAVE	1313211102809	000071363	N-BUTYL ALCOHOL	TRI	2013	US NAVY PORTSMOUTH NAVAL SHIPYARD	SEAVEY ISLAND	KITTERY	YORK	ME	03904			YES	NO	YES	NO								928110						43.08416	-70.74166									US DEPARTMENT OF DEFENSE		Continuous improvement by Navy and paint suppliers to reduce VOC content in paints and coatings have reduced the amount of N-butyl alcohol.|W73:Continuous improvement by Navy and paint suppliers to reduce VOC content in paints and coatings have reduced the amount of N-butyl alcohol.|T11:Encouraging reuse of unused portion of paints rather than waste disposal.	YES	DANNA.EDDY@NAVY.MIL			NO	 	
