TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
70805LBMRLGULFS	1313211504826	000100425	STYRENE	TRI	2013	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805			YES	NO	NO	NO								325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	We have existing overflow alarms and shut off valves that are being utilized.  We conduct monthly inspections of containment areas including tanks, pipes, and pumps.  An annual SPCC inspection of the entire site is also conducted.|SRNA:SRNA: Pollution prevention previously implemented - additional reduction does not appear technically or economically feasible.	NO	KARL.MEYER@ALBEMARLE.COM			NO	 	
70805LBMRLGULFS	1313211504838	000108883	TOLUENE	TRI	2013	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805			YES	NO	NO	NO								325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	We have existing overflow alarms and shut off valves that are being utilized.  We conduct monthly inspections of containment areas including tanks, pipes, and pumps.  We also conduct an annual SPCC inspection of the entire site|W56:We have existing overflow alarms and shut off valves that are being utilized.  We conduct monthly inspections of containment areas including tanks, pipes, and pumps.  We also conduct an annual SPCC inspection of the entire site	NO	KARL.MEYER@ALBEMARLE.COM			NO	 	
70805LBMRLGULFS	1313211504790	000110827	CYCLOHEXANE	TRI	2013	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805			YES	NO	NO	NO								325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	We have existing overflow alarms, and shut off valves that are being utilized.  We conduct monthly inspections of containment areas including tanks, pipes, and pumps,  We conduct an annual SPCC inspection of the entire site.	NO	KARL.MEYER@ALBEMARLE.COM			NO	 	
70805LBMRLGULFS	1313211504788	007726956	BROMINE	TRI	2013	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805			YES	NO	NO	NO								325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	|SRNA:SRNA: Pollution prevention previously implemented - additional reduction does not appear technically or economically feasible.	NO	KARL.MEYER@ALBEMARLE.COM			NO	 	
70805LBMRLGULFS	1313211504802	000075092	DICHLOROMETHANE	TRI	2013	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805			YES	NO	NO	NO								325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	We have existing overflow alarms and shut off valves that are being utilized.  We conduct monthly inspections of containment areas including tanks, pipes, and pumps.  We conduct an annual SPCC inspection of the entire plant site.SRNA: Concern that product quality may decline as a result of source reduction. On processes that use dichloromethane - if changing the solvent does not hurt the product quality then the solvent is changed,  There has been an effort to not use dichloromethane.|T11:CMAS has been implemented on site and efforts have been made to reduce the amount of this solvent on site.	NO	KARL.MEYER@ALBEMARLE.COM			NO	 	
70805LBMRLGULFS	1313211504776	000075058	ACETONITRILE	TRI	2013	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805			YES	NO	NO	NO								325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	We have existing  overflow alarms and shut off valves that are utilized. We conduct monthly inspections of containment areas including tanks, pipes, and pumps. An annual inspection for SPCC is conducted for the entire plant site.  We have made process modifications in efforts to reduce the amount of solvent being used.	NO	KARL.MEYER@ALBEMARLE.COM			NO	 	
70805LBMRLGULFS	1313211504814	000110543	N-HEXANE	TRI	2013	ALBEMARLE CORP	GULF STATES RD AT KCS RAILROAD	BATON ROUGE	EAST BATON ROUGE	LA	70805			YES	NO	NO	NO								325199	325188					30.49375	-91.17874	825080096								ALBEMARLE CORP	825080096	We have existing overflow alarms and shut off valves that are utilized. We conduct monthly inspections of containment areas including tanks, pipes and pumps.  There is an annual SPCC inspection completed for the entire site.SRNA: Pollution prevention previously implemented - additional reduction does not appear to be technically or economically feasible|T11:We continue to strive to reduce the amount of solvent that is used on site by looking at processes.	NO	KARL.MEYER@ALBEMARLE.COM			NO	 	
71371LCNDSJUCTI	1313211103787	N100	COPPER COMPOUNDS	TRI	2013	BASF CORP - VIDALIA WORKS	109 HWY 131	VIDALIA	CONCORDIA	LA	71373			YES	NO	NO	NO								325188						31.551667	-91.446944	001307032								BASF CORP	071014385	|SRNA:Copper is used in the formulation of a product, it is not generated as a waste stream.	NO	MARK.WOLVERTON@BASF.COM			YES	 	
71371LCNDSJUCTI	1313211103799	N511	NITRATE COMPOUNDS	TRI	2013	BASF CORP - VIDALIA WORKS	109 HWY 131	VIDALIA	CONCORDIA	LA	71373			YES	NO	NO	NO								325188						31.551667	-91.446944	001307032								BASF CORP	071014385	|SRNA:Nitrate compounds are used in the formulation of the final product and not generated as a waste.	NO	MARK.WOLVERTON@BASF.COM			NO	 	
70669LNCRP960I1	1313211583531	000302012	HYDRAZINE	TRI	2013	ARCH CHEMICALS INC	960 I-10 W	WESTLAKE	CALCASIEU	LA	70669			YES	NO	NO	NO								325180						30.232861	-93.271722	054639591								LONZA INC	001643170	|W68:Utilization of tank washer for cleaning allows the reuse of wash water into the process.	NO	MARK.KERN@LONZA.COM			NO	 	
70776RPRDCHIGHW	1313211330194	000107211	ETHYLENE GLYCOL	TRI	2013	TAMINCO US INC	3790 LA HWY 30	SAINT GABRIEL	IBERVILLE	LA	70776			YES	NO	NO	NO								325199						30.250833	-91.092278	785983235								TAMINCO INC	373135123	Much of the ethylene glycol produced is from operation of an ethylene oxide emission scrubber.  Ethylene glycol is a byproduct of this system.  Operational efficiencies and optimizations were instituted in 2013 to decrease the frequency needed to replace spent scrubber solution.  This decreased our ethylene glycol waste stream.  Additionally, we began sending the spent scrubber solution to a company that recovers the ethylene glycol for use in industrial antifreeze.	NO	CHRIS.MARKERSON@TAMINCO.COM			NO	 	
70776RPRDCHIGHW	1313211330220	000121448	TRIETHYLAMINE	TRI	2013	TAMINCO US INC	3790 LA HWY 30	SAINT GABRIEL	IBERVILLE	LA	70776			YES	NO	NO	NO								325199						30.250833	-91.092278	785983235								TAMINCO INC	373135123	By decreasing equipment washout volume and operating high waste volume producing units in a manner to reduce campaign turns, we have reduced hazardous waste generation, which has in turn reduced the amount of TEA transferred off site.	NO	CHRIS.MARKERSON@TAMINCO.COM			NO	 	
70776RPRDCHIGHW	1313211330218	N511	NITRATE COMPOUNDS	TRI	2013	TAMINCO US INC	3790 LA HWY 30	SAINT GABRIEL	IBERVILLE	LA	70776			YES	NO	NO	NO								325199						30.250833	-91.092278	785983235								TAMINCO INC	373135123	Taminco has a corporate goal to reduce nitrogen and nitrate releases to surface bodies of water.  We are actively looking for ways to reduce production of nitrates in our waste water treatment plant, whether it's from an upgrade to equipment, or reduction of nitrate producing pollutants from the process.	NO	CHRIS.MARKERSON@TAMINCO.COM			NO	 	
