TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
84087CRYSN2355S	1311209368683	000110543	N-HEXANE	TRI	2011	SILVER EAGLE REFINING WOODS CROSS	2355 S 1100 W	WOODS CROSS	DAVIS	UT	84087	YES	NO	NO	NO								324110						40.864391	-111.911861	932826027								THE INTERNATIONAL GROUP INC	002358455	FACILITY NO LONGER PRODUCES GASOLINE OR GASOLINE BLENDSTOCK; THEREFORE AMOUNT OF HEXANE PRODUCED HAS DECREASED. HEXANE WAS NOT DETECTED IN WASTE WATER TO POTW	NO	BZWAHLEN@SILVEREAGLEREFINING.COM			NO	 	
84087CRYSN2355S	1311209368707	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2011	SILVER EAGLE REFINING WOODS CROSS	2355 S 1100 W	WOODS CROSS	DAVIS	UT	84087	YES	NO	NO	NO								324110						40.864391	-111.911861	932826027								THE INTERNATIONAL GROUP INC	002358455	FACILITY IS PRODUCING MORE WAX-TYPE PRODUCTS AND HEAVY OILS. PER EPA GUIDANCE (GUIDANCE FOR REPORTING TOXIC CHEMICALS: POLYCYCLIC AROMATIC COMPOUNDS CATEGORY, EPA 260-B-01-03) AND SILVER EAGLE ASSUMPTIONS AND ESTIMATES MORE PACS ARE PRODUCED WITH THE WAX AND HEAVY-OIL PRODUCTS.	NO	BZWAHLEN@SILVEREAGLEREFINING.COM			NO	 	
84087CRYSN2355S	1311209368721	001330207	XYLENE (MIXED ISOMERS)	TRI	2011	SILVER EAGLE REFINING WOODS CROSS	2355 S 1100 W	WOODS CROSS	DAVIS	UT	84087	YES	NO	NO	NO								324110						40.864391	-111.911861	932826027								THE INTERNATIONAL GROUP INC	002358455	FACILITY NO LONGER PRODUCES GASOLINE; THEREFORE AMOUNT OF MIXED XYLENE PRODUCED HAS BEEN REDUCED.	NO	BZWAHLEN@SILVEREAGLEREFINING.COM			NO	 	
84087CRYSN2355S	1311209368669	N420	LEAD COMPOUNDS	PBT	2011	SILVER EAGLE REFINING WOODS CROSS	2355 S 1100 W	WOODS CROSS	DAVIS	UT	84087	YES	NO	NO	NO								324110						40.864391	-111.911861	932826027								THE INTERNATIONAL GROUP INC	002358455	NO LONGER STORING OR MARKETING LEAD-CONTAINING AVIATION GASOLINE.	NO	BZWAHLEN@SILVEREAGLEREFINING.COM			YES	 	
84087CRYSN2355S	1311209368657	000100414	ETHYLBENZENE	TRI	2011	SILVER EAGLE REFINING WOODS CROSS	2355 S 1100 W	WOODS CROSS	DAVIS	UT	84087	YES	NO	NO	NO								324110						40.864391	-111.911861	932826027								THE INTERNATIONAL GROUP INC	002358455	FACILITY NO LONGER PRODUCES GASOLINE OR GASOLINE BLENDSTOCK; THEREFORE AMOUNT OF ETHYLBENZENE PRODUCED HAS DECREASED.  ETHYLBENZENE WAS NOT DETECTED IN WASTE WATER TO THE POTW IN 2011	NO	BZWAHLEN@SILVEREAGLEREFINING.COM			NO	 	
84087CRYSN2355S	1311209368620	000071432	BENZENE	TRI	2011	SILVER EAGLE REFINING WOODS CROSS	2355 S 1100 W	WOODS CROSS	DAVIS	UT	84087	YES	NO	NO	NO								324110						40.864391	-111.911861	932826027								THE INTERNATIONAL GROUP INC	002358455	FACILITY NO LONGER PRODUCES GASOLINE OR GASOLINE BLENDSTOCK; THEREFORE AMOUNT OF BENZENE PRODUCED HAS DECREASED.	NO	BZWAHLEN@SILVEREAGLEREFINING.COM			NO	 	
84087CRYSN2355S	1311209368719	000108883	TOLUENE	TRI	2011	SILVER EAGLE REFINING WOODS CROSS	2355 S 1100 W	WOODS CROSS	DAVIS	UT	84087	YES	NO	NO	NO								324110						40.864391	-111.911861	932826027								THE INTERNATIONAL GROUP INC	002358455	FACILITY NO LONGER PRODUCES GASOLINE; THEREFORE THE AMOUNT OF TOLUENE PRODUCED IN 2011 DECREASED.	NO	BZWAHLEN@SILVEREAGLEREFINING.COM			NO	 	
84526PCFCRINTER	1311209257652	N420	LEAD COMPOUNDS	PBT	2011	PACIFICORP CARBON PLANT	INTERSECTION HWY 6 & 191	HELPER	CARBON	UT	845260839	YES	NO	NO	NO								221112						39.727778	-110.863333	007939275								BERKSHIRE HATHAWAY	007909013	NA	NO	DAVID.ESKELSEN@PACIFICORP.COM			YES	 	
84526PCFCRINTER	1311209257688	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2011	PACIFICORP CARBON PLANT	INTERSECTION HWY 6 & 191	HELPER	CARBON	UT	845260839	YES	NO	NO	NO								221112						39.727778	-110.863333	007939275								BERKSHIRE HATHAWAY	007909013	NA	NO	DAVID.ESKELSEN@PACIFICORP.COM			NO	 	
84526PCFCRINTER	1311209257676	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2011	PACIFICORP CARBON PLANT	INTERSECTION HWY 6 & 191	HELPER	CARBON	UT	845260839	YES	NO	NO	NO								221112						39.727778	-110.863333	007939275								BERKSHIRE HATHAWAY	007909013	NA	NO	DAVID.ESKELSEN@PACIFICORP.COM			NO	 	
84526PCFCRINTER	1311209257664	N458	MERCURY COMPOUNDS	PBT	2011	PACIFICORP CARBON PLANT	INTERSECTION HWY 6 & 191	HELPER	CARBON	UT	845260839	YES	NO	NO	NO								221112						39.727778	-110.863333	007939275								BERKSHIRE HATHAWAY	007909013	NA	NO	DAVID.ESKELSEN@PACIFICORP.COM			YES	 	
