TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
15086GTNNC780CO	1312209967571	N420	LEAD COMPOUNDS	PBT	2012	GATAN INC	780 COMMONWEALTH DR	WARRENDALE	BUTLER	PA	15086	YES	NO	NO	NO								334513						40.681944	-80.11									ROPER INDUSTRIES		|W42:Substituted lead with tungsten where possible.	NO	BWEIGAND@GATAN.COM			YES	 	
15846RBCNC650BR	1312209968926	007440508	COPPER	TRI	2012	REBCO INC	650 BRANDY CAMP RD	KERSEY	ELK	PA	15846	YES	NO	NO	NO								332710						41.356902	-78.643291	080313364										SRNA:7. Other. Source reduction is not feasible.These metals are inherent components of the metal product outgoing. Reducing these metals would be reducing business.	NO	KENHUEY@REBCOINC.BIZ			YES	 	
18840RYNNMNORTH	1312210107619	000100425	STYRENE	TRI	2012	RYNONE MANUFACTURING CORP	N THOMAS AVE	SAYRE	BRADFORD	PA	18840	YES	NO	NO	NO								326191						41.98826	-76.51552	040955569								RYNONE MANUFACTURING CORP		|W82:Mold Modifications.	NO	RMC@RYNONE.COM			NO	 	
19013NRTHM1200W	1312210038954	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2012	EVONIK CORP	1200 W FRONT ST	CHESTER	DELAWARE	PA	190133438	YES	NO	NO	NO								327999						39.837605	-75.37294	147322838								EVONIK INDUSTRIES	068209295	SRNA:From Combustion sources used to dry product.	NO	DAVID.ELLIOTT@EVONIK.COM			NO	 	
16115NVRTR118PA	1312210665675	000108883	TOLUENE	TRI	2012	SIEMENS INDUSTRY INC DARLINGTON FACILITY	118 PARK RD	DARLINGTON	BEAVER	PA	16115	YES	NO	NO	NO								562211						40.796131	-80.4679	187894373								SIEMENS AG		Reduction due to not using range codes.	NO	DAVID.M.ADAMS@SIEMENS.COM			NO	 	
19406TCHTB72VAN	1312210123699	007440473	CHROMIUM	TRI	2012	TECH TUBE	750 VANDENBERG BLVD	KING OF PRUSSIA	MONTGOMERY	PA	19406	YES	NO	NO	NO								331210						40.10397	-75.40209	612465463										SRNA:Pollution prevention does not appear technically or economically feasible.	NO	SALES@TECHTUBE.COM			YES	 	
18702NSNNG1141H	1312210230773	007440473	CHROMIUM	TRI	2012	WYMAN GORDON TRU-FORM	1141 HWY 315	WILKES BARRE	LUZERNE	PA	187026928	YES	NO	NO	NO								336412						41.257778	-75.821389	009027970								PRECISION CASTPARTS CORP	009027970	The chemical reported is an ingredient of solid metal alloy that we process for sale to our customers. Since we expect to increase sales, we will increase source. However, all scrap alloys are recycled. Due to storage issues, the scrap and turnings are transferred to our other facility and shipped as scrap from Mountaintop., PA. Additionally, source reduction activities are used for other waste streams throughout the facility.|W13:Transfer to Mountaintop facility|T04:Consolidated scrap from both sites starting in May  2012	NO	KKELLER@WYMAN.COM			YES	 	
15051MRCNRSTATE	1312210601884	000100414	ETHYLBENZENE	TRI	2012	KINDER MORGAN TRANSMIX CO LLC	918 RT 910	INDIANOLA	ALLEGHENY	PA	15051	YES	NO	NO	NO								324110	424710					40.571179	-79.863385	035123850								KINDER MORGAN		Instituted waste minimization practices in order to be classifed as a small quantity generator of waste.	NO	RICK_KREJCI@KINDERMORGAN.COM			NO	 	
17751VRYCHDRAKE	1312210334102	001330207	XYLENE (MIXED ISOMERS)	TRI	2012	AVERY DENNISON MILL HALL	171 DRAKETOWN RD	MILL HALL	CLINTON	PA	17751	YES	NO	NO	NO								325520						41.1153	-77.468133	008256364								AVERY DENNISON CORP	008256364	The facility continues to stress product and process quality as a means to minimize release of this substance.  The site recovers and reuses a large portion of this substance.	NO	NAT.WEINER@AVERYDENNISON.COM			NO	 	
1616WPMKLC4CUNC	1312210292999	007440020	NICKEL	TRI	2012	PM KALCO INC	40 COUNCIL AVE	WHEATLAND	MERCER	PA	16161	YES	NO	NO	NO								331528						41.19669	-80.49228	087623109								PM RECOVERY INC.	039397849	|W29:Material is bought as needed.|T03:Internal audits are done more frequent.	NO	CHRISTINE@PMRECOVERY.COM			YES	 	
