TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
18707GSLDS125CR	1312210567208	007697372	NITRIC ACID	TRI	2012	FAIRCHILD SEMICONDUCTOR	125 CRESTWOOD RD	MOUNTAIN TOP	LUZERNE	PA	18707	YES	NO	NO	NO								334413						41.1426	-75.89368	004895751								FAIRCHILD SEMICONDUCTOR CORP	004895751	Environmental Health and Safety department underwent complete staffing turnover. New engineer is/hs reviewing and revising mass balances and emissions factors for facility. It is anticipated during the second half of 2013 that a nitric acid containing stream (about 4600 lb/y HNO3) will be treated on-site via neutralization instead of being shipped off-site.|PRAI:Activity index is area of silicon wafer produced.	NO	JAMAL.ZAGHAB@FAIRCHILDSEMI.COM			NO	 	
18707GSLDS125CR	1312210567210	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2012	FAIRCHILD SEMICONDUCTOR	125 CRESTWOOD RD	MOUNTAIN TOP	LUZERNE	PA	18707	YES	NO	NO	NO								334413						41.1426	-75.89368	004895751								FAIRCHILD SEMICONDUCTOR CORP	004895751	The environmental health and safety department underwent a complete staffing turnover. The new engineering is/has reviewed and revised the mass balances and emission factors for the facility. The ammonia scrubber which is the source of any sulfuric acid aerosol releases operates continously with a controlled sulfuric acid scrubbing solution regardless of production levels.|PRAI:Activity index is area of silicon wafer produced, though for sulfuric acid aerosols the air flow through the ammonia scrubber is a more indicative factor. This air flow remains constant.	NO	JAMAL.ZAGHAB@FAIRCHILDSEMI.COM			NO	 	
18707GSLDS125CR	1312210567184	007664393	HYDROGEN FLUORIDE	TRI	2012	FAIRCHILD SEMICONDUCTOR	125 CRESTWOOD RD	MOUNTAIN TOP	LUZERNE	PA	18707	YES	NO	NO	NO								334413						41.1426	-75.89368	004895751								FAIRCHILD SEMICONDUCTOR CORP	004895751	Environmental Health and Safety Department experienced complete staffing turnover. New EHS engineer is or has reviewed and revised mass balances and emissions factors for the facility. 2012 was a low production year due to market demand.|PRAI:Activity index is area of silicon wafer produced.	NO	JAMAL.ZAGHAB@FAIRCHILDSEMI.COM			NO	 	
18707GSLDS125CR	1312210567196	N511	NITRATE COMPOUNDS	TRI	2012	FAIRCHILD SEMICONDUCTOR	125 CRESTWOOD RD	MOUNTAIN TOP	LUZERNE	PA	18707	YES	NO	NO	NO								334413						41.1426	-75.89368	004895751								FAIRCHILD SEMICONDUCTOR CORP	004895751	Nitrate compounds are a result of a lime neutralization reaction of nitric acid which is part of the onsite wastewater treatment process.Environmental Health and Safety department underwent complete staffing turnover. New engineer is/has reviewed and revised mass balanced and emission factors for facility. It is anticipated that in 2013 a nitric acid containing stream which is now shipped off-site will be neutralized in the on-site wastewater treatment plant, adding about 4600 lb/y NO3- to the off-site treatment (POTW) while removing an equivalent amount of HNO3 from off-site transfers.|PRAI:Activity Index is area of silicon wafer produced	NO	JAMAL.ZAGHAB@FAIRCHILDSEMI.COM			NO	 	
19090KYSNT535DA	1312210295794	007440508	COPPER	TRI	2012	KEYSTONE SCREW CORP	535 DAVISVILLE RD	WILLOW GROVE	MONTGOMERY	PA	19090	YES	NO	NO	NO								332722						40.151432	-75.107079	002381234										Production estimated to increase by 15% in 2013 and 4% in 2015.	NO	GFHANNY@KEYSTONESCREW.COM			YES	 	
15017GNRLLMAYER	1312210159644	N040	BARIUM COMPOUNDS	TRI	2012	GE CO BRIDGEVILLE GLASS PLANT	540 MAYER ST	BRIDGEVILLE	ALLEGHENY	PA	15017	YES	NO	NO	NO								327212						40.363823	-80.10372	060682622								GENERAL ELECTRIC CO (GE CO)	001367960	|PRAI:The production ratio is based on total glass produced.	NO	JOHN.WILLIAMS@GE.COM			YES	 	
15017GNRLLMAYER	1312210159671	N420	LEAD COMPOUNDS	PBT	2012	GE CO BRIDGEVILLE GLASS PLANT	540 MAYER ST	BRIDGEVILLE	ALLEGHENY	PA	15017	YES	NO	NO	NO								327212						40.363823	-80.10372	060682622								GENERAL ELECTRIC CO (GE CO)	001367960	|PRAI:Production ratio based on glass produced.	NO	JOHN.WILLIAMS@GE.COM			YES	 	
16503KWLP 1015E	1312210608788	007439921	LEAD	TRI	2012	ACCURIDE ERIE	1015 E 12TH ST	ERIE	ERIE	PA	16503	YES	NO	NO	NO								332112						42.131682	-80.055335	015631021								ACCURIDE CORP	161778352	Changes in release quantities from year to year are due primarily to changes in production rate and inherent variability of waste/wastewater sampling results.	NO	BSMITH@ACCURIDECORP.COM			YES	 	
15049WTSNR150SC	1312210102366	N230	CERTAIN GLYCOL ETHERS	TRI	2012	WATSON STANDARD ADHESIVES CO	1360 LOW GRADE RD	HARWICK	ALLEGHENY	PA	15049	YES	NO	NO	NO								325510						40.55416	-79.8075	807923800								WATSON STANDARD ADHESIVES CO	807923800	Although we continue to implement various procedures to reduce waste, we have purchased another business that we are in the process of moving to this location.  Therefore, our waste is expected to increase substantially over the next 2 years due to increased production.  We are and will continue to evaluate options for source reduction	NO	CBLOMQUIST@WATSONSTANDARD.COM			NO	 	
19153CHMSN7825H	1312210047433	N982	ZINC COMPOUNDS	TRI	2012	CHEMSON INC	7825 HOLSTEIN AVE	PHILADELPHIA	PHILADELPHIA	PA	19153	YES	NO	NO	NO								325998						39.897222	-75.232778	967394909										For the RY2012, our facility saw an approximately 12% increase in production of our products.  Because our waste stream comes primarily from the dust collection and housekeeping of our production area, we saw an increase in the amounts of all 4 reportable TRI chemicals.  Also, beginning early in 2012, Doe Run discontinued taking our materials for metals recovery because the levels of the metal in our material was no longer high enough.	NO	D.JANISZEWSKI@CHEMSONINC.COM			YES	 	
