TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
52732STHNS1347B	1311209061288	007664417	AMMONIA	TRI	2011	SETHNESS PRODUCTS CO	1347 BEAVER CHANNEL PKWY	CLINTON	CLINTON	IA	52732	YES	NO	NO	NO								311999						41.813889	-90.216667	005117536								SETHNESS PRODUCTS CO	005117536	IMPLEMENTED RECOVER OF WASTE STREAM FOR USE IN ANIMAL FEED APPLICATION.	NO	BEDWARDS@SETHNESS.COM			NO	 	
50438WMLDT500HW	1311209641036	007439965	MANGANESE	TRI	2011	IOWA MOLD TOOLING CO INC	500 HWY 18W	GARNER	HANCOCK	IA	50438	YES	NO	NO	NO								336211						43.10603	-93.60842	005286539								OSHKOSH CORP	006070445	SCRAP STEEL WAS REDUCED BY PURCHASING SIZE APPROPRIATE STEEL SHEETS OR PLATE FOR THE LASERS AND PLASMA PROCESSES. THIS REDUCED THE AMOUNT OF MANAGANESE SENT OFFSITE.  ALSO, THE AREA PROCESS EMPLOYEE WAS SENT TO SIGMA NEST TRAINING TO LEARN THE LATEST SOFTWARE APPLICATIONS FOR PARTS PLACEMENT AND COMMON LINE CUTTING.-T04:MATERIALS AND LEAN MANUFACTURING PRINCIPLES	NO	MGREGORY@MCNEILUSCO.COM			YES	 	
52004JHNDRHWY38	1311209094921	007439965	MANGANESE	TRI	2011	JOHN DEERE DUBUQUE WORKS	18600 S JOHN DEERE RD	DUBUQUE	DUBUQUE	IA	52001	YES	NO	NO	NO								333120						42.565917	-90.6935	005269527								DEERE & CO	005267471	-W42:USE OF NATURAL GAS IN LIEU OF COAL FOR BOILER FUEL	NO	GOLDENKENNETHB@JOHNDEERE.COM			YES	 	
52004JHNDRHWY38	1311209094919	N420	LEAD COMPOUNDS	PBT	2011	JOHN DEERE DUBUQUE WORKS	18600 S JOHN DEERE RD	DUBUQUE	DUBUQUE	IA	52001	YES	NO	NO	NO								333120						42.565917	-90.6935	005269527								DEERE & CO	005267471	-W42:USE OF NATURAL GAS IN LIEU OF COAL FOR BOILER FUEL	NO	GOLDENKENNETHB@JOHNDEERE.COM			YES	 	
52004JHNDRHWY38	1311209094972	N982	ZINC COMPOUNDS	TRI	2011	JOHN DEERE DUBUQUE WORKS	18600 S JOHN DEERE RD	DUBUQUE	DUBUQUE	IA	52001	YES	NO	NO	NO								333120						42.565917	-90.6935	005269527								DEERE & CO	005267471	-W42:USE OF NATURAL GAS IN LIEU OF COAL FOR BOILER FUEL	NO	GOLDENKENNETHB@JOHNDEERE.COM			YES	 	
52004JHNDRHWY38	1311209094958	007440020	NICKEL	TRI	2011	JOHN DEERE DUBUQUE WORKS	18600 S JOHN DEERE RD	DUBUQUE	DUBUQUE	IA	52001	YES	NO	NO	NO								333120						42.565917	-90.6935	005269527								DEERE & CO	005267471	-W42:USE OF NATURAL GAS IN LIEU OF COAL FOR BOILER FUEL	NO	GOLDENKENNETHB@JOHNDEERE.COM			YES	 	
52004JHNDRHWY38	1311209094907	000107211	ETHYLENE GLYCOL	TRI	2011	JOHN DEERE DUBUQUE WORKS	18600 S JOHN DEERE RD	DUBUQUE	DUBUQUE	IA	52001	YES	NO	NO	NO								333120						42.565917	-90.6935	005269527								DEERE & CO	005267471	SHIPMENT OF WASTE ANTIFREEZE FOR ORGANICS RECOVERY COMMENCED IN 2011 IN LIEU OF ON SITE WASTEWATER TREATMENT	NO	GOLDENKENNETHB@JOHNDEERE.COM			NO	 	
50021JHNDRHIGHW	1311209828666	007439965	MANGANESE	TRI	2011	JOHN DEERE DES MOINES WORKS	825 SW IRVINEDALE DR	ANKENY	POLK	IA	500238896	YES	NO	NO	NO								333111						41.723127	-93.638797	066212564								DEERE & CO	005267471	REVISION 1 - AUGUST 2012 --- DID NOT ENTER ONE OF THE RCRA SHIPMENTS THAT CONTAINED MANGANESE. FOUND DURING INTERNAL REVIEW OF REPORT AND CORRECTED WITH REVISION 1.	NO	CRANDELLALISAR@JOHNDEERE.COM	RR4		YES	 	
50021JHNDRHIGHW	1311209828678	007440020	NICKEL	TRI	2011	JOHN DEERE DES MOINES WORKS	825 SW IRVINEDALE DR	ANKENY	POLK	IA	500238896	YES	NO	NO	NO								333111						41.723127	-93.638797	066212564								DEERE & CO	005267471	REVISION 1 - AUGUST 2012 --- DID NOT ENTER ONE OF THE RCRA SHIPMENTS THAT CONTAINED NICKEL. FOUND DURING INTERNAL REVIEW OF REPORT AND CORRECTED WITH REVISION 1.	NO	CRANDELLALISAR@JOHNDEERE.COM	RR4		YES	 	
52809GHRML7001B	1311209683604	N511	NITRATE COMPOUNDS	TRI	2011	PB LEINER USA	7001 BRADY ST	DAVENPORT	SCOTT	IA	52806	YES	NO	NO	NO								325199						41.59158	-90.56843	101381879								TESSENDERLO GROUP INC		DISCOVERED THAT THE SODIUM NITRATE WAS REDUNDANT TO OTHER CONCURRENTLY USED TREATMENT CHEMICALS.-T10:DISCONTINUED THE USE OF SODIUM NITRATE IN THE WASTEWATER FACILITY.	NO	BRENT.BULLOCK@PBLEINER.COM			NO	 	
