TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
52761HCKTT1770Z	1311209046111	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2011	NO	HARSCO METALS - IOWA	1770 ZACHERY AVE C/O SSAB STEEL	MUSCATINE	MUSCATINE	IA	52761	YES	NO	NO	NO								327992						41.493176	-90.800082	003952009								HARSCO CORP	003952009	0		NA												NO				YES	 	
52761HCKTT1770Z	1311209046123	N420	LEAD COMPOUNDS	PBT	Pounds																		2011	NO	HARSCO METALS - IOWA	1770 ZACHERY AVE C/O SSAB STEEL	MUSCATINE	MUSCATINE	IA	52761	YES	NO	NO	NO								327992						41.493176	-90.800082	003952009								HARSCO CORP	003952009	0		NA												NO				YES	 	
52761HCKTT1770Z	1311209046135	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2011	NO	HARSCO METALS - IOWA	1770 ZACHERY AVE C/O SSAB STEEL	MUSCATINE	MUSCATINE	IA	52761	YES	NO	NO	NO								327992						41.493176	-90.800082	003952009								HARSCO CORP	003952009	0		NA												NO				YES	 	
52761HCKTT1770Z	1311209046150	N495	NICKEL COMPOUNDS	TRI	Pounds																		2011	NO	HARSCO METALS - IOWA	1770 ZACHERY AVE C/O SSAB STEEL	MUSCATINE	MUSCATINE	IA	52761	YES	NO	NO	NO								327992						41.493176	-90.800082	003952009								HARSCO CORP	003952009	0		NA												NO				YES	 	
50450NVRSL202NE	1311209302619	007440508	COPPER	TRI	Pounds																		2011	NO	DIELECTRIC CORP - IOWA	202 N 9TH AVE E	LAKE MILLS	WINNEBAGO	IA	50450	YES	NO	NO	NO								335999						43.42971	-93.53087	006582035								DIELECTRIC CORP	006582035	4.8	M2	LAKE MILLS WASTEWATER TREATMENT PLANT	105 W. MAIN ST.	LAKE MILLS	IA	WINNEBAGO	50450							NO				YES	 	
50702BRTCH4747C	1311209023290	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	BERTCH CABINET MFG INC	4747 CRESTWOOD DR	WATERLOO	BLACK HAWK	IA	50702	YES	NO	NO	NO								337110						42.44808	-92.29904	087132023										0		NA												NO				NO	 	
50702BRTCH4747C	1311209023288	000100425	STYRENE	TRI	Pounds																		2011	NO	BERTCH CABINET MFG INC	4747 CRESTWOOD DR	WATERLOO	BLACK HAWK	IA	50702	YES	NO	NO	NO								337110						42.44808	-92.29904	087132023										0		NA												NO				NO	 	
50158LLNTN3001E	1311209294990	N770	VANADIUM COMPOUNDS	TRI	Pounds																		2011	NO	IPL - SUTHERLAND GENERATING STATION	3001 E MAIN ST	MARSHALLTOWN	MARSHALL	IA	50158	YES	NO	NO	NO								221112						42.049167	-92.854167	781562871								ALLIANT ENERGY CORP	006940522	0		NA												NO	RYANSTENSLAND@ALLIANTENERGY.COM			YES	 	
50158LLNTN3001E	1311209294964	000091203	NAPHTHALENE	TRI	Pounds																		2011	NO	IPL - SUTHERLAND GENERATING STATION	3001 E MAIN ST	MARSHALLTOWN	MARSHALL	IA	50158	YES	NO	NO	NO								221112						42.049167	-92.854167	781562871								ALLIANT ENERGY CORP	006940522	0		NA												NO	RYANSTENSLAND@ALLIANTENERGY.COM			NO	 	
50158LLNTN3001E	1311209294925	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		2011	NO	IPL - SUTHERLAND GENERATING STATION	3001 E MAIN ST	MARSHALLTOWN	MARSHALL	IA	50158	YES	NO	NO	NO								221112						42.049167	-92.854167	781562871								ALLIANT ENERGY CORP	006940522	0		NA												NO	RYANSTENSLAND@ALLIANTENERGY.COM			NO	 	
50158LLNTN3001E	1311209294988	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2011	NO	IPL - SUTHERLAND GENERATING STATION	3001 E MAIN ST	MARSHALLTOWN	MARSHALL	IA	50158	YES	NO	NO	NO								221112						42.049167	-92.854167	781562871								ALLIANT ENERGY CORP	006940522	0		NA												NO	RYANSTENSLAND@ALLIANTENERGY.COM			NO	 	
50158LLNTN3001E	1311209294937	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2011	NO	IPL - SUTHERLAND GENERATING STATION	3001 E MAIN ST	MARSHALLTOWN	MARSHALL	IA	50158	YES	NO	NO	NO								221112						42.049167	-92.854167	781562871								ALLIANT ENERGY CORP	006940522	0		NA												NO	RYANSTENSLAND@ALLIANTENERGY.COM			NO	 	
