TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
31750DLCRMPERRY	1307205176757	007440360	ANTIMONY	TRI	2007	DELPHI AUTOMOTIVE SYSTEMS LLC FITZGERALD	342 PERRY HOUSE RD	FITZGERALD	BEN HILL	GA	31750	YES	NO	NO	NO								335911						31.69147	-83.261137	006066807								DELPHI CORP	043898092	PRODUCTION CEASED ON JUNE 30, 2007.	NO	DAVID.G.BODKIN@DELPHI.COM			YES	
31750DLCRMPERRY	1307205176769	N420	LEAD COMPOUNDS	PBT	2007	DELPHI AUTOMOTIVE SYSTEMS LLC FITZGERALD	342 PERRY HOUSE RD	FITZGERALD	BEN HILL	GA	31750	YES	NO	NO	NO								335911						31.69147	-83.261137	006066807								DELPHI CORP	043898092	PRODUCTION CEASED ON JUNE 30, 2007.	NO	DAVID.G.BODKIN@DELPHI.COM			YES	
31750DLCRMPERRY	1307205176771	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2007	DELPHI AUTOMOTIVE SYSTEMS LLC FITZGERALD	342 PERRY HOUSE RD	FITZGERALD	BEN HILL	GA	31750	YES	NO	NO	NO								335911						31.69147	-83.261137	006066807								DELPHI CORP	043898092	PRODUCTION CEASED ON JUNE 30, 2007.	NO	DAVID.G.BODKIN@DELPHI.COM			NO	
31909PLYCHONEPO	1307205291141	007439965	MANGANESE	TRI	2007	EASTMAN KODAK CO	ONE POLYCHROME PARK	COLUMBUS	MUSCOGEE	GA	31907	YES	NO	NO	NO								325992						32.497222	-84.8825	002206183								EASTMAN KODAK CO	002206183	FORMULATION CHANGES CONTRIBUTED TO REDUCED USE OF THE MANGANESE CONTAINING ALLOY.	NO	SUSAN.HALL@KODAK.COM			YES	
31909PLYCHONEPO	1307205291154	000067561	METHANOL	TRI	2007	EASTMAN KODAK CO	ONE POLYCHROME PARK	COLUMBUS	MUSCOGEE	GA	31907	YES	NO	NO	NO								325992						32.497222	-84.8825	002206183								EASTMAN KODAK CO	002206183	MANUFACTURING PRODUCTS HAD MANY CHANGES IN 2006 AND CONTINUED IN 2007. DECREASED DUE TO PRODUCT REFORMULATIONS.	NO	SUSAN.HALL@KODAK.COM			NO	
31909PLYCHONEPO	1307205291166	000068122	N,N-DIMETHYLFORMAMIDE	TRI	2007	EASTMAN KODAK CO	ONE POLYCHROME PARK	COLUMBUS	MUSCOGEE	GA	31907	YES	NO	NO	NO								325992						32.497222	-84.8825	002206183								EASTMAN KODAK CO	002206183	CHEMICAL INCREASE IS DUE TO THE GOOD CLEANING PROPERTIES; THIS IS USED FOR THE COATING SOLUTION DELIVERY SYSTEM.	NO	SUSAN.HALL@KODAK.COM			NO	
30701MDLRC345MA	1307205892829	N982	ZINC COMPOUNDS	TRI	2007	MODULAR CARPET SYSTEMS LLC	345 MARINE DR	CALHOUN	GORDON	GA	30701	YES	NO	NO	NO								314110						34.45575	-84.925474	801151965								MANNINGTON MILLS INC.	002349256	Modular Carpet Systems LLC was formerly part of Mannington Commercial, but starting at the beginning of 2007 is now a separate legal entity and is being reported separate from Mannington Commercial.	NO	BUDDY_MCLENDON@MANNINGTON.COM			YES	
30701MDLRC345MA	1307205892831	N010	ANTIMONY COMPOUNDS	TRI	2007	MODULAR CARPET SYSTEMS LLC	345 MARINE DR	CALHOUN	GORDON	GA	30701	YES	NO	NO	NO								314110						34.45575	-84.925474	801151965								MANNINGTON MILLS INC.	002349256	Modular Carpet Systems LLC was formerly part of Mannington Commercial, but starting at the beginning of 2007 is now a separate legal entity and is being reported separate from Mannington Commercial.	NO	BUDDY_MCLENDON@MANNINGTON.COM			YES	
30240LGRNG1560L	1307205560030	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2007	GUARDIAN AUTOMOTIVE-LAGRANGE M OULDING PLANT	1560 LUKKEN INDUSTRIAL DR, W	LAGRANGE	TROUP	GA	30240	YES	NO	NO	NO								326121						33.013344	-85.052444	094065778								GUARDIAN INDUSTRIES		SIGNIFICANT DECREASE IN PRODUCTION.  REDUCE AMOUNTS OF ALL CHEMICALS USED.	NO				NO	
30096SPCTR3741V	1307205814890	007439921	LEAD	PBT	2007	SPECTRAL RESPONSE INC	3741 VENTURE DR SUITE 350	DULUTH	GWINNETT	GA	30096	YES	NO	NO	NO								334418						33.95375	-84.132687	177037868										WE ARE CONVERTING OVER 60% OF OUR PRODUCTION TO A LEAD FREE PROCESS PER THE ROHS INITIATIVE.	NO	JIMLIPTAK@SPECTRALRESPONSE.COM			YES	
