REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
2007	NO	90503RPSCN285CL	RAPISCAN SECURITY PRODUCTS INC	2805 COLUMBIA ST	TORRANCE	LOS ANGELES	CA	90503	YES	NO	NO	NO								334517						33.844882	-118.337333	802315069								OSI SYSTEMS INC.	178295812	1307205995513	N420	LEAD COMPOUNDS	PBT	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JNORTON@OSI-SYSTEMS.COM			YES	
2007	NO	90040SHLND6608E	ASHLAND SPECIALTY CHEMICAL CO.	6608 E 26TH ST	LOS ANGELES	LOS ANGELES	CA	90040	YES	NO	NO	NO								325211						33.983333	-118.13333	044046274								ASHLAND, INC.	005003264	1307205266190	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JEVITAK@ASHLAND.COM			NO	
2007	NO	90040SHLND6608E	ASHLAND SPECIALTY CHEMICAL CO.	6608 E 26TH ST	LOS ANGELES	LOS ANGELES	CA	90040	YES	NO	NO	NO								325211						33.983333	-118.13333	044046274								ASHLAND, INC.	005003264	1307205266214	000080057	4,4'-ISOPROPYLIDENEDIPHENOL	TRI	Pounds																		806	707	707	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.92	NA	NA																															0	0	0	0	0	0	0	0	806	707	707	742	0	0	0	0	NO	JEVITAK@ASHLAND.COM			NO	
2007	NO	90040SHLND6608E	ASHLAND SPECIALTY CHEMICAL CO.	6608 E 26TH ST	LOS ANGELES	LOS ANGELES	CA	90040	YES	NO	NO	NO								325211						33.983333	-118.13333	044046274								ASHLAND, INC.	005003264	1307205266226	000080626	METHYL METHACRYLATE	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JEVITAK@ASHLAND.COM			NO	
2007	NO	90040SHLND6608E	ASHLAND SPECIALTY CHEMICAL CO.	6608 E 26TH ST	LOS ANGELES	LOS ANGELES	CA	90040	YES	NO	NO	NO								325211						33.983333	-118.13333	044046274								ASHLAND, INC.	005003264	1307205266238	000121697	N,N-DIMETHYLANILINE	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JEVITAK@ASHLAND.COM			NO	
2007	NO	90040SHLND6608E	ASHLAND SPECIALTY CHEMICAL CO.	6608 E 26TH ST	LOS ANGELES	LOS ANGELES	CA	90040	YES	NO	NO	NO								325211						33.983333	-118.13333	044046274								ASHLAND, INC.	005003264	1307205266240	N096	COBALT COMPOUNDS	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JEVITAK@ASHLAND.COM			YES	
2007	NO	90040SHLND6608E	ASHLAND SPECIALTY CHEMICAL CO.	6608 E 26TH ST	LOS ANGELES	LOS ANGELES	CA	90040	YES	NO	NO	NO								325211						33.983333	-118.13333	044046274								ASHLAND, INC.	005003264	1307205266253	026471625	TOLUENE DIISOCYANATE (MIXED ISOMERS)	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0		.92	W89	OTHER PRODUCT MODIFICATIONS	T11	OTHER					NA	NA																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JEVITAK@ASHLAND.COM			NO	
2007	NO	90040SHLND6608E	ASHLAND SPECIALTY CHEMICAL CO.	6608 E 26TH ST	LOS ANGELES	LOS ANGELES	CA	90040	YES	NO	NO	NO								325211						33.983333	-118.13333	044046274								ASHLAND, INC.	005003264	1307205266265	000077736	DICYCLOPENTADIENE	TRI	Pounds																		41	28	28	29	0	0	0	0	0	0	0	0	44	45	45	47	0	0	0	0	0	0	0	0	28610	33640	33640	35322		.92	NA	NA																															0	0	0	0	41	28	28	29	0	0	0	0	0	0	0	0	NO	JEVITAK@ASHLAND.COM			NO	
2007	NO	90040SHLND6608E	ASHLAND SPECIALTY CHEMICAL CO.	6608 E 26TH ST	LOS ANGELES	LOS ANGELES	CA	90040	YES	NO	NO	NO								325211						33.983333	-118.13333	044046274								ASHLAND, INC.	005003264	1307205266277	000107211	ETHYLENE GLYCOL	TRI	Pounds																		1	2	2	2.1	8489	8118	8118	8523	0	0	0	0	9474	9733	9733	10219	0	0	0	0	0	0	0	0	0	0	0	0		.92	NA	NA																															0	0	0	0	1	2	2	2.1	0	0	0	0	0	0	0	0	NO	JEVITAK@ASHLAND.COM			NO	
2007	NO	90040SHLND6608E	ASHLAND SPECIALTY CHEMICAL CO.	6608 E 26TH ST	LOS ANGELES	LOS ANGELES	CA	90040	YES	NO	NO	NO								325211						33.983333	-118.13333	044046274								ASHLAND, INC.	005003264	1307205266289	000108316	MALEIC ANHYDRIDE	TRI	Pounds																		22	19	19	20	0	0	0	0	0	0	0	0	19079	19602	19602	20582	0	0	0	0	0	0	0	0	0	0	0	0		.92	NA	NA																															0	0	0	0	22	19	19	20	0	0	0	0	0	0	0	0	NO	JEVITAK@ASHLAND.COM			NO	
