TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
65270WLSNT1600H	1311209397886	007440508	COPPER	TRI	2011	WILSON TRAILER SALES INC	1600 RT DD	MOBERLY	RANDOLPH	MO	65270	YES	NO	NO	NO								336212						39.437321	-92.45163									WILSON TRAILER CO		THE FACILTY ESTIMATE FOR THE POTW DISCHARGED IS BASED ON A SIMILAR PROCESS WHICH SAMPLING IS PERFORMED AT A SISTER PLANT.	NO				YES	 	
65270WLSNT1600H	1311209397900	N982	ZINC COMPOUNDS	TRI	2011	WILSON TRAILER SALES INC	1600 RT DD	MOBERLY	RANDOLPH	MO	65270	YES	NO	NO	NO								336212						39.437321	-92.45163									WILSON TRAILER CO		THE FACILTY ESTIMATE FOR THE POTW DISCHARGED IS BASED ON A SIMILAR PROCESS WHICH SAMPLING IS PERFORMED AT A SISTER PLANT.	NO				YES	 	
64093GTSNR617NO	1311209044080	N420	LEAD COMPOUNDS	PBT	2011	ENERSYS ENERGY PRODUCTS INC ( FORMERLY HAWKER ENERGY)	617 N RIDGEVIEW DR	WARRENSBURG	JOHNSON	MO	640939301	YES	NO	NO	NO								335911						38.771648	-93.709618	836993402								ENERSYS	052412533	THE FACILITY IS ISO 14001-2004 CERTIFIED. THE FACILITY IS ISO 9001-2008 CERTIFIED	NO	MALCOLM.GAVANT@ENERSYS.COM			YES	 	
64093GTSNR617NO	1311209044092	000080626	METHYL METHACRYLATE	TRI	2011	ENERSYS ENERGY PRODUCTS INC ( FORMERLY HAWKER ENERGY)	617 N RIDGEVIEW DR	WARRENSBURG	JOHNSON	MO	640939301	YES	NO	NO	NO								335911						38.771648	-93.709618	836993402								ENERSYS	052412533	THE FACILITY IS ISO 14001-2004 CERTIFIED.  THE FACILITY IS ISO 9001-2008 CERTIFIED.	NO	MALCOLM.GAVANT@ENERSYS.COM			NO	 	
63090SPRLN215LA	1311209213420	007439921	LEAD	TRI	2011	PARKER HANNIFIN SPORLAN DIV - PLANT #3	215 LANGE DR	WASHINGTON	FRANKLIN	MO	63090	YES	NO	NO	NO								332919						38.570554	-91.060727									PARKER HANNIFIN CORP	004175550	-W49:SUBSTITUTED FORGINGS AND PREMACHINED PARTS FOR BAR STOCK.	NO	MCUNNINGHAM@PARKER.COM			YES	 	
63090SPRLN215LA	1311209213418	007440508	COPPER	TRI	2011	PARKER HANNIFIN SPORLAN DIV - PLANT #3	215 LANGE DR	WASHINGTON	FRANKLIN	MO	63090	YES	NO	NO	NO								332919						38.570554	-91.060727									PARKER HANNIFIN CORP	004175550	-W49:SUBSTITUTED FORGINGS AND PREMACHINED PARTS FOR BAR STOCK.	NO	MCUNNINGHAM@PARKER.COM			YES	 	
64601HDSNV501MI	1311209810175	N982	ZINC COMPOUNDS	TRI	2011	WEST AGRO INC D/B/A DELAVAL MANUFACTURING	501 MITCHELL RD	CHILLICOTHE	LIVINGSTON	MO	64601	YES	NO	NO	NO								326291	326299					39.78245	-93.53963									WEST AGRO INC	069288728	-W13:CROSS REFERENCING PART NUMBER LISTS AGAINST SEVERAL DIFFERENT SOURCES TO MAKE SURE ALL THE PRODUCT PRODUCED IS ACCOUNTED FOR. DOESN'T ALTER HOW MUCH MATERIAL IS USED, JUST THE ACCURACY OF WHERE THE WASTE MATERIAL ENDS UP	NO	KEITH.HERWEYER@DELAVAL.COM	RR5		YES	 	
63090JFFRS711IN	1311209213471	007664417	AMMONIA	TRI	2011	PARKER HANNIFIN SPORLAN DIV - PLANT #1	711 INDUSTRIAL AVE	WASHINGTON	FRANKLIN	MO	63090	YES	NO	NO	NO								332999						38.553942	-91.014661									PARKER HANNIFIN CORP	004175550	-W58:MODIFIED PROCESS TO PRODUCE A BETTER QUALITY BRAZING ATMOSPHERE WHICH IN TURN REQUIRES LESS AMMONIA USAGE.	NO	MCUNNINGHAM@PARKER.COM			NO	 	
63110WLLRT4044P	1311209629258	000106467	1,4-DICHLOROBENZENE	TRI	2011	WILLERT HOME PRODUCTS	4044 PARK AVE	SAINT LOUIS	ST LOUIS (CITY)	MO	63110	YES	NO	NO	NO								325320	325612					38.621391	-90.24971	006289680								WILLERT HOME PRODUCTS		DURING 2011 WILLERT CONTINUED ITS PROGRAM, BEGUN IN 2010, TO REDUCE THE AMOUNT OF 1,4-DICHLOROBENZENE RECYCLED ONSITE.  THE PROGRAM INCLUDES IMPROVED MAINTENANCE AND HOUSEKEEPING PROCEDURES, WHICH HAVE RESULTED IN LESS CONTAMINATED 1,4-DICHLOROBENZENE THAT REQUIRES RECYCLING OR DISPOSAL AS HAZARDOUS WASTE.    AS A FURTHER STEP IN OUR IMPROVEMENT PROGRAM, AT THE END OF 2011 WILLERT REMOVED ITS REMELTING EQUIPMENT WHICH HAD BEEN USED TO RECYCLE CONTAMINATED 1,4-DICHLOROBENZENE.  OUR NEW PROCESS INCORPORATES THE 1,4-DICHLOROBENZENE INTO THE MANUFACTURE OF TOILET BOWL DEODORIZER PRODUCTS.	NO	WDW@WILLERT.COM			NO	 	
64801BLFBR3400W	1311209149929	000100425	STYRENE	TRI	2011	ABLE MANUFACTURING & ASSEMBLY LLC	3942 W 7TH ST	JOPLIN	JASPER	MO	64801	YES	NO	NO	NO								326199	333415					37.083851	-94.562019	065004980								ABLE MANUFACTURING & ASSEMBLY LLC		N / A-W14:N / A;T04:N / A	NO	JAMES.SCHWARZ@ABLEMFG.COM			NO	 	
63456DMKRS801SE	1311209091228	007440508	COPPER	TRI	2011	CONTINENTAL CASTING LLC	801 SECOND ST	MONROE CITY	MONROE	MO	634560278	YES	NO	NO	NO								331521						39.656245	-91.722654	109711197								CONTINENTAL CASTING LLC		WE HAVE REDUCED THE NUMGER OF JOBS THAT REQUIRE ADDITIONAL SURFACE PREPARATION.	NO	ADIMMITT@CONTINENTALCASTING.COM			YES	 	
63456DMKRS801SE	1311209091230	007439921	LEAD	TRI	2011	CONTINENTAL CASTING LLC	801 SECOND ST	MONROE CITY	MONROE	MO	634560278	YES	NO	NO	NO								331521						39.656245	-91.722654	109711197								CONTINENTAL CASTING LLC		WE HAVE HAD A REDUCTION OF WORK THAT REQUIRES SURFACE PREPERATION.	NO	ADIMMITT@CONTINENTALCASTING.COM			YES	 	
64836RCNCRROUTE	1311209625514	000055630	NITROGLYCERIN	TRI	2011	DYNO NOBEL INC - CARTHAGE PL ANT	17562 GUM RD	CARTHAGE	JASPER	MO	64836	YES	NO	NO	NO								325920						37.1485	-94.373167	029719200								DYNO NOBEL INC	009091257	NITROGLYCERIN SOLID WASTE AND WASTEWATER ARE RECYCLED.	NO	STEVE.BURGIN@AM.DYNONOBEL.COM			NO	 	
64836RCNCRROUTE	1311209625476	007664417	AMMONIA	TRI	2011	DYNO NOBEL INC - CARTHAGE PL ANT	17562 GUM RD	CARTHAGE	JASPER	MO	64836	YES	NO	NO	NO								325920						37.1485	-94.373167	029719200								DYNO NOBEL INC	009091257	-W51:WASTE STREAMS CAN BE RECIRCULATED TO STRENGTH THE CONCENTRATION OF AMMONIUM NITRATE	NO	STEVE.BURGIN@AM.DYNONOBEL.COM			NO	 	
64501HLLYR402NO	1311209176561	N230	CERTAIN GLYCOL ETHERS	TRI	2011	HILLYARD INDUSTRIES INC	402 N 3TH ST	SAINT JOSEPH	BUCHANAN	MO	64501	YES	NO	NO	NO								325612						39.76967	-94.85674	007136096	029979804							HILLYARD INDUSTRIES INC	007136069	-W42:REPLACING A RAW MATERIAL, WHILE MODESTLY INCREASING THE REPORTABLE QUANTITIES FOR THIS SPECIFIC TRI CHEMICAL CATEGORY, PROVIDED FOR THE NEAR ELIMINATION OF THE TRI CHEMICAL ETHYLENE GLYCOL.	NO	THALL@HILLYARD.COM			NO	 	
64051SRMYLINTER	1311209205020	N420	LEAD COMPOUNDS	PBT	2011	US ARMY LAKE CITY ARMY AMMUNITION PLANT	INTERSECTION OF MO HWYS 7 & 78	INDEPENDENCE	JACKSON	MO	640510250	YES	NO	YES	NO								332992						39.103	-94.2783									US DEPARTMENT OF DEFENSE		DEVELOPMENT OF A LEAD FREE ROUND TO REDUCE THA AMOUNT OF LEAD USED AT THIS FACILITY.	YES	THOMAS.J.BUECHLER2.CIV@MAIL.MIL			YES	 	
64836CNGRT411NO	1311209237888	007664417	AMMONIA	TRI	2011	BUTTERBALL LLC	411 N MAIN	CARTHAGE	JASPER	MO	64836	YES	NO	NO	NO								311615						37.183639	-94.310556	122262280				MO0082767				BUTTERBALL LLC	122262280	-W52:AN UPGRADFE TO OUR AMMONIA SYSTEM WAS COMPLETED IN DECEMBER, 2011. THREE SMALL RECIRCULATION VESSELS WERE REPLACED WITH A SINGLE, LARGER VESSEL AND TWO SMALL HIGH PRESSURE RECEIVERS WERE REPLACED WITH A SINGLE, LARGER VESSEL.	NO	JLENAHAN@BUTTERBALL.COM			NO	 	
64116SRCLN20WES	1311209125095	N420	LEAD COMPOUNDS	PBT	2011	FUJIFILM NORTH AMERICA CORP	20 W 14TH AVE	NORTH KANSAS CITY	CLAY	MO	64116	YES	NO	NO	NO								325910						39.13424	-94.58178	188559769								FUJIFILM HOLDINGS AMERICA CORP		WE STOPPED USEING LEAD CHROMATE PIGMENTS IN APRIL OF THIS YEAR AS WE SUCESSFULLY REFORMULATED ALL PRODUCTS CONTAINING LEAD CHROMATE PIGMENTS WITH ALTERNATIVE PIGMENTS.	NO	CPOGGENPOHL@FUJIFILM.COM			YES	 	
63166CLGNV7501P	1311209095114	000090437	2-PHENYLPHENOL	TRI	2011	STERIS CORP ST LOUIS OPERATIONS	7501 PAGE AVE	SAINT LOUIS	ST LOUIS (CITY)	MO	63133	YES	NO	NO	NO								325611						38.67832	-90.31879	122655236								STERIS CORP	177360039	WE USE THIS CHEMICAL (OPP) AS A REACTANT IN ONE OF OUR CLEANING PRODUCTS THAT WE MANUFACTURE.  WE HAVE BEEN PHASING OUT THIS PRODUCT, DEVELOPING PRODUCTS WITHOUT OPP, AND THIS YEAR'S REPORT SHOWS THE DECREASE IN THE PRODUCTION RATION OR ACTIVITY INDEX. ALSO, WE HAD TO DESTROY A LARGE QUANTITY OF PRODUCT CONTAINING OPP IN THE PRIOR REPORTING YEAR, WHICH ACCOUNTS FOR THE LARGE DECREASE IN THIS REPORTING YEAR'S DISPOSAL QUANTITY.	NO				NO	 	
64098TNGNR20250	1311209106968	007664417	AMMONIA	TRI	2011	IATAN GENERATING STATION	20250 HWY 45N	WESTON	PLATTE	MO	64098	YES	NO	NO	NO								221112						39.449694	-94.974333	134884519								GREAT PLAINS ENERGY	064739076	DETERMINED A WAY TO CALCULATE AMMONIA USED UP AS A REAGENT AND REPORTED HERE AS TREATED TO DESTRUCTION.	NO	KATIE.MCDONALD@KCPL.COM			NO	 	
65536CLWNDINTER	1311209451602	001330207	XYLENE (MIXED ISOMERS)	TRI	2011	BRUNSWICK FRESHWATER GROUP	2900 INDUSTRIAL DR	LEBANON	LACLEDE	MO	65536	YES	NO	NO	NO								336612						37.638691	-92.675034									BRUNSWICK CORP	051456499	FACILITY IMPLEMENTED SWPPP & SPCCP FACILITY HAD EXTERNAL ENVIRONMENTAL COMPLIANCE AUDIT FACILITY REMOVED CHROME PRODUCT FROM PROCESS.	NO	KELLY.BUTCHER@LOWE.COM			NO	 	
65536CLWNDINTER	1311209451588	007439965	MANGANESE	TRI	2011	BRUNSWICK FRESHWATER GROUP	2900 INDUSTRIAL DR	LEBANON	LACLEDE	MO	65536	YES	NO	NO	NO								336612						37.638691	-92.675034									BRUNSWICK CORP	051456499	FACILITY CONDUCTED EXTERNAL ENVIRONMENTAL COMPLIANCE AUDIT. FACILITY SWITCHED TO A CROME-FREE MATERIAL. FACILITY HAS IMPLEMENTED A SWPPP AND SPCCP.	NO	KELLY.BUTCHER@LOWE.COM			YES	 	
64701GRNTHPOBOX	1311209069830	004080313	1-(3-CHLOROALLYL)-3,5,7-TRIAZA-1-AZONIAADAMANTANE CHLORIDE	TRI	2011	CHURCH & DWIGHT CO INC	1607 ANACONDA RD	HARRISONVILLE	CASS	MO	64701	YES	NO	NO	NO								325611						38.639658	-94.363019	001211952								CHURCH & DWIGHT CO INC	001211952	USAGE IN 2011 VERSUS 2010 INCREASED DUE TO PERCENT INCREASE IN CONCENTARTION FROM 64% TO 68% PER MSDS.	NO	NEIL.BOGLE@CHURCHDWIGHT.COM			NO	 	
64132MLLRM2405E	1311209586989	007439921	LEAD	TRI	2011	85TH ST MILLER MATERIALS	2405 E 85TH ST	KANSAS CITY	JACKSON	MO	64132	YES	NO	NO	NO								327331						38.971417	-94.559194	037176591								OLDCASTLE INC	037176591	NONE	NO	BRAD.SMITH@OLDCASTLE.COM			YES	 	
