TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
83687GRTWS1717E	1312210284030	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	BHS MARKETING LLC	1717 E FARGO AVE	NAMPA	CANYON	ID	83687	YES	NO	NO	NO								325188						43.600788	-116.54774	070963319		IDD082846882								0		NA												NO	HEATHER@BHSMARKETING.COM			NO	 	
83301NVRSL856RU	1312210182655	007664417	AMMONIA	TRI	Pounds																		2012	NO	CONAGRA FOODS LAMB WESTON INC	856 RUSSET ST	TWIN FALLS	TWIN FALLS	ID	83301	YES	NO	NO	NO								311411						42.5524	-114.4827									CONAGRA FOODS INC	007258908	38711	M2	TWIN FALLS CITY STP	CANYON RIM RD	TWIN FALLS	ID	TWIN FALLS	83301							NO	CURT.SNYDER@CONAGRAFOODS.COM			NO	 	
83606DRYMN520AL	1312210320697	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	DARIGOLD-CALDWELL	520 ALBANY ST	CALDWELL	CANYON	ID	83605	YES	NO	NO	NO								311514						43.669327	-116.688749									NORTHWEST DAIRY ASSOC	009260449	125908	M1	CALDWELL, CITY OF - CALDWELL WWTP	504 JOHNSON LANE	CALDWELL	ID	CANYON	836056721							NO	STEVEN.ROWE@DARIGOLD.COM			NO	 	
83606DRYMN520AL	1312210320723	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	DARIGOLD-CALDWELL	520 ALBANY ST	CALDWELL	CANYON	ID	83605	YES	NO	NO	NO								311514						43.669327	-116.688749									NORTHWEST DAIRY ASSOC	009260449	0		NA												NO	STEVEN.ROWE@DARIGOLD.COM			NO	 	
83303MLGMTPOBOX	1312210502718	N458	MERCURY COMPOUNDS	PBT	Pounds																		2012	NO	AMALGAMATED SUGAR CO LLC	2320 ORCHARD DR E	TWIN FALLS	TWIN FALLS	ID	83301	YES	NO	NO	NO								311313						42.532113	-114.43181	009076738								SNAKE RIVER SUGAR CO	172022162	0		NA												NO	DDELOREY@AMALSUGAR.COM			YES	 	
83303MLGMTPOBOX	1312210502629	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	AMALGAMATED SUGAR CO LLC	2320 ORCHARD DR E	TWIN FALLS	TWIN FALLS	ID	83301	YES	NO	NO	NO								311313						42.532113	-114.43181	009076738								SNAKE RIVER SUGAR CO	172022162	0		NA												NO	DDELOREY@AMALSUGAR.COM			YES	 	
83303MLGMTPOBOX	1312210502605	007664417	AMMONIA	TRI	Pounds																		2012	NO	AMALGAMATED SUGAR CO LLC	2320 ORCHARD DR E	TWIN FALLS	TWIN FALLS	ID	83301	YES	NO	NO	NO								311313						42.532113	-114.43181	009076738								SNAKE RIVER SUGAR CO	172022162	0		NA												NO	DDELOREY@AMALSUGAR.COM			NO	 	
83303MLGMTPOBOX	1312210502744	000067561	METHANOL	TRI	Pounds																		2012	NO	AMALGAMATED SUGAR CO LLC	2320 ORCHARD DR E	TWIN FALLS	TWIN FALLS	ID	83301	YES	NO	NO	NO								311313						42.532113	-114.43181	009076738								SNAKE RIVER SUGAR CO	172022162	0		NA												NO	DDELOREY@AMALSUGAR.COM			NO	 	
83347MLGMT500WE	1312210550428	000067561	METHANOL	TRI	Pounds																		2012	NO	AMALGAMATED SUGAR CO	50 S 500 W	PAUL	MINIDOKA	ID	83347	YES	NO	NO	NO								311313						42.611671	-113.757423	009076738								SNAKE RIVER SUGAR CO	172022162	0		NA												NO	DDELOREY@AMALSUGAR.COM			NO	 	
83347MLGMT500WE	1312210550392	007664417	AMMONIA	TRI	Pounds																		2012	NO	AMALGAMATED SUGAR CO	50 S 500 W	PAUL	MINIDOKA	ID	83347	YES	NO	NO	NO								311313						42.611671	-113.757423	009076738								SNAKE RIVER SUGAR CO	172022162	0		NA												NO	DDELOREY@AMALSUGAR.COM			NO	 	
