TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
83687MCMSN16399	1312210633727	N420	LEAD COMPOUNDS	PBT	2012	PLEXUS ELECTRONIC ASSEMBLY CORP (EA-BOI)	16399 N FRANKLIN BLVD	NAMPA	CANYON	ID	83687	YES	NO	NO	NO								334418						43.610674	-116.55298	098544398								PLEXUS CORP	098544398	|W52:One lead wave solder machine was sold in August 2012 and replaced with lead-free wave solder equipment.|W42:The lead solder utilized in the lead wave solder equipment was discontinued.  Lead-free solder was selected for use in the new wave solder equipment acquired for the site.	NO	BILL.SMITH@PLEXUS.COM			YES	 	
83854PTLTC41NPT	1312210152296	N120	DIISOCYANATES	TRI	2012	PLUMMER FOREST PRODUCTS PARTICLEBOARD PLANT	401 N POTLATCH RD	POST FALLS	KOOTENAI	ID	83854	YES	NO	NO	NO								321219						47.708266	-116.911411									PLUMMER FOREST PRODUCTS INC	006634039	Installed process controls that give real time data on quality of product. Also made scheduling change as to more quickly move product from production to finishing. Both of these changes result in less product waste and downgrade which in turn reduces diisocyanate usage.	NO	TBRINKMEYER@PLUMMERFOREST.COM			NO	 	
83815DVNCD600WW	1312210445894	007439921	LEAD	TRI	2012	ADVANCED INPUT DEVICES	600 W WILBUR AVE	COEUR D'ALENE	KOOTENAI	ID	83815	YES	NO	NO	NO								334119						47.736279	-116.795328	097819635								ESTERLINE TECHNOLOGIES	043190826	Lead-free process in approximately 75% of top assemblies	NO	DENNIS.STAVER@ESTERLINE.COM			YES	 	
83639GSTFSBRUNE	1312210644480	082657043	BIFENTHRIN	TRI	2012	AMVAC CHEMICAL	410 SIMPKIN LN	MARSING	OWYHEE	ID	836390150	YES	NO	NO	NO								325320						43.52558	-116.848875									AMERICAN VANGUARD CORP	952588080	Reduction in releases achieved by employee efforts to minimize waste stream handling and disposal costs.	NO	DENNISA@AMVAC-CHEMICAL.COM			NO	 	
83639GSTFSBRUNE	1312210644682	000118741	HEXACHLOROBENZENE	PBT	2012	AMVAC CHEMICAL	410 SIMPKIN LN	MARSING	OWYHEE	ID	836390150	YES	NO	NO	NO								325320						43.52558	-116.848875									AMERICAN VANGUARD CORP	952588080	Continue to utilize source reduction to reduce overall waste generated.|W68:Increased use of high pressure washing; reduces overall rinse.|T04:Collaboration between employees and manage ment.|W14:Consolidate production campaigns.|T05:Employees continue to bring good ideas on waste reduction.	NO	DENNISA@AMVAC-CHEMICAL.COM			NO	 	
83639GSTFSBRUNE	1312210644769	000082688	QUINTOZENE	TRI	2012	AMVAC CHEMICAL	410 SIMPKIN LN	MARSING	OWYHEE	ID	836390150	YES	NO	NO	NO								325320						43.52558	-116.848875									AMERICAN VANGUARD CORP	952588080	Continue to minimize hose, fittings and equipment that would require rinsing and simplfy the formulation process from raw materials to finished product.|W14:Reduce the multiple run cleanouts to 2 production campaigns per year.|T04:See employee recommendation and involvements below|W68:Possible install higher pressure rinse equipment.|T05:Continue employee creative thinking to reduce rinse and reuse.	NO	DENNISA@AMVAC-CHEMICAL.COM			NO	 	
83639GSTFSBRUNE	1312210644617	005234684	CARBOXIN	TRI	2012	AMVAC CHEMICAL	410 SIMPKIN LN	MARSING	OWYHEE	ID	836390150	YES	NO	NO	NO								325320						43.52558	-116.848875									AMERICAN VANGUARD CORP	952588080	Continue to use source reduction effort to minimize waste handling and disposal.|W14:Consolidate production campaigns|T05:Employees bring ideas to the operations personnel|W68:Increase use of high pressure washer|T04:Discussed at operations meetings	NO	DENNISA@AMVAC-CHEMICAL.COM			NO	 	
83227THMPSSQUAW	1312210858445	N420	LEAD COMPOUNDS	PBT	2012	THOMPSON CREEK MINING CO	SQUAW CREEK RD OFF HWY 75	CLAYTON	CUSTER	ID	83227	YES	NO	NO	NO								212299						44.30944	-114.55332									THOMPSON CREEK METALS CO	809399165	Less  Type II waste rock was mined in 2012, therefore lower lead numbers.	NO	BDOUGHTY@TCREEK.COM			YES	 	
83227THMPSSQUAW	1312210858421	007664417	AMMONIA	TRI	2012	THOMPSON CREEK MINING CO	SQUAW CREEK RD OFF HWY 75	CLAYTON	CUSTER	ID	83227	YES	NO	NO	NO								212299						44.30944	-114.55332									THOMPSON CREEK METALS CO	809399165	Less waste rock material to blast, therefore lower ammonia numbers from blasting.	NO	BDOUGHTY@TCREEK.COM			NO	 	
83227THMPSSQUAW	1312210858460	N511	NITRATE COMPOUNDS	TRI	2012	THOMPSON CREEK MINING CO	SQUAW CREEK RD OFF HWY 75	CLAYTON	CUSTER	ID	83227	YES	NO	NO	NO								212299						44.30944	-114.55332									THOMPSON CREEK METALS CO	809399165	Less waste rock material to blast in 2012, therefore lower nitrate numbers.	NO	BDOUGHTY@TCREEK.COM			NO	 	
