TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
99752RDDGP90MIL	1312210109789	N100	COPPER COMPOUNDS	TRI	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	SRNA:Copper sulfate and copper compounds are naturally occurring in ore.	NO	WAYNE.HALL@TECK.COM			YES	 	
99752RDDGP90MIL	1312210109854	N420	LEAD COMPOUNDS	PBT	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	SRNA:Pb is naturally occurring in ore.	NO	WAYNE.HALL@TECK.COM			YES	 	
99752RDDGP90MIL	1312210109967	N495	NICKEL COMPOUNDS	TRI	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	SRNA:Ni is naturally occurring in ore.	NO	WAYNE.HALL@TECK.COM			YES	 	
99752RDDGP90MIL	1312210109981	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	|W13:Vehicles are not permitted to idle unless outside temperatures are low enough to require it for safety and engine reliability.|T06:Vehicles are not permitted to idle unless outside temperatures are low enough to require it for safety and engine reliability.	NO	WAYNE.HALL@TECK.COM			NO	 	
99752RDDGP90MIL	1312210109904	N450	MANGANESE COMPOUNDS	TRI	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	SRNA:Mn is naturally occurring in ore.  Small amounts from liners and grinding media are not under the control of the company.	NO	WAYNE.HALL@TECK.COM			YES	 	
99752RDDGP90MIL	1312210109601	N078	CADMIUM COMPOUNDS	TRI	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	SRNA:Cd is naturally occurring in ore.  Source reduction is not applicable.	NO	WAYNE.HALL@TECK.COM			YES	 	
99752RDDGP90MIL	1312210109942	000091203	NAPHTHALENE	TRI	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	SRNA:Energy audits are undertaken and efficiencies put into place, however large reductions are not possible given current technology.  In addition effective air pollution controls on larger diesel engines can reduce fuel efficiency.	NO	WAYNE.HALL@TECK.COM			NO	 	
99752RDDGP90MIL	1312210109702	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	SRNA:Chromium compounds are reported due to use of Chromium-containing grinding media and liners which are necessary for operations.  Chromium compounds are also naturally present in the ore.	NO	WAYNE.HALL@TECK.COM			YES	 	
99752RDDGP90MIL	1312210109916	N458	MERCURY COMPOUNDS	PBT	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	SRNA:Hg is naturally occurring in ore.	NO	WAYNE.HALL@TECK.COM			YES	 	
99752RDDGP90MIL	1312210109548	N040	BARIUM COMPOUNDS	TRI	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	SRNA:BaOH is no longer used in the water treatment process; however it may be used again in the future.	NO	WAYNE.HALL@TECK.COM			YES	 	
