TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
99707FRTKN1FORA	1312210284675	007440020	NICKEL	TRI	2012	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712	YES	NO	NO	NO								212221						65.001174	-147.358107									KINROSS GOLD CORP	807545777	For 2012 changed provider of grinding ball to ones with much lower Cr & Mn & higher Ni. Grinding ball wear is the primary source of metal wear to the tailing dam. Nickel concentration in the 2012 grinding balls was higher than in 2011	NO				YES	 	
99737PGMNX38MIL	1312210390757	N420	LEAD COMPOUNDS	PBT	2012	POGO MINE	38 MILES NE OF DELTA JUNCTION	DELTA JUNCTION	FAIRBANKS NORTH STAR	AK	99737	YES	NO	NO	NO								212221						64.446816	-144.937906									SUMITOMO METAL MINING AMERICA INC	042414420	: Land, other: Decreased lead in 2102 in mineralized waste rock and CIP tails resulted in decreased release.	NO	CHRIS.KENNEDY@SMMPOGO.COM			YES	 	
99707FRTKN1FORA	1312210284636	N420	LEAD COMPOUNDS	PBT	2012	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712	YES	NO	NO	NO								212221						65.001174	-147.358107									KINROSS GOLD CORP	807545777	Land, impoundment: Lower lead concentration in discharge to tailing facility in 2012; Land, Other: Increased the amount of waste rock mined in 2012.	NO				YES	 	
99752RDDGP90MIL	1312210109854	N420	LEAD COMPOUNDS	PBT	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	|PRAI:Variables used to calculate production ratio: total ore, Pb grade.|TOTRL:Total releases of Pb compounds are dependant on ore grade, among other things.  Natural variation accounts for much of the difference in released Pb compounds from year to year.|TPRL:Total releases of Pb compounds are dependant on ore grade, among other things.  Natural variation accounts for much of the difference in released Pb compounds from year to year.	NO	WAYNE.HALL@TECK.COM			YES	 	
99752RDDGP90MIL	1312210109967	N495	NICKEL COMPOUNDS	TRI	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	|PRAI: The variable used to calculate production ratio is: total ore.	NO	WAYNE.HALL@TECK.COM			YES	 	
99737PGMNX38MIL	1312210386355	N982	ZINC COMPOUNDS	TRI	2012	POGO MINE	38 MILES NE OF DELTA JUNCTION	DELTA JUNCTION	FAIRBANKS NORTH STAR	AK	99737	YES	NO	NO	NO								212221						64.446816	-144.937906									SUMITOMO METAL MINING AMERICA INC	042414420	Zinc concentration in CIP Tails released to land decreased by about 50% 2012	NO	CHRIS.KENNEDY@SMMPOGO.COM			YES	 	
99752RDDGP90MIL	1312210109993	N982	ZINC COMPOUNDS	TRI	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	Water was not discharged for the majority of the discharge season in 2012.  |PRAI: The variable used to calculate production ratio is: total ore.|TWRL:Water was not discharged for the majority of the 2012 discharge season.	NO	WAYNE.HALL@TECK.COM			YES	 	
99505SRMYF730QU	1312210805331	007440508	COPPER	TRI	2012	US DOD USAF JOINT BASE ELMENDORF-RICHARDSON TRAINING RANGES	6326 ARCTIC WARRIOR DR	JBER	ANCHORAGE	AK	995064500	NO	YES	YES	NO								928110						61.25833	-149.7									US DEPARTMENT OF DEFENSE		Note: System inaccessibility on 1 July 2013 prevented the timely submittal of this Form R; multiple attempts for form certification and submittal were made throughout the regular business day on 1 July.	YES	ROBERT.HALL.58@US.AF.MIL			YES	 	
9970WGLDNV119HH	1312210275350	000091203	NAPHTHALENE	TRI	2012	GOLDEN VALLEY ELECTRIC ASSOC NORTH POLE POWER PLANT	1150 H & H LN	NORTH POLE	FAIRBANKS NORTH STAR	AK	99705	YES	NO	NO	NO								221112						64.735968	-147.348622									GOLDEN VALLEY ELECTRIC ASSOC	002848588	Process optimization in RY2012 affected the makeup of the fuels used resulting in the reporting of new chemicals for RY2012 vs. RY2011.	NO	KED@GVEA.COM			NO	 	
99752RDDGP90MIL	1312210109942	000091203	NAPHTHALENE	TRI	2012	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	|PRAI: The variable used to calculate production ratio is: total diesel use.	NO	WAYNE.HALL@TECK.COM			NO	 	
