REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
2012	NO	13021BRNSTQUARR	NUCOR STEEL AUBURN INC	25 QUARRY RD	AUBURN	CAYUGA	NY	130211146	YES	NO	NO	NO								331111						42.952	-76.572	026308820								NUCOR CORP	003446796	1312210453864	N420	LEAD COMPOUNDS	PBT	Pounds																		88.9901	96.96	92	92	0	0	0	0	0	0	0	0	0	0	0	0	315323	345137	33000	33000	0	0	0	0	0	0	0	0		.99	NA	NA																															0	0	0	0	85.885	82.333	80	80	0	13.31	10	10	3.1051	1.317	2	2	NO	GORDON.ELWELL@NUCOR.COM			YES	 	
2012	NO	14825VLCRF5362R	VULCRAFT OF NEW YORK INC	621 MAIN ST	CHEMUNG	CHEMUNG	NY	14825	YES	NO	NO	NO								332312	332322					42.005417	-76.617806	832144146								NUCOR CORP	003446796	1312210043523	000078922	SEC-BUTYL ALCOHOL	TRI	Pounds																		8245	6844	8760	11214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.28	NA	NA																															0	0	0	0	8233	6796	8699	11135	12	48	61	79	0	0	0	0	NO	MHEINE@VULCRAFT-NY.COM			NO	 	
2012	NO	14150CRHNT3500R	HUNTLEY GENERATING STATION	3500 RIVER RD	TONAWANDA	ERIE	NY	14150	YES	NO	NO	NO								221112						42.9706	-78.9304	556093396								NRG ENERGY INC	793422213	1312210343808	N458	MERCURY COMPOUNDS	PBT	Pounds																		97	52	52	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.5	NA	NA																															0	0	0	0	43	8	8	8	54	44	44	44	0	0	0	0	NO	DAVID.GAIER@NRGENERGY.COM			YES	 	
2012	NO	12550MRDHS590RI	HESS CORP ROSETON TERMINAL	590 RIVER RD	NEWBURGH	ORANGE	NY	12550	YES	NO	NO	NO								424710						41.559194	-73.981278									HESS CORP	006979785	1312210027975	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		.01	.02	.02	.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.89	NA	NA																															0	0	0	0	0	0	0	0	.01	.02	.02	.02	0	0	0	0	NO	JGEITNER@HESS.COM			NO	 	
2012	NO	13619SLCKC465SC	SLACK CHEMICAL CO INC	465 S CLINTON ST	CARTHAGE	JEFFERSON	NY	13619	YES	NO	NO	NO								424690						43.977222	-75.598056	013447511								SLACK CHEMICAL CO INC		1312210666917	000067561	METHANOL	TRI	Pounds																		525	191	200	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.36	NA	NA																															0	0	0	0	525	191	200	215	0	0	0	0	0	0	0	0	NO	SLACK@SLACKCHEM.COM			NO	 	
2012	NO	11222MTVNT25PAI	ARC BROOKLYN ON BEHALF OF FORMER OWNER MOTIVA BROOKLYN	25 PAIDGE AVE	BROOKLYN	KINGS	NY	11222	YES	NO	NO	NO								493190						40.73712	-73.951453									ARC TERMINALS LP		1312210645851	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		61	183	61	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	.82	NA	NA																															0	0	0	0	60	60	60	60	0	0	0	0	1	123	1	1	NO	SKIZEWSKI@ARCTERMINALS.COM			NO	 	
2012	NO	12047NRLTC628SO	NORLITE CORP	628 S SARATOGA ST	COHOES	ALBANY	NY	12047	YES	NO	NO	NO								327992						42.7555	-73.705667	154133672								UNITED OIL RECOVERY	154133672	1312210694636	007439921	LEAD	TRI	Pounds																		1.3933	1.7465	2.59	2.59	0	0	0	0	0	0	0	0	34	173	249	249	.0195	.01	0	0	0	0	0	0	0	0	0	0		.96	NA	NA																															0	0	0	0	1.3933	1.7465	2.59	2.59	0	0	0	0	0	0	0	0	NO	TITA.LAGRIMAS@TRADEBE.COM			YES	 	
2012	NO	12553WRXTRRIVER	GLOBAL COS LLC NORTH TERMINAL	1254  RIVER RD	NEW WINDSOR	ORANGE	NY	12553	YES	NO	NO	NO								424710						41.485139	-74.008333	019177757								GLOBAL COS LLC	019177757	1312210388106	000091203	NAPHTHALENE	TRI	Pounds																		1.41	105.73	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.93	1	1	1	0	0	0	0	443.76	1.01	W13	IMPROVED MAINTENANCE SCHEDULING, RECORDKEEPING, OR PROCEDURES	T01	INTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S)	T02	EXTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S)	T04	PARTICIPATIVE TEAM MANAGEMENT																									0	0	0	0	1.41	1.73	2	2	0	0	0	0	0	104	10	10	NO	RKENNY@GLOBALP.COM			NO	 	
2012	NO	13605GRTLK23PHE	GREAT LAKES CHEESE OF NY INC	23 PHELPS ST	ADAMS	JEFFERSON	NY	13605	YES	NO	NO	NO								311513						43.811667	-76.029167	121790794								GREAT LAKES CHEESE CO INC	018219808	1312209978586	007697372	NITRIC ACID	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283700	432797	400000	400000	0	0	0	0		1.53	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	JENNINGS@GREATLAKESCHEESE.COM			NO	 	
2012	NO	14001WHTNG113CE	WHITING DOOR MANUFACTURING CORP	113 CEDAR ST	AKRON	ERIE	NY	14001	YES	NO	NO	NO								336399						43.029	-78.497	002114726								WHITING DOOR MANUFACTURING CORP		1312210568907	007439965	MANGANESE	TRI	Pounds																		72.916	72.05	72.05	72.05	0	0	0	0	0	0	0	0	0	0	0	0	5999	4635	4635	4635	0	0	0	0	0	0	0	0		1.21	NA	NA																															0	0	0	0	30.69	12	12	12	42.15	60	60	60	.076	.05	.05	.05	NO	MIKEWHITING@WHITINGDOOR.COM			YES	 	
