TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
11696MBLLN464DO	1312210510362	000108883	TOLUENE	TRI	2012	GLOBAL COS LLC INWOOD TERMINAL	464 DOUGHTY BLVD	INWOOD	NASSAU	NY	11096	YES	NO	NO	NO								424710						40.625694	-73.745694	019177757								GLOBAL COS LLC	019177757	|TOTRL:increased in producity by 30%	NO	RKENNY@GLOBALP.COM			NO	 	
11696MBLLN464DO	1312210510259	000098828	CUMENE	TRI	2012	GLOBAL COS LLC INWOOD TERMINAL	464 DOUGHTY BLVD	INWOOD	NASSAU	NY	11096	YES	NO	NO	NO								424710						40.625694	-73.745694	019177757								GLOBAL COS LLC	019177757	|NPYF:Cumeme is contained in fuel additive. For reporting year 2012 it exceeded 10,000 lbs otherwise used.	NO	RKENNY@GLOBALP.COM			NO	 	
11696MBLLN464DO	1312210510273	000110543	N-HEXANE	TRI	2012	GLOBAL COS LLC INWOOD TERMINAL	464 DOUGHTY BLVD	INWOOD	NASSAU	NY	11096	YES	NO	NO	NO								424710						40.625694	-73.745694	019177757								GLOBAL COS LLC	019177757	|TOTRL:increased in producity by 30%	NO	RKENNY@GLOBALP.COM			NO	 	
14012SSMRS7725L	1312210215051	N020	ARSENIC COMPOUNDS	TRI	2012	SOMERSET OPERATING CO LLC	7725 LAKE RD	BARKER	NIAGARA	NY	14012	YES	NO	NO	NO								221112						43.357387	-78.605805	078545234								UPSTATE NEW YORK POWER PRODUCERS,INC.	078510124	The facility changed ownership in 2012.	NO	JOHN.MARABELLA@USNYPP.COM			YES	 	
14012SSMRS7725L	1312210215113	N100	COPPER COMPOUNDS	TRI	2012	SOMERSET OPERATING CO LLC	7725 LAKE RD	BARKER	NIAGARA	NY	14012	YES	NO	NO	NO								221112						43.357387	-78.605805	078545234								UPSTATE NEW YORK POWER PRODUCERS,INC.	078510124	The facility changed ownership in 2012.	NO	JOHN.MARABELLA@USNYPP.COM			YES	 	
14012SSMRS7725L	1312210215214	N458	MERCURY COMPOUNDS	PBT	2012	SOMERSET OPERATING CO LLC	7725 LAKE RD	BARKER	NIAGARA	NY	14012	YES	NO	NO	NO								221112						43.357387	-78.605805	078545234								UPSTATE NEW YORK POWER PRODUCERS,INC.	078510124	The facility changed ownership in 2012.	NO	JOHN.MARABELLA@USNYPP.COM			YES	 	
14012SSMRS7725L	1312210215149	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2012	SOMERSET OPERATING CO LLC	7725 LAKE RD	BARKER	NIAGARA	NY	14012	YES	NO	NO	NO								221112						43.357387	-78.605805	078545234								UPSTATE NEW YORK POWER PRODUCERS,INC.	078510124	The facility changed ownership in 2012.	NO	JOHN.MARABELLA@USNYPP.COM			NO	 	
14012SSMRS7725L	1312210215190	N450	MANGANESE COMPOUNDS	TRI	2012	SOMERSET OPERATING CO LLC	7725 LAKE RD	BARKER	NIAGARA	NY	14012	YES	NO	NO	NO								221112						43.357387	-78.605805	078545234								UPSTATE NEW YORK POWER PRODUCERS,INC.	078510124	The facility changed ownership in 2012.	NO	JOHN.MARABELLA@USNYPP.COM			YES	 	
14012SSMRS7725L	1312210215188	N420	LEAD COMPOUNDS	PBT	2012	SOMERSET OPERATING CO LLC	7725 LAKE RD	BARKER	NIAGARA	NY	14012	YES	NO	NO	NO								221112						43.357387	-78.605805	078545234								UPSTATE NEW YORK POWER PRODUCERS,INC.	078510124	The facility changed ownership in 2012.	NO	JOHN.MARABELLA@USNYPP.COM			YES	 	
14012SSMRS7725L	1312210215137	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	2012	SOMERSET OPERATING CO LLC	7725 LAKE RD	BARKER	NIAGARA	NY	14012	YES	NO	NO	NO								221112						43.357387	-78.605805	078545234								UPSTATE NEW YORK POWER PRODUCERS,INC.	078510124	The facility changed ownership in 2012.	NO	JOHN.MARABELLA@USNYPP.COM			NO	 	
