REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
2007	NO	15056CLRWTINDUS	CLEARWATER INTERNATIONAL LLC	100 INDUSTRIAL DR (BLDG 180, 150, & 76)	LEETSDALE	ALLEGHENY	PA	15056	YES	NO	NO	NO								325998						40.562778	-80.215	100748941								WEATHERFORD INTERNATIONAL LTD	875659641	1307205458159	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		958	95	109	102	0	0	0	0	0	0	0	0	289	382	350	375	0	0	0	0	0	0	0	0	0	4	6	6		1.85	NA	NA																															0	0	0	0	3	6	9	12	0	0	0	0	955	89	100	90	NO	TERRI.HARRISON@WEATHERFORD.COM			NO	
2007	NO	15056CLRWTINDUS	CLEARWATER INTERNATIONAL LLC	100 INDUSTRIAL DR (BLDG 180, 150, & 76)	LEETSDALE	ALLEGHENY	PA	15056	YES	NO	NO	NO								325998						40.562778	-80.215	100748941								WEATHERFORD INTERNATIONAL LTD	875659641	1307205458161	000106898	EPICHLOROHYDRIN	TRI	Pounds																		0	22.37	.4	.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.32	.35	.37			NA	NA																															0	0	0	0	0	.37	.4	.42	0	0	0	0	0	22	0	0	NO	TERRI.HARRISON@WEATHERFORD.COM			NO	
2007	NO	15056CLRWTINDUS	CLEARWATER INTERNATIONAL LLC	100 INDUSTRIAL DR (BLDG 180, 150, & 76)	LEETSDALE	ALLEGHENY	PA	15056	YES	NO	NO	NO								325998						40.562778	-80.215	100748941								WEATHERFORD INTERNATIONAL LTD	875659641	1307205458173	000107211	ETHYLENE GLYCOL	TRI	Pounds																		1964	1746	1500	1400	0	0	0	0	0	0	0	0	122	205	250	300	0	0	0	0	0	0	0	0	0	1726	0	0		1.62	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	1964	1746	1500	1400	NO	TERRI.HARRISON@WEATHERFORD.COM			NO	
2007	NO	15056CLRWTINDUS	CLEARWATER INTERNATIONAL LLC	100 INDUSTRIAL DR (BLDG 180, 150, & 76)	LEETSDALE	ALLEGHENY	PA	15056	YES	NO	NO	NO								325998						40.562778	-80.215	100748941								WEATHERFORD INTERNATIONAL LTD	875659641	1307205458185	000064186	FORMIC ACID	TRI	Pounds																		103	138.82	150	175	0	0	0	0	0	0	0	0	24	0	20	30	0	0	0	0	0	0	0	0	0	0	0	0		2.17	NA	NA																															0	0	0	0	103	138.82	150	175	0	0	0	0	0	0	0	0	NO	TERRI.HARRISON@WEATHERFORD.COM			NO	
2007	NO	15056CLRWTINDUS	CLEARWATER INTERNATIONAL LLC	100 INDUSTRIAL DR (BLDG 180, 150, & 76)	LEETSDALE	ALLEGHENY	PA	15056	YES	NO	NO	NO								325998						40.562778	-80.215	100748941								WEATHERFORD INTERNATIONAL LTD	875659641	1307205458197	000067561	METHANOL	TRI	Pounds																		516	373	450	550	0	0	0	0	0	0	0	0	80	116	150	200	0	0	0	0	0	0	0	0	0	372	0	0		1.76	NA	NA																															0	0	0	0	222	367	400	450	0	0	0	0	294	6	50	100	NO	TERRI.HARRISON@WEATHERFORD.COM			NO	
2007	NO	15056CLRWTINDUS	CLEARWATER INTERNATIONAL LLC	100 INDUSTRIAL DR (BLDG 180, 150, & 76)	LEETSDALE	ALLEGHENY	PA	15056	YES	NO	NO	NO								325998						40.562778	-80.215	100748941								WEATHERFORD INTERNATIONAL LTD	875659641	1307205458209	000068122	N,N-DIMETHYLFORMAMIDE	TRI	Pounds																		571.93	572.6	593	623.5	0	0	0	0	0	0	0	0	17	99	150	210	0	0	0	0	0	0	0	0	0	100	150	200			NA	NA																															0	0	0	0	.93	2.6	3	3.5	0	0	10	20	571	570	580	600	NO	TERRI.HARRISON@WEATHERFORD.COM			NO	
2007	NO	15056CLRWTINDUS	CLEARWATER INTERNATIONAL LLC	100 INDUSTRIAL DR (BLDG 180, 150, & 76)	LEETSDALE	ALLEGHENY	PA	15056	YES	NO	NO	NO								325998						40.562778	-80.215	100748941								WEATHERFORD INTERNATIONAL LTD	875659641	1307205458211	000108883	TOLUENE	TRI	Pounds																		569	102	150	195	0	0	0	0	0	0	0	0	26	55	75	100	0	0	0	0	0	0	0	0	0	355	300	200		2.1	NA	NA																															0	0	0	0	21	41	50	75	0	0	0	0	548	61	100	120	NO	TERRI.HARRISON@WEATHERFORD.COM			NO	
2007	NO	15056CLRWTINDUS	CLEARWATER INTERNATIONAL LLC	100 INDUSTRIAL DR (BLDG 180, 150, & 76)	LEETSDALE	ALLEGHENY	PA	15056	YES	NO	NO	NO								325998						40.562778	-80.215	100748941								WEATHERFORD INTERNATIONAL LTD	875659641	1307205458223	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		552	73	70	55	0	0	0	0	0	0	0	0	26	55	75	110	0	0	0	0	0	0	0	0	0	355	400	420		2.5	NA	NA																															0	0	0	0	6	12	15	20	0	0	5	10	546	61	50	25	NO	TERRI.HARRISON@WEATHERFORD.COM			NO	
2007	NO	15061NFMNT1729P	NF&M INTERNATIONAL INC.	1729 PENNSYLVANIA AVE	MONACA	BEAVER	PA	15061	YES	NO	NO	NO								331491						40.687385	-80.271552									VSMPO-TIRUS, US	006964600	1307205517737	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.52	47.54	50	50	890.45	950.77	1000	1000		1.07	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	DMUSI@NFM-TITANIUM.COM			NO	
2007	NO	15061NFMNT1729P	NF&M INTERNATIONAL INC.	1729 PENNSYLVANIA AVE	MONACA	BEAVER	PA	15061	YES	NO	NO	NO								331491						40.687385	-80.271552									VSMPO-TIRUS, US	006964600	1307205517749	007697372	NITRIC ACID	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826.23	882.2	900	900	16524.66	17644.06	18000	18000		1.07	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	DMUSI@NFM-TITANIUM.COM			NO	
