TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
21226NTDST5500Q	1312210254660	007439976	MERCURY	PBT	2012	US GYPSUM CO	5500 QUARANTINE RD	BALTIMORE	BALTIMORE (CITY)	MD	21226	YES	NO	NO	NO								327420						39.215664	-76.557742	003091964								USG CORP	003091964	|W58:Board Improvement Plans were implemented to improve production efficiencies reducing product waste.|T04:Process Improvement A-Team projects were successful in improving wasted generated from product changeovers, start-ups, shutdowns, etc.	NO	SSEIDEL@USG.COM			YES	 	
21226NTDST5500Q	1312210254658	007439921	LEAD	TRI	2012	US GYPSUM CO	5500 QUARANTINE RD	BALTIMORE	BALTIMORE (CITY)	MD	21226	YES	NO	NO	NO								327420						39.215664	-76.557742	003091964								USG CORP	003091964	|W58:Board Improvement Plans were implemented to improve production efficiencies reducing product waste.|T04:Process Improvement A-Team projects were successful in improving wasted generated from product changeovers, start-ups and shutdowns by establishing work management procedures.	NO	SSEIDEL@USG.COM			YES	 	
21620HLSMRMDRTE	1312210497754	000085449	PHTHALIC ANHYDRIDE	TRI	2012	EASTMAN SPECIALTIES CORP	10380 WORTON RD	CHESTERTOWN	KENT	MD	21620	YES	NO	NO	NO								325199						39.262778	-76.088333	808898381								EASTMAN CHEMICAL CO	808898381	|W89:Decreased useage of this chemical.	NO	JJMABE@EASTMAN.COM			NO	 	
21230KYDNR1400B	1312210550048	007439921	LEAD	TRI	2012	KAYDON RING & SEAL INC	1600 WICOMICO ST	BALTIMORE	BALTIMORE (CITY)	MD	21230	YES	NO	NO	NO								332999						39.274348	-76.635264									KAYDON CORP	156171134	Kaydon Ring & Seal in Baltimore switched to natural gas from heating oil to heat our facility	NO	RMERRIKEN@KAYDON.COM			YES	 	
20695WLDRF6309T	1312210045771	000100425	STYRENE	TRI	2012	WALDORF MARBLE INC	4317 CHARLES CROSSING DR	WHITE PLAINS	CHARLES	MD	20695	YES	NO	NO	NO								326191	326122					38.59222	-76.9375	083987057								WALDORF MARBLE INC	083987057	We are still using the low hap gelcoat which has less styrene content.	NO	PAULWALDORFMARBLE@GMAIL.COM			NO	 	
21550MTTKC293TA	1312210324366	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2012	METTIKI COAL LLC	293 TABLE ROCK RD	OAKLAND	GARRETT	MD	215505930	YES	NO	NO	NO								212112						39.255662	-79.42505	603228909								ALLIANCE COAL LLC	064545726	SRNA:Pollution prevention techniques were implemented in the 1990's and additonal reduction does not appear technically feasible.	NO	DAVE.THOMAS@ARLP.COM			NO	 	
20774NWDWN16001	1312210051506	N230	CERTAIN GLYCOL ETHERS	TRI	2012	NEW DAWN MANUFACTURING CO	16001 TRADE ZONE AVE	UPPER MARLBORO	PRINCE GEORGES	MD	20774	YES	NO	NO	NO								325611	325612					38.880278	-76.725278	049575215								P4 CORP	024230302	Sales also made efforts to educate their customers and encourage them to use products with "greener" chemicals and use less toxic chemicals.|W42:Products were re-formulated to give the same or better resultswithout the use of the toxic chemical	NO	CHRISTOPHER.SWENSEN@DAYCON.COM			NO	 	
20774NWDWN16001	1312210051518	000067561	METHANOL	TRI	2012	NEW DAWN MANUFACTURING CO	16001 TRADE ZONE AVE	UPPER MARLBORO	PRINCE GEORGES	MD	20774	YES	NO	NO	NO								325611	325612					38.880278	-76.725278	049575215								P4 CORP	024230302	Reduced the use of methanol in cleaners such as glass cleaners by using other chemicals that are "greener" and have surface modifying technology and that will wet out the surface and dry quickly without he use of cosolvents.	NO	CHRISTOPHER.SWENSEN@DAYCON.COM			NO	 	
21221WRTHN8911K	1312210582464	007439921	LEAD	TRI	2012	WORTHINGTON STEEL CO	8911 KELSO DR	BALTIMORE	BALTIMORE (CITY)	MD	21221	YES	NO	NO	NO								331221						39.337862	-76.470143	003097185								WORTHINGTON INDUSTRIES INC	004312401	Scrap steel is recycled.|SRNA:Lead is contained in steel gauge reduced in a rolling mill process. The rolling mill business at this facility continues to decline.	NO	CMLYTTLE@WORTHINGTONINDUSTRIES.COM			YES	 	
21152MNSFT38LOV	1312210350005	N458	MERCURY COMPOUNDS	PBT	2012	TELEDYNE ENERGY SYSTEMS	38 LOVETON CIR	SPARKS	BALTIMORE	MD	21152	YES	NO	NO	NO								541712						39.485833	-76.612222	004321865								TELEDYNE TECHNOLOGIES INC		SRNA:This is a declining product line and is expected to be discontinued in a few years	NO	BARBARA.STACHOWIAK@TELEDYNEES.COM			YES	 	
