TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
21226NTDST5500Q	1312210254660	007439976	MERCURY	PBT	2012	US GYPSUM CO	5500 QUARANTINE RD	BALTIMORE	BALTIMORE (CITY)	MD	21226	YES	NO	NO	NO								327420						39.215664	-76.557742	003091964								USG CORP	003091964	|PRAI:The variable used to calculate production ratio is: Gypsum Processed (Tons).	NO	SSEIDEL@USG.COM			YES	 	
21226NTDST5500Q	1312210254658	007439921	LEAD	TRI	2012	US GYPSUM CO	5500 QUARANTINE RD	BALTIMORE	BALTIMORE (CITY)	MD	21226	YES	NO	NO	NO								327420						39.215664	-76.557742	003091964								USG CORP	003091964	Production output decreased due to reduced market demand for gypsum building products.|PRAI:Variables used to calculate production ratio: Gypsum Processed (Tons).	NO	SSEIDEL@USG.COM			YES	 	
20695WLDRF6309T	1312210045771	000100425	STYRENE	TRI	2012	WALDORF MARBLE INC	4317 CHARLES CROSSING DR	WHITE PLAINS	CHARLES	MD	20695	YES	NO	NO	NO								326191	326122					38.59222	-76.9375	083987057								WALDORF MARBLE INC	083987057	With the economy being so unpredictable, the lack of work has also had a minus effect on the amount of chemical releases.	NO	PAULWALDORFMARBLE@GMAIL.COM			NO	 	
21550MTTKC293TA	1312210324517	N458	MERCURY COMPOUNDS	PBT	2012	METTIKI COAL LLC	293 TABLE ROCK RD	OAKLAND	GARRETT	MD	215505930	YES	NO	NO	NO								212112						39.255662	-79.42505	603228909								ALLIANCE COAL LLC	064545726	2012 report year estimates reflect updated analytical data, increases in stormwater runoff  over 2011, and a decrease in receipts of alkalne combustion byproducts used as a registered lime substitute and soil admendment for acid mine drainage neutralization.	NO	DAVE.THOMAS@ARLP.COM			YES	 	
21550MTTKC293TA	1312210324570	N725	SELENIUM COMPOUNDS	TRI	2012	METTIKI COAL LLC	293 TABLE ROCK RD	OAKLAND	GARRETT	MD	215505930	YES	NO	NO	NO								212112						39.255662	-79.42505	603228909								ALLIANCE COAL LLC	064545726	Alkaline coal combustion byproduct/registered lime substitute periodic monitoring data showed a 125% increase over historical average selenium content in 2012, indicating a potential change in limestone quality or coal quality at the utility in 2012. The volume of material received as a lime substitute triggered the otherwise used reporting threshold of 10,000 lbs for 2012. Discharges to the environment are controlled by various State and Federal regulatory permits and programs and are well managed. Receipt and utilization of this liming substitute reduces landfill space necessary for monolithic disposal and eliminates the need for additional limestone mining.  It is probable the material may revert to the historic average selenium content in the future thereby not reaching the otherwise use threshold and not requiring future Form R reporting.	NO	DAVE.THOMAS@ARLP.COM			YES	 	
21550MTTKC293TA	1312210324366	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2012	METTIKI COAL LLC	293 TABLE ROCK RD	OAKLAND	GARRETT	MD	215505930	YES	NO	NO	NO								212112						39.255662	-79.42505	603228909								ALLIANCE COAL LLC	064545726	|PRAI:Decrease due to poor market conditions and reduced coal production/ thermal dryer run time.	NO	DAVE.THOMAS@ARLP.COM			NO	 	
21550MTTKC293TA	1312210324455	N450	MANGANESE COMPOUNDS	TRI	2012	METTIKI COAL LLC	293 TABLE ROCK RD	OAKLAND	GARRETT	MD	215505930	YES	NO	NO	NO								212112						39.255662	-79.42505	603228909								ALLIANCE COAL LLC	064545726	2012 report year estimates reflect updated analytical data, increases in stormwater runnoff volumn over 2011 report year, and a decrease in receipts of alkaline combustion byproducts used as registered lime substitutes for acid neutralization.	NO	DAVE.THOMAS@ARLP.COM			YES	 	
21550MTTKC293TA	1312210324404	N420	LEAD COMPOUNDS	PBT	2012	METTIKI COAL LLC	293 TABLE ROCK RD	OAKLAND	GARRETT	MD	215505930	YES	NO	NO	NO								212112						39.255662	-79.42505	603228909								ALLIANCE COAL LLC	064545726	Changes in 2012 year estimates reflect decreased receipts of alkaline combustion byproducts beneficially used as a lime substitute for acid neutralization and updated analytical data.Materials used as registered soil admendments and lime substitutes in reclaimation contain small amounts of crustal earth elements including lead. Beneficial use of materials on site reduces the need to mine naturally occurring limestone.	NO	DAVE.THOMAS@ARLP.COM			YES	 	
21921TRMMD950EL	1312210335283	000067561	METHANOL	TRI	2012	TERUMO MEDICAL CORP	950 ELKTON BLVD	ELKTON	CECIL	MD	21921	YES	NO	NO	NO								339112						39.6115	-75.844346	131489882								TERUMO MEDICAL CORP		None.	NO	HILLARY.SENCER@TERUMOMEDICAL.COM			NO	 	
21921TRMMD950EL	1312210335271	N120	DIISOCYANATES	TRI	2012	TERUMO MEDICAL CORP	950 ELKTON BLVD	ELKTON	CECIL	MD	21921	YES	NO	NO	NO								339112						39.6115	-75.844346	131489882								TERUMO MEDICAL CORP		None.	NO	HILLARY.SENCER@TERUMOMEDICAL.COM			NO	 	
21921TRMMD950EL	1312210335269	000110827	CYCLOHEXANE	TRI	2012	TERUMO MEDICAL CORP	950 ELKTON BLVD	ELKTON	CECIL	MD	21921	YES	NO	NO	NO								339112						39.6115	-75.844346	131489882								TERUMO MEDICAL CORP		None.	NO	HILLARY.SENCER@TERUMOMEDICAL.COM			NO	 	
21221CNTNN8801C	1312210839825	000071363	N-BUTYL ALCOHOL	TRI	2012	CROWN FOOD PACKAGING	8801 CITATION RD	BALTIMORE	BALTIMORE (CITY)	MD	21221	YES	NO	NO	NO								332431						39.335921	-76.478152	002282341								CROWN CORK & SEAL CO (USA) INC	002282341	Revising report due to error in County.	NO	ELSIE.DARE@CROWNCORK.COM	RR5		NO	 	
21221CNTNN8801C	1312210839813	N230	CERTAIN GLYCOL ETHERS	TRI	2012	CROWN FOOD PACKAGING	8801 CITATION RD	BALTIMORE	BALTIMORE (CITY)	MD	21221	YES	NO	NO	NO								332431						39.335921	-76.478152	002282341								CROWN CORK & SEAL CO (USA) INC	002282341	Revising report due to wrong County listed in the address for the Plant.	NO	ELSIE.DARE@CROWNCORK.COM	RR5		NO	 	
