TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
21226NTDST5500Q	1312210254660	007439976	MERCURY	PBT	Pounds																		2012	NO	US GYPSUM CO	5500 QUARANTINE RD	BALTIMORE	BALTIMORE (CITY)	MD	21226	YES	NO	NO	NO								327420						39.215664	-76.557742	003091964								USG CORP	003091964	0	M2	BACK RIVER WASTEWATER TREATMENT FACILITY	8201 EASTERN AVENUE	BALTIMORE	MD	BALTIMORE (CITY)	212243504							NO	SSEIDEL@USG.COM			YES	 	
21226NTDST5500Q	1312210254658	007439921	LEAD	TRI	Pounds																		2012	NO	US GYPSUM CO	5500 QUARANTINE RD	BALTIMORE	BALTIMORE (CITY)	MD	21226	YES	NO	NO	NO								327420						39.215664	-76.557742	003091964								USG CORP	003091964	0	M2	BACK RIVER WASTEWATER TREATMENT FACILITY	8201 EASTERN AVENUE	BALTIMORE	MD	BALTIMORE (CITY)	212243504							NO	SSEIDEL@USG.COM			YES	 	
21620DXNVL800HI	1312210354573	007440508	COPPER	TRI	Pounds																		2012	NO	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	KENT	MD	21620	YES	NO	NO	NO								332912	332911	332919				39.216663	-76.076852	002296713										0		NA												NO	MPRICE@DIXONVALVE.COM			YES	 	
21620DXNVL800HI	1312210354597	007440020	NICKEL	TRI	Pounds																		2012	NO	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	KENT	MD	21620	YES	NO	NO	NO								332912	332911	332919				39.216663	-76.076852	002296713										0		NA												NO	MPRICE@DIXONVALVE.COM			YES	 	
21620DXNVL800HI	1312210354585	007439965	MANGANESE	TRI	Pounds																		2012	NO	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	KENT	MD	21620	YES	NO	NO	NO								332912	332911	332919				39.216663	-76.076852	002296713										0		NA												NO	MPRICE@DIXONVALVE.COM			YES	 	
21620DXNVL800HI	1312210354561	007440473	CHROMIUM	TRI	Pounds																		2012	NO	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	KENT	MD	21620	YES	NO	NO	NO								332912	332911	332919				39.216663	-76.076852	002296713										0		NA												NO	MPRICE@DIXONVALVE.COM			YES	 	
21226CHMTL711PI	1312210522759	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2012	NO	ERACHEM COMILOG INC - BALTIM ORE PLANT	610 PITTMAN RD	BALTIMORE	ANNE ARUNDEL	MD	21226	YES	NO	NO	NO								325188						39.198997	-76.560242	091808246								COMILOG US INC	787491307	19	M2	COX CREEK WATER RECLAMATION PLANT	8833 WAGNER STATION ROAD	CURTIS BAY	MD	ANNE ARUNDEL	212261900							NO	MICHAEL.POWELL@ERAMETGROUP.COM			YES	 	
21226CHMTL711PI	1312210522773	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	ERACHEM COMILOG INC - BALTIM ORE PLANT	610 PITTMAN RD	BALTIMORE	ANNE ARUNDEL	MD	21226	YES	NO	NO	NO								325188						39.198997	-76.560242	091808246								COMILOG US INC	787491307	0		NA												NO	MICHAEL.POWELL@ERAMETGROUP.COM			NO	 	
21226CHMTL711PI	1312210522761	007439976	MERCURY	PBT	Pounds																		2012	NO	ERACHEM COMILOG INC - BALTIM ORE PLANT	610 PITTMAN RD	BALTIMORE	ANNE ARUNDEL	MD	21226	YES	NO	NO	NO								325188						39.198997	-76.560242	091808246								COMILOG US INC	787491307	0		NA												NO	MICHAEL.POWELL@ERAMETGROUP.COM			YES	 	
21226CHMTL711PI	1312210522785	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	ERACHEM COMILOG INC - BALTIM ORE PLANT	610 PITTMAN RD	BALTIMORE	ANNE ARUNDEL	MD	21226	YES	NO	NO	NO								325188						39.198997	-76.560242	091808246								COMILOG US INC	787491307	0		NA												NO	MICHAEL.POWELL@ERAMETGROUP.COM			NO	 	
