TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
07003HRTZM192BL	1307205625080	026002802	PHENOTHRIN	TRI	2007	HARTZ MOUNTAIN CORP	192 BLOOMFIELD AVE	BLOOMFIELD	ESSEX	NJ	07003	YES	NO	NO	NO								311119	325998					40.781254	-74.190773									SCOA		THROUGH MORE AGGRESSIVE RECOVERY OF PRODUCT CONTAINING PHENOTHRIN, WE HAVE REDUCED SIGNIFICANTLY THE AMOUNT THAT WOULD BE SENT OFF SITE FOR DESTRUCTION.	NO	ADAVIS@HARTZ.COM			NO	
07092TRWNC152GL	1307205750641	007632000	SODIUM NITRITE	TRI	2007	TINNERMAN PALNUT ENG PRODUCTS INC	152 GLEN RD	MOUNTAINSIDE	UNION	NJ	07092	YES	NO	NO	NO								332722						40.681895	-74.335713	002165140								TINNERMAN PALNUT ENGINEERED PRODUCTS INC.	098063683	NA	NO	GAOANAN@TINNERMAN.COM			YES	
07092TRWNC152GL	1307205750654	007440666	ZINC (FUME OR DUST)	TRI	2007	TINNERMAN PALNUT ENG PRODUCTS INC	152 GLEN RD	MOUNTAINSIDE	UNION	NJ	07092	YES	NO	NO	NO								332722						40.681895	-74.335713	002165140								TINNERMAN PALNUT ENGINEERED PRODUCTS INC.	098063683	NA	NO	GAOANAN@TINNERMAN.COM			YES	
08110CLTXC1500J	1307205825021	000075456	CHLORODIFLUOROMETHANE	TRI	2007	PENNSAUKEN	1500 JOHN TIPTON BLVD	PENNSAUKEN	CAMDEN	NJ	08110	YES	NO	NO	NO								326199						39.982677	-75.040628	092857929								DOW CHEMICAL CO	001381581	Product in process of being phased out to meet the requirments of the Montreal Protocol (greenhouse gas reduction).	NO	DBARATTI@DOW.COM			NO	
08110CLTXC1500J	1307205825033	N120	DIISOCYANATES	TRI	2007	PENNSAUKEN	1500 JOHN TIPTON BLVD	PENNSAUKEN	CAMDEN	NJ	08110	YES	NO	NO	NO								326199						39.982677	-75.040628	092857929								DOW CHEMICAL CO	001381581	1) Spill / leak prevention: Site eliminated the use of glass level gauges on storage tanks. 2) Product specs changed to allow for density reduction across products resulting in lower chemical usage.	NO	DBARATTI@DOW.COM			NO	
08110CLTXC1500J	1307205825045	N230	CERTAIN GLYCOL ETHERS	TRI	2007	PENNSAUKEN	1500 JOHN TIPTON BLVD	PENNSAUKEN	CAMDEN	NJ	08110	YES	NO	NO	NO								326199						39.982677	-75.040628	092857929								DOW CHEMICAL CO	001381581	In 2007, the site replaced glass level gauges on storage tank with magnetic level gauge to reduce possiblity of loss of primary containment.	NO	DBARATTI@DOW.COM			NO	
07840NDRXN101BI	1307205466384	007439921	LEAD	PBT	2007	ANDREX	101 BILBY RD SUITE E	HACKETTSTOWN	WARREN	NJ	07840	YES	NO	NO	NO								332999	335932	335931				40.870528	-74.816685	962997268										In 2005, Andrex Inc. Changed from a lead based solder to a lead free solder.  Use of the lead free solder resulted in an unacceptable scrap rate for som of our prodeucts. As of Dec 2006, the lead based solder was re-introduced into production for these products.	NO	WPOTE@FLEXCOMW.COM			YES	
07080TVCNC110PM	1307206187217	000084742	DIBUTYL PHTHALATE	TRI	2007	TEVCO ENTERPRISES INC	110 POMPONIO AVE	SOUTH PLAINFIELD	MIDDLESEX	NJ	07080	YES	NO	NO	NO								325510						40.569118	-74.426345											WE DISCONTINUED THE USE OF THIS MATERIAL AFTER THE FIRST QUARTER OF 2008	NO	JNOLFI@KIRKERENT.COM			NO	
07072FNTND746GO	1307205478706	000108883	TOLUENE	TRI	2007	FINITE INDUSTRIES INC SUBSIDIARY OF SCAPA  N A	746 GOTHAM PKWY	CARLSTADT	BERGEN	NJ	07072	YES	NO	NO	NO								322222						40.833487	-74.064458	081895161								SCAPA GROUP INC	004071809	PRODUCTION OF FINAL PRODUCT DONE OFFSITE FOR PART OF YEAR DUE TO EQUIPMENT FAILURE. FACILITY CONTINUED TO MAKE THE INTERMEDIATE DURING THIS PERIOD, WHICH USED THIS CHEMICAL, BUT THE EMISSIONS DURING THAT PERIOD WERE NOT GENERATED FROM THIS FACILITY, NOR WAS THE FINAL PRODUCT PRODUCTION QUANTIY.  AIR EMISSIONS WERE DRAMATICALLY REDUCED AS FACILITY STARTED USING ITS A NEW OXIDIZER WITH GREATER DESTRUCTION EFFICIENCY, AND STOPPED USING THE OLD ONE, IN THE BEGINNING OF 2007.	NO	DHIGGINS@SCAPANA.COM			NO	
07072FNTND746GO	1307205478718	001330207	XYLENE (MIXED ISOMERS)	TRI	2007	FINITE INDUSTRIES INC SUBSIDIARY OF SCAPA  N A	746 GOTHAM PKWY	CARLSTADT	BERGEN	NJ	07072	YES	NO	NO	NO								322222						40.833487	-74.064458	081895161								SCAPA GROUP INC	004071809	PRODUCTION OF FINAL PRODUCT DONE OFFSITE FOR PART OF YEAR DUE TO EQUIPMENT FAILURE. FACILITY CONTINUED TO MAKE THE INTERMEDIATE DURING THIS PERIOD, WHICH USED THIS CHEMICAL, BUT THE EMISSIONS DURING THAT PERIOD WERE NOT GENERATED FROM THIS FACILITY, NOR WAS THE FINAL PRODUCT PRODUCTION QUANTIY.  AIR EMISSIONS WERE DRAMATICALLY REDUCED AS FACILITY STARTED USING ITS A NEW OXIDIZER WITH GREATER DESTRUCTION EFFICIENCY, AND STOPPED USING THE OLD ONE, IN THE BEGINNING OF 2007.	NO	DHIGGINS@SCAPANA.COM			NO	
07105DLTMR26BLA	1307205878782	N230	CERTAIN GLYCOL ETHERS	TRI	2007	DELEET MERCHANDISING	26 BLANCHARD ST	NEWARK	ESSEX	NJ	07105	YES	NO	NO	NO								325998						40.735404	-74.127623	011979945								DELEET MERCHANDISING CORP	011979945	This group  of chemicals is SLOWING phasing out due to VOC restrictions in the USA. We are also changing from Ethylene -based Glycol Ethers to Propylene-Based products in small stpes with new products.	NO	KRONMANB@USA.NET			NO	
07105DLTMR26BLA	1307205878806	N511	NITRATE COMPOUNDS	TRI	2007	DELEET MERCHANDISING	26 BLANCHARD ST	NEWARK	ESSEX	NJ	07105	YES	NO	NO	NO								325998						40.735404	-74.127623	011979945								DELEET MERCHANDISING CORP	011979945	Our NITRATE raw materials are not VOC and do not contribute to air or fugitive emissions. The NITRATE raw materials used in our products are critical components that aid in anti-corrosion properties for our products.	NO	KRONMANB@USA.NET			NO	
07105DLTMR26BLA	1307205878820	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2007	DELEET MERCHANDISING	26 BLANCHARD ST	NEWARK	ESSEX	NJ	07105	YES	NO	NO	NO								325998						40.735404	-74.127623	011979945								DELEET MERCHANDISING CORP	011979945	NOTE:   1.2.4 - Trimethylbenzene is a component of a popular aromatic hydrocarbon solvent.  Deleet does NOT use this material on site. We purchase pre-blended products from toll blenders that contain this materil. This product is simply warehoused at our location. Any emissions will be the result of R&D or typical handling of the contains that may cause a leak.  Deleet does NOT use this raw material on site for any blending activities.	NO	KRONMANB@USA.NET			NO	
07105DLTMR26BLA	1307205878832	001330207	XYLENE (MIXED ISOMERS)	TRI	2007	DELEET MERCHANDISING	26 BLANCHARD ST	NEWARK	ESSEX	NJ	07105	YES	NO	NO	NO								325998						40.735404	-74.127623	011979945								DELEET MERCHANDISING CORP	011979945	XYLENE is a hydrocarbon raw material used in our cleaner products. This product is a component of products manufactured FOR us by toll blenders. We do not blend any products on site using XYLENE as a raw material. A small amount of XYLENE is used in the R&D lab.	NO	KRONMANB@USA.NET			NO	
08817KZCHMMEADO	1307205449263	000075003	CHLOROETHANE	TRI	2007	BASELL USA INC	340 MEADOW RD	EDISON	MIDDLESEX	NJ	08817	YES	NO	NO	NO								325188						40.491583	-74.386244	623159097								BASELL USA INC	103746855	NONE	NO	BRIAN.BENNETT@LYONDELLBASELL.COM			NO	
08817KZCHMMEADO	1307205449275	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2007	BASELL USA INC	340 MEADOW RD	EDISON	MIDDLESEX	NJ	08817	YES	NO	NO	NO								325188						40.491583	-74.386244	623159097								BASELL USA INC	103746855	NONE	NO	BRIAN.BENNETT@LYONDELLBASELL.COM			NO	
08817KZCHMMEADO	1307205449287	000110543	N-HEXANE	TRI	2007	BASELL USA INC	340 MEADOW RD	EDISON	MIDDLESEX	NJ	08817	YES	NO	NO	NO								325188						40.491583	-74.386244	623159097								BASELL USA INC	103746855	NONE.	NO	BRIAN.BENNETT@LYONDELLBASELL.COM			NO	
08817KZCHMMEADO	1307205449299	000091203	NAPHTHALENE	TRI	2007	BASELL USA INC	340 MEADOW RD	EDISON	MIDDLESEX	NJ	08817	YES	NO	NO	NO								325188						40.491583	-74.386244	623159097								BASELL USA INC	103746855	NONE.	NO	BRIAN.BENNETT@LYONDELLBASELL.COM			NO	
08817KZCHMMEADO	1307205449301	007550450	TITANIUM TETRACHLORIDE	TRI	2007	BASELL USA INC	340 MEADOW RD	EDISON	MIDDLESEX	NJ	08817	YES	NO	NO	NO								325188						40.491583	-74.386244	623159097								BASELL USA INC	103746855	NONE.	NO	BRIAN.BENNETT@LYONDELLBASELL.COM			YES	
07962THMNNHANOV	1307206179386	000111422	DIETHANOLAMINE	TRI	2007	COLGATE PALMOLIVE CO	191 E HANOVER AVE	MORRISTOWN	MORRIS	NJ	07962	YES	NO	NO	NO								325611						40.8125	-74.479167	001344381										2006:  THE CONTINUOUS IMPROVEMENT DEPARTMENT RECOGNIZED AN OPPORTUNITY FOR WASTE REDUCTION DURING OUR CHANGE-OVER PROCESS.  WASTE IS GENERATED DURING THIS PROCESS BECAUSE EQUIPMENT MUST BE CLEANED AND FLUSHED TO MAKE IT READY FOR A DIFFERENT PRODUCT.  THEY INSTITUTED PROCEDURES TO DECREASE THE AMOUNT OF WASTE GENERATED AND ESTABLISHED TARGET GOALS FOR THE REDUCTION OF WASTE.  2007:  A PREVENTIVE MAINTENANCE PROGRAM WAS IMPLEMENTED IN THE PRODUCT FILLING AREAS TO ELIMINATE EQUIPMENTSHUTDOWN DUE TO MECHANICAL FAILURE THAT WOULD RESULT IN PRODUCT FLUSHES AND INCREASED WASTE.	NO	LORI_MICHELIN@COLPAL.COM			NO	
