TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
07109HRMNN600CO	1307205216308	N120	DIISOCYANATES	TRI	Pounds																		2007	NO	ROYAL ADHESIVES & SEALANTS LL C	600 CORTLANDT ST	BELLEVILLE	ESSEX	NJ	07109	YES	NO	NO	NO														40.800074	-74.144845	101119910								ROYAL ADHESIVES & SEALANTS LLC	101119910	0														NO	GORDON.WALL@ROYALADHESIVES.COM			NO	
07114BPXPLBLDG3	1307205986413	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	BP PRODUCTS NORTH AMERICA INC	BLDG 350 COASTAL ST	NEWARK	ESSEX	NJ	07114	YES	NO	NO	NO														40.696944	-74.137222	046613093										0														NO	BUEFORD.WILLIAMS@BP.COM			NO	
07114BPXPLBLDG3	1307205986425	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	BP PRODUCTS NORTH AMERICA INC	BLDG 350 COASTAL ST	NEWARK	ESSEX	NJ	07114	YES	NO	NO	NO														40.696944	-74.137222	046613093										0														NO	BUEFORD.WILLIAMS@BP.COM			NO	
07114BPXPLBLDG3	1307205986464	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	BP PRODUCTS NORTH AMERICA INC	BLDG 350 COASTAL ST	NEWARK	ESSEX	NJ	07114	YES	NO	NO	NO														40.696944	-74.137222	046613093										0														NO	BUEFORD.WILLIAMS@BP.COM			YES	
07114BPXPLBLDG3	1307205986476	000110543	N-HEXANE	TRI	Pounds																		2007	NO	BP PRODUCTS NORTH AMERICA INC	BLDG 350 COASTAL ST	NEWARK	ESSEX	NJ	07114	YES	NO	NO	NO														40.696944	-74.137222	046613093										0														NO	BUEFORD.WILLIAMS@BP.COM			NO	
07114BPXPLBLDG3	1307205986488	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	BP PRODUCTS NORTH AMERICA INC	BLDG 350 COASTAL ST	NEWARK	ESSEX	NJ	07114	YES	NO	NO	NO														40.696944	-74.137222	046613093										0														NO	BUEFORD.WILLIAMS@BP.COM			NO	
07114BPXPLBLDG3	1307205986490	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	BP PRODUCTS NORTH AMERICA INC	BLDG 350 COASTAL ST	NEWARK	ESSEX	NJ	07114	YES	NO	NO	NO														40.696944	-74.137222	046613093										0														NO	BUEFORD.WILLIAMS@BP.COM			NO	
07036SFTYK1200S	1307205811110	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	SAFETY-KLEEN SYSTEMS INC	1200 SYLVAN ST	LINDEN	UNION	NJ	07036	YES	NO	NO	NO														40.614135	-74.252579	053976551								SAFETY-KLEEN SYSTEMS INC.	053976551	0	O 	LINDEN ROSELLE SEWERAGE AUTHORITY	5005 SOUTH WOOD AVENUE	LINDEN	NJ	UNION	07036							NO	DAVID.DESHA@SAFETY-KLEEN.COM			NO	
07036SFTYK1200S	1307205811122	007439921	LEAD	PBT	Pounds																		2007	NO	SAFETY-KLEEN SYSTEMS INC	1200 SYLVAN ST	LINDEN	UNION	NJ	07036	YES	NO	NO	NO														40.614135	-74.252579	053976551								SAFETY-KLEEN SYSTEMS INC.	053976551	0														NO	DAVID.DESHA@SAFETY-KLEEN.COM			YES	
07036SFTYK1200S	1307205811134	000067561	METHANOL	TRI	Pounds																		2007	NO	SAFETY-KLEEN SYSTEMS INC	1200 SYLVAN ST	LINDEN	UNION	NJ	07036	YES	NO	NO	NO														40.614135	-74.252579	053976551								SAFETY-KLEEN SYSTEMS INC.	053976551	0	O 	LINDEN ROSELLE SEWERAGE AUTHORITY	5005 SOUTH WOOD AVENUE	LINDEN	NJ	UNION	07036							NO	DAVID.DESHA@SAFETY-KLEEN.COM			NO	
