TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
55746LMRDT1414E	1313210907073	007440508	COPPER	TRI	Pounds																		2013	NO	L&M RADIATOR	1414 E 37TH ST	HIBBING	ST LOUIS	MN	55746			YES	NO	NO	NO								336390						47.406319	-92.923691	022818538								L&M RADIATOR INC.	022818538	5	O 	HIBBING WWTP SOUTH PLANT	11669 TOWNLINE ROAD	HIBBING	MN	ST LOUIS	55746							NO	DCHISHOLM@MESABI.COM			YES	 	
55746LMRDT1414E	1313210907111	007439921	LEAD	TRI	Pounds																		2013	NO	L&M RADIATOR	1414 E 37TH ST	HIBBING	ST LOUIS	MN	55746			YES	NO	NO	NO								336390						47.406319	-92.923691	022818538								L&M RADIATOR INC.	022818538	1	O 	HIBBING WWTP SOUTH PLANT	11669 TOWNLINE ROAD	HIBBING	MN	ST LOUIS	55746							NO	DCHISHOLM@MESABI.COM			YES	 	
55350HRCLS35ADA	1313210919268	007664417	AMMONIA	TRI	Pounds																		2013	NO	AB MAURI FOOD INC	35 ADAMS ST NE	HUTCHINSON	MCLEOD	MN	55350			YES	NO	NO	NO								311999						44.892631	-94.364344	003856392								ASSOCIATED BRITISH FOODS N.A. CORP	071642214	463.5	O 	HUTCHINSON WWTP	1300 ADAMS ST SE	HUTCHINSON	MN	MCLEOD	55350							NO	JWICKEHAM@OHLY.US			NO	 	
55350HRCLS35ADA	1313210919318	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	AB MAURI FOOD INC	35 ADAMS ST NE	HUTCHINSON	MCLEOD	MN	55350			YES	NO	NO	NO								311999						44.892631	-94.364344	003856392								ASSOCIATED BRITISH FOODS N.A. CORP	071642214	9838	C 	HUTCHINSON WWTP	1300 ADAMS ST SE	HUTCHINSON	MN	MCLEOD	55350							NO	JWICKEHAM@OHLY.US			NO	 	
55355FRSTD216WC	1313210932416	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	FIRST DISTRICT ASSOC	101 S SWIFT AVE	LITCHFIELD	MEEKER	MN	55355			YES	NO	NO	NO								311513						45.12531	-94.53051											959989	O 	LITCHFIELD	126 NORTH MARSHALL	LITCHFIELD	MN	MEEKER	553552195							NO	DGRABOW@FIRSTDISTRICT.COM			NO	 	
55355FRSTD216WC	1313210932428	007697372	NITRIC ACID	TRI	Pounds																		2013	NO	FIRST DISTRICT ASSOC	101 S SWIFT AVE	LITCHFIELD	MEEKER	MN	55355			YES	NO	NO	NO								311513						45.12531	-94.53051											0	O 	LITCHFIELD	126 NORTH MARSHALL	LITCHFIELD	MN	MEEKER	553552195							NO	DGRABOW@FIRSTDISTRICT.COM			NO	 	
55987WNNHC1252B	1313210935641	000100425	STYRENE	TRI	Pounds																		2013	NO	WE-NO-NAH CANOE INC	1252 BUNDY BLVD	WINONA	WINONA	MN	55987			YES	NO	NO	NO								336612						44.02475	-91.60991									WENONAH CANOE		0		NA												NO	JIMB@WENONAH.COM			NO	 	
55060CRWNC2929W	1313210939361	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2013	NO	CROWN FOOD PACKAGING	2929 W BRIDGE ST	OWATONNA	STEELE	MN	55060			YES	NO	NO	NO								332431						44.08425	-93.26126	002282341								CROWN HOLDINGS	002282341	0		NA												NO	PATRICK.LEHMAN@CROWNCORK.COM			NO	 	
55060CRWNC2929W	1313210939373	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2013	NO	CROWN FOOD PACKAGING	2929 W BRIDGE ST	OWATONNA	STEELE	MN	55060			YES	NO	NO	NO								332431						44.08425	-93.26126	002282341								CROWN HOLDINGS	002282341	0		NA												NO	PATRICK.LEHMAN@CROWNCORK.COM			NO	 	
55432MCRCN7956M	1313210940060	007439921	LEAD	TRI	Pounds																		2013	NO	MICRO CONTROL CO	7956 MAIN ST NE	FRIDLEY	ANOKA	MN	55432			YES	NO	NO	NO								334418						45.112578	-93.268882	059032607										0		NA												NO	J.GIFFIN@MICROCONTROL.COM			YES	 	
