TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
55987WTLWW1241B	1313211103041	N420	LEAD COMPOUNDS	PBT	2013	WATLOW	1241 BUNDY BLVD	WINONA	WINONA	MN	55987			YES	NO	NO	NO								334513						44.026765	-91.61006	080020860		MND980996341						WATLOW ELECTRIC MANUFACTURING CO	006275481	Changing more products over to lead free.	NO	JMILLANES@WATLOW.COM			YES	 	
56716MRCNCHIGHW	1313211281555	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	2013	AMERICAN CRYSTAL SUGAR CO	HWY 75 S	CROOKSTON	POLK	MN	56716			YES	NO	NO	NO								311313						47.764444	-96.6325	006174742								AMERICAN CRYSTAL SUGAR CO	064792773	|SRNA:Insufficient capital to install new source reduction equipment.	NO	DWALDEN@CRYSTALSUGAR.COM			NO	 	
56716MRCNCHIGHW	1313211281528	007664417	AMMONIA	TRI	2013	AMERICAN CRYSTAL SUGAR CO	HWY 75 S	CROOKSTON	POLK	MN	56716			YES	NO	NO	NO								311313						47.764444	-96.6325	006174742								AMERICAN CRYSTAL SUGAR CO	064792773	|SRNA:Pollution prevention previously implemented.	NO	DWALDEN@CRYSTALSUGAR.COM			NO	 	
56716MRCNCHIGHW	1313211281581	N420	LEAD COMPOUNDS	PBT	2013	AMERICAN CRYSTAL SUGAR CO	HWY 75 S	CROOKSTON	POLK	MN	56716			YES	NO	NO	NO								311313						47.764444	-96.6325	006174742								AMERICAN CRYSTAL SUGAR CO	064792773	|SRNA:Insufficient capital to install new source reduction equipment.	NO	DWALDEN@CRYSTALSUGAR.COM			YES	 	
55379CNKLN551VA	1313211549124	N982	ZINC COMPOUNDS	TRI	2013	CONKLIN CO INC	551 VALLEY PARK DR	SHAKOPEE	SCOTT	MN	55379			YES	NO	NO	NO								325314	325612	324191	325611	325510		44.794722	-93.449444	022884829								CONKLIN CO INC	022884829	|W49:The zinc oxide stack emissions are from fine particulate zinc compounds (zinc oxide pigment). An alternate form of Zinc oxide was identified that was in the form of free-flowing granules with little to no fine particulate.|T05:An employee identified the alternate zinc oxide granules and recommended the investigation.	NO	JUDY.HERBSTER@CONKLIN.COM			YES	 	
55379CNKLN551VA	1313211549100	007664417	AMMONIA	TRI	2013	CONKLIN CO INC	551 VALLEY PARK DR	SHAKOPEE	SCOTT	MN	55379			YES	NO	NO	NO								325314	325612	324191	325611	325510		44.794722	-93.449444	022884829								CONKLIN CO INC	022884829	|SRNA:Conklin is looking into installing scrubbing equipment to minimize ammonia loss during transfer. Cost of equipment and engineering concerns regarding transfer pressures and existing equipment have delayed the process. Current recommendations are not practical due to pressure limitations of the storage tank.	NO	JUDY.HERBSTER@CONKLIN.COM			NO	 	
55355FRSTD216WC	1313210932428	007697372	NITRIC ACID	TRI	2013	FIRST DISTRICT ASSOC	101 S SWIFT AVE	LITCHFIELD	MEEKER	MN	55355			YES	NO	NO	NO								311513						45.12531	-94.53051											|SRNA:Concern that product quality may decline as a result of source reduction. Nitric acid is used to clean equipment everyday. An increase in usage is directly proportional to the increase in production.	NO	DGRABOW@FIRSTDISTRICT.COM			NO	 	
55355FRSTD216WC	1313210932416	N511	NITRATE COMPOUNDS	TRI	2013	FIRST DISTRICT ASSOC	101 S SWIFT AVE	LITCHFIELD	MEEKER	MN	55355			YES	NO	NO	NO								311513						45.12531	-94.53051											|SRNA:Nitrate Compounds are a result using nitric acid for cleaning equipment.	NO	DGRABOW@FIRSTDISTRICT.COM			NO	 	
55965PRCRN701IN	1313211107750	000075070	ACETALDEHYDE	TRI	2013	PRO-CORN LLC (DBA POET BIOREFINING)	701 INDUSTRIAL DR N	PRESTON	FILLMORE	MN	55965			YES	NO	NO	NO								325193						43.6861	-92.0917	797683513								POET	797683513	Acetaldehyde is produced during the fermentation process of creating ethanol. The corn slurry is held in a temperature controlled tank (fermenter) for about 3 days. While the corn slurry is transferred into the fermenter an enzyme is added to convert the corn starch to sugars. During this time propagated dry batch yeast cells are added to the fermenter. The hydrated yeast cells consume the sugars producing equal quantites of ethyl alcohol and carbon dioxide gas. Acetaldehyde is a byproduct of fermentation. The acetaldeyde becomes en-trained in the gas stream leaving the fermenter. This gas stream is channeled through a wet scrubber before being burned in a Regenerative Thermal Oxidizer (RTO) or liquefied in a carbon dioxide purification plant. The water flow rate on the wet scrubber is controlled to maintain compliance with environmental regulations and emissions stack testing data.	NO	CHRIS.HANSON@POET.COM	RR5		NO	 	
55965PRCRN701IN	1313211086119	000050000	FORMALDEHYDE	TRI	2013	PRO-CORN LLC (DBA POET BIOREFINING)	701 INDUSTRIAL DR N	PRESTON	FILLMORE	MN	55965			YES	NO	NO	NO								325193						43.6861	-92.0917	797683513								POET	797683513	Formaldeyhde is produced during the fermentation process of creating ethanol. The corn slurry is held in a temperature controlled tank (fermenter) for about 3 days. While the corn slurry is transferred into the fermenter an enzyme is added to convert the corn starch to sugars. During this time propagated dry batch yeast cells are added to the fermenter. The hydrated yeast cells consume the sugars producing equal quantites of ethyl alcohol and carbon dioxide gas. Formaldehyde is a byproduct of fermentation. The formaldyhde becomes en-trained in the gas stream leaving the fermenter. This gas stream is channeled through a wet scrubber before being burned in a Regenerative Thermal Oxidizer (RTO) or liquefied in a carbon dioxide purification plant. The water flow rate on the wet scrubber is controlled to maintain compliance with environmental regulations and emissions stack testing data. Formaldehyde is produced in an intermediate reaction in the combustion of natural gas. POET Preston has two steam boilers on natural gas, two dryers with one natural gas burner each, and an RTO with three natural gas burners.	NO	CHRIS.HANSON@POET.COM			NO	 	
