TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
83276NWSTN3010C	1307205190426	007664417	AMMONIA	TRI	Pounds																		2007	NO	NU-WEST INDUSTRIES INC	3010 CONDA RD	SODA SPRINGS	CARIBOU	ID	83276	YES	NO	NO	NO														42.673531	-111.54113	160888582								AGRIUM U.S. INC.	808957229	0														NO	EVETTERG@AGRIUM.COM			NO	
83276NWSTN3010C	1307205190438	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2007	NO	NU-WEST INDUSTRIES INC	3010 CONDA RD	SODA SPRINGS	CARIBOU	ID	83276	YES	NO	NO	NO														42.673531	-111.54113	160888582								AGRIUM U.S. INC.	808957229	0														NO	EVETTERG@AGRIUM.COM			NO	
83276NWSTN3010C	1307205190440	007439921	LEAD	PBT	Pounds																		2007	NO	NU-WEST INDUSTRIES INC	3010 CONDA RD	SODA SPRINGS	CARIBOU	ID	83276	YES	NO	NO	NO														42.673531	-111.54113	160888582								AGRIUM U.S. INC.	808957229	0														NO	EVETTERG@AGRIUM.COM			YES	
83276NWSTN3010C	1307205190453	007439976	MERCURY	PBT	Pounds																		2007	NO	NU-WEST INDUSTRIES INC	3010 CONDA RD	SODA SPRINGS	CARIBOU	ID	83276	YES	NO	NO	NO														42.673531	-111.54113	160888582								AGRIUM U.S. INC.	808957229	0														NO	EVETTERG@AGRIUM.COM			YES	
83276NWSTN3010C	1307205190465	007697372	NITRIC ACID	TRI	Pounds																		2007	NO	NU-WEST INDUSTRIES INC	3010 CONDA RD	SODA SPRINGS	CARIBOU	ID	83276	YES	NO	NO	NO														42.673531	-111.54113	160888582								AGRIUM U.S. INC.	808957229	0														NO	EVETTERG@AGRIUM.COM			NO	
83276NWSTN3010C	1307205190477	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	NU-WEST INDUSTRIES INC	3010 CONDA RD	SODA SPRINGS	CARIBOU	ID	83276	YES	NO	NO	NO														42.673531	-111.54113	160888582								AGRIUM U.S. INC.	808957229	0														NO	EVETTERG@AGRIUM.COM			NO	
83628FLLRK4318P	1307205717756	000108952	PHENOL	TRI	Pounds																		2007	NO	FILLER KING CO	4318 PIONEER RD	HOMEDALE	OWYHEE	ID	83628	YES	NO	NO	NO														43.6143	-116.9463	190506121										0														NO	WAYNE@FILLERKING.COM			NO	
83648SRFRC11LIB	1307205411465	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	US AIR FORCE MOUNTAIN HOME AFB ID	1100 LIBERATOR ST BUILDING 1297	MOUNTAIN HOME AFB	ELMORE	ID	83648	YES	NO	YES	NO														43.04805	-115.8647									U.S. DEPARTMENT OF DEFENSE		0														YES				NO	
83653SMPLT4912E	1307205830983	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	SORRENTO LACTALIS INC.	4912 FRANKLIN RD	NAMPA	CANYON	ID	83687	YES	NO	NO	NO														43.605833	-116.49222	131687790								LACTALIS AMERICAN CO INC.	009073503	0														NO	GFERRARI@SORRENTOLACTALIS.COM			NO	
83653SMPLT4912E	1307205830995	007697372	NITRIC ACID	TRI	Pounds																		2007	NO	SORRENTO LACTALIS INC.	4912 FRANKLIN RD	NAMPA	CANYON	ID	83687	YES	NO	NO	NO														43.605833	-116.49222	131687790								LACTALIS AMERICAN CO INC.	009073503	0														NO	GFERRARI@SORRENTOLACTALIS.COM			NO	
