TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
14107CWMCH1550B	1307205232729	N040	BARIUM COMPOUNDS	TRI	2007	CWM CHEMICAL SERVICES LLC	1550 BALMER RD	MODEL CITY	NIAGARA	NY	14107	YES	NO	NO	NO								562211						43.22781	-78.971889	620762872								WASTE MANAGEMENT	194672085	FORM R IS FOR BARIUM AND BARIUM COMPOUNDS.	NO	JBANASZ@WM.COM			YES	
14107CWMCH1550B	1307205232743	007440473	CHROMIUM	TRI	2007	CWM CHEMICAL SERVICES LLC	1550 BALMER RD	MODEL CITY	NIAGARA	NY	14107	YES	NO	NO	NO								562211						43.22781	-78.971889	620762872								WASTE MANAGEMENT	194672085	2006 EXCEEDED THRESHOLD FOR BOTH CHROMIUM AND CHROMIUM COMPOUNDS.  QUANTITIES SUMMED AND REPORTED ON FORM R FOR CHROMIUM COMPOUNDS.  2007 EXCEEDED THRESHOLD FOR CHROMIUM ONLY.  QUANTITES REPORTED ON THIS FORM R FOR CHROMIUM.	NO	JBANASZ@WM.COM			YES	
14107CWMCH1550B	1307205232756	N100	COPPER COMPOUNDS	TRI	2007	CWM CHEMICAL SERVICES LLC	1550 BALMER RD	MODEL CITY	NIAGARA	NY	14107	YES	NO	NO	NO								562211						43.22781	-78.971889	620762872								WASTE MANAGEMENT	194672085	FORM R IS FOR COPPER AND COPPER COMPOUNDS.	NO	JBANASZ@WM.COM			YES	
14107CWMCH1550B	1307205232770	N450	MANGANESE COMPOUNDS	TRI	2007	CWM CHEMICAL SERVICES LLC	1550 BALMER RD	MODEL CITY	NIAGARA	NY	14107	YES	NO	NO	NO								562211						43.22781	-78.971889	620762872								WASTE MANAGEMENT	194672085	2006 EXCEEDED THRESHOLD FOR MANGANESE COMPOUNDS ONLY.  2007 EXCEEDED THRESHOLD FOR MANGANESE AND MANGANESE COMPOUNDS.  QUANTITIES FOR MN AND MN COMPOUNDS TOTALED AND REPORTED ON THIS FORM R.	NO	JBANASZ@WM.COM			YES	
14107CWMCH1550B	1307205232794	N495	NICKEL COMPOUNDS	TRI	2007	CWM CHEMICAL SERVICES LLC	1550 BALMER RD	MODEL CITY	NIAGARA	NY	14107	YES	NO	NO	NO								562211						43.22781	-78.971889	620762872								WASTE MANAGEMENT	194672085	2007 EXCEEDED THRESHOLD FOR NICKEL COMPOUNDS ONLY.	NO	JBANASZ@WM.COM			YES	
14107CWMCH1550B	1307205232820	N982	ZINC COMPOUNDS	TRI	2007	CWM CHEMICAL SERVICES LLC	1550 BALMER RD	MODEL CITY	NIAGARA	NY	14107	YES	NO	NO	NO								562211						43.22781	-78.971889	620762872								WASTE MANAGEMENT	194672085	2006 EXCEEDED THRESHOLD FOR ZINC DUST AND ZINC COMPOUNDS.  QUANTITIES SUMMED AND REPORTED ON FORM R FOR ZINC COMPOUNDS.  2007 EXCEED THRESHOLD FOR ZINC COMPOUNDS ONLY.  QUANTITIES REPORTED ON THIS FORM R FOR ZINC COMPOUNDS.	NO	JBANASZ@WM.COM			YES	
14150LFRGN41RIV	1307205601216	007439921	LEAD	PBT	2007	LAFARGE NORTH AMERICA INC RIVER ROAD RMX	4001 RIVER RD	TONAWANDA	ERIE	NY	14150	YES	NO	NO	NO								327320						42.985	-78.935556	605990944								LAFARGE NORTH AMERICA INC		PRODUCTION DECLINED FROM 2006 TO 2007.	NO	MATTHEW.STEWART@LAFARGE-NA.COM			YES	
13424CLDWL6152C	1307205934096	007439921	LEAD	PBT	2007	CALDWELL BENNETT INC.	6152  COUNTY  SEAT  RD	ORISKANY	ONEIDA	NY	13424	YES	NO	NO	NO								335932	335931					43.160609	-75.39178	058901042										PRODUCT MIX CHANGED THIS YEAR.	NO	MICHELLES@CBICABLES.COM			YES	
14701CRTCSONEPR	1307205367333	N420	LEAD COMPOUNDS	PBT	2007	ACU-RITE COMPANIES INC	ONE PRECISION WAY	JAMESTOWN	CHAUTAUQUA	NY	14701	YES	NO	NO	NO								334513	333515					42.1484	-79.2465	118325794								HEIDENHAIN HOLDING INC	782808091	Instituted Lead-free Soldering Processes in 2007, with mixed-results for product Quality, but a dramatic reduction in solder usage, in order to meet RoHS requirements. Future outlook is uncertain, and will depend on Product Reliability field experience and industry-wide acceptance, or not, of Lead-free soldered products.	NO	SOVEREND@ACU-RITE.COM			YES	
12771KLMRLSKYLI	1307205393960	N230	CERTAIN GLYCOL ETHERS	TRI	2007	KOLMAR LABORATORIES INC	20 W KING ST	PORT JERVIS	ORANGE	NY	12771	YES	NO	NO	NO								325620						41.376348	-74.69761	001535103								OUTSOURCING SERVICES GROUP INC		WE ARE TRYING TO DEVELOP OUR OWN SOAP/DETERGENT FOR CLEANING PRODUCTION EQUIPMENT THAT DOES NOT CONTAIN GLYCOL EITHERS. EXPECT TO BEGIN USE OF NEW DETERGENT BY SEPTEMBER 2008	NO	DWAGNER@KOLMAR.COM			NO	
