TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
13204TRDTC15SPE	1307205623236	000100425	STYRENE	TRI	Pounds																		2007	NO	TRIAD TECHNOLOGIES INC	105 SPENCER ST	SYRACUSE	ONONDAGA	NY	13204	YES	NO	NO	NO														43.060647	-76.157667	013721899										0														NO				NO	
13206SYRCS5985T	1307205207564	007440508	COPPER	TRI	Pounds																		2007	NO	SYRACUSE GAUGE CO.	5985 TARBELL RD	SYRACUSE	ONONDAGA	NY	13206	YES	NO	NO	NO														43.090077	-76.10501	014386945								TOMKINS CORP	184101194	0														NO				YES	
13206SYRCS5985T	1307205207576	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	SYRACUSE GAUGE CO.	5985 TARBELL RD	SYRACUSE	ONONDAGA	NY	13206	YES	NO	NO	NO														43.090077	-76.10501	014386945								TOMKINS CORP	184101194	0														NO				YES	
14086NTDSL4471W	1307205397870	007439921	LEAD	PBT	Pounds																		2007	NO	UNITED SILICONE INC	4471 WALDEN AVE	LANCASTER	ERIE	NY	14086	YES	NO	NO	NO														42.927705	-78.598199	030231153								ILLINOIS TOOL WORKS		0														NO	JHEHNEN@UNITEDSILICONE.COM			YES	
14086NTDSL4471W	1307205397882	007697372	NITRIC ACID	TRI	Pounds																		2007	NO	UNITED SILICONE INC	4471 WALDEN AVE	LANCASTER	ERIE	NY	14086	YES	NO	NO	NO														42.927705	-78.598199	030231153								ILLINOIS TOOL WORKS		0														NO	JHEHNEN@UNITEDSILICONE.COM			NO	
14094CNDLL24MIC	1307205219809	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2007	NO	CANDLELIGHT CABINETRY	24 MICHIGAN ST	LOCKPORT	NIAGARA	NY	14094	YES	NO	NO	NO														43.167316	-78.711835	611803289										0														NO	TDIAZ@CANDLELIGHTCAB.COM			NO	
14605FNGRL418ST	1307206012852	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2007	NO	FINGER LAKES CHEMICAL INC	418-424 ST. PAUL ST	ROCHESTER	MONROE	NY	14605	YES	NO	NO	NO														43.164511	-77.613821	041293671										250	E2	VAN LARE TREATMENT PLANT	700 PINE GROVE AVE	IRONDEQUOIT	NY	MONROE	14617							NO	HANS@CASTLEPACKSPOWER.COM			NO	
14605FNGRL418ST	1307206012864	000067561	METHANOL	TRI	Pounds																		2007	NO	FINGER LAKES CHEMICAL INC	418-424 ST. PAUL ST	ROCHESTER	MONROE	NY	14605	YES	NO	NO	NO														43.164511	-77.613821	041293671										20	E2	VAN LARE TREATMENT PLANT	700 PINE GROVE AVE	IRONDEQUOIT	NY	MONROE	14617							NO	HANS@CASTLEPACKSPOWER.COM			NO	
13126NGRMH261WA	1307205767484	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	OSWEGO HARBOR POWER	261 WASHINGTON BLVD	OSWEGO	OSWEGO	NY	13126	YES	NO	NO	NO														43.458583	-76.531639	111407530								NRG ENERGY INC.	793422213	0														NO	MEREDITH.MOORE@NRGENERGY.COM			NO	
13126NGRMH261WA	1307205767496	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	12.16	1.78	.95	48.28	2.6	2.73	2.99	1.27	2.86	.46	1.02	2.41	1.52	12.07	.92	1.27	4.71	2007	NO	OSWEGO HARBOR POWER	261 WASHINGTON BLVD	OSWEGO	OSWEGO	NY	13126	YES	NO	NO	NO														43.458583	-76.531639	111407530								NRG ENERGY INC.	793422213	0														NO	MEREDITH.MOORE@NRGENERGY.COM			NO	
