TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
83815DVNCD600WW	1313211395912	007439921	LEAD	TRI	2013	ADVANCED INPUT DEVICES	600 W WILBUR AVE	COEUR D'ALENE	KOOTENAI	ID	83815			YES	NO	NO	NO								334119						47.736279	-116.795328	097819635								ESTERLINE TECHNOLOGIES	043190826	Lead free solder is used on approximately 75% of our top-mount assemblies. A new rigorous and comprehensive program for recycling expired solder paste has been instituted at Esterline AID beginning in 2014. This program will significantly reduce the weight of lead sent for off-site disposal and increase the weight of lead sent for off-site recycling in future Form R submittals.	NO	DENNIS.STAVER@ESTERLINE.COM			YES	 	
83854PTLTC41NPT	1313211838228	N120	DIISOCYANATES	TRI	2013	PLUMMER FOREST PRODUCTS PARTICLEBOARD PLANT	401 N POTLATCH RD	POST FALLS	KOOTENAI	ID	83854			YES	NO	NO	NO								321219						47.708266	-116.911411									PLUMMER FOREST PRODUCTS INC	006634039	Implemented more frequent maintenance shutdowns to better maintain and clean manufacturing press. This reduced the amount of diisocyanate resin needed to manufacture product.	NO	TBRINKMEYER@PLUMMERFOREST.COM			NO	 	
83338DHMLK165S1	1313211361555	007697372	NITRIC ACID	TRI	2013	IDAHO MILK PRODUCTS INC	2249 S TIGER DR	JEROME	JEROME	ID	83338			YES	NO	NO	NO								311514						42.70016	-114.502	828598065										|SRNA:Concern that product quality may decline as a result of source reduction. Nitric acid is used to clean equipment for food-grade processing.	NO	EAARDEMA@IDAHOMILK.US			NO	 	
83338DHMLK165S1	1313211361542	N511	NITRATE COMPOUNDS	TRI	2013	IDAHO MILK PRODUCTS INC	2249 S TIGER DR	JEROME	JEROME	ID	83338			YES	NO	NO	NO								311514						42.70016	-114.502	828598065										|SRNA:Concern that product quality may decline as a result of source reduction. Nitrate compounds are the result of neutralizing nitric acid. Nitric acid is used at the facility to clean equipment used for food-grade processing.	NO	EAARDEMA@IDAHOMILK.US			NO	 	
83653SMPLT4912E	1313211583758	N511	NITRATE COMPOUNDS	TRI	2013	SORRENTO LACTALIS INC	4912 E FRANKLIN RD	NAMPA	CANYON	ID	83687			YES	NO	NO	NO								311513	311514					43.606826	-116.491937	131687790								LACTALIS AMERICAN CO INC	009073503	Other Reuse or Recycle: use of non-hazardous wastewater as cattle feed and use of non-hazardous waste activated sludge as compost.  Overseen by the Department of Agriculture.	NO	NICOLAS.DEPUYDT@LACTALIS.US			NO	 	
83642LPWDP420WF	1313211718111	N982	ZINC COMPOUNDS	TRI	2013	FIBER COMPOSITES LLC	420 W FRANKLIN RD	MERIDIAN	ADA	ID	836422823			YES	NO	NO	NO								321219	326199					43.60468	-116.39904	103081365								FIBER COMPOSITES LLC	061500534	Reduction in product offering	NO	KENR@FIBERONDECKING.COM			YES	 	
83676SSFDS22303	1313211773813	007664417	AMMONIA	TRI	2013	SSI FOOD SERVICES LLC	22303 HWY 95	WILDER	CANYON	ID	83676			YES	NO	NO	NO								311991						43.696145	-116.913795	121647663								CTI FOODS LLC	808128966	|T03:Addition 3 new purgers...New Process Control System and GEA GForce Compressor Microprocessers...Installation new sensors and control system  mechanical room and relief headers...Expense total $601,000.	NO	JGILLETTE@CTIFOODS.COM			NO	 	
83201MRCNM2300B	1313211099698	007664393	HYDROGEN FLUORIDE	TRI	2013	ON SEMICONDUCTOR INC	2300 BUCKSKIN RD	POCATELLO	BANNOCK	ID	83201			YES	NO	NO	NO								334413						42.870386	-112.263981	076216865										This type of use for this chemical is required in semiconductor manufacturing processes.	NO	BETH.JOHNSTON@ONSEMI.COM			NO	 	
83201MRCNM2300B	1313211099686	007664417	AMMONIA	TRI	2013	ON SEMICONDUCTOR INC	2300 BUCKSKIN RD	POCATELLO	BANNOCK	ID	83201			YES	NO	NO	NO								334413						42.870386	-112.263981	076216865										|T11:During 2013, anhydrous ammonia was removed from the wastewater treatment process.	NO	BETH.JOHNSTON@ONSEMI.COM			NO	 	
83201MRCNM2300B	1313211099700	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2013	ON SEMICONDUCTOR INC	2300 BUCKSKIN RD	POCATELLO	BANNOCK	ID	83201			YES	NO	NO	NO								334413						42.870386	-112.263981	076216865										This type of use for this chemical is required in semiconductor manufacturing processes.	NO	BETH.JOHNSTON@ONSEMI.COM			NO	 	
