TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
96915PHLDNCABRA	1313211070329	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2013	IP&E HOLDINGS LLC F-3 DOCK	CABRAS ISLAND	PITI	GUAM	GU	96915			YES	NO	NO	NO								424710						13.462168	144.671059	980087247										None	NO	PHILMUNA@HSSEP.COM			NO	 	
96913STHPC816NM	1313210944613	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2013	SOUTH PACIFIC PETROLEUM CORP	1118 CABRAS HWY	PITI	GUAM	GU	969250000			YES	NO	NO	NO								424710						13.464108	144.663331	855022534								SOUTH PACIFIC PETROLEUM CORP	855022534	None|811AI:None	NO	GMESA@SPPCORP.COM			NO	 	
9691WFRMST49NRT	1313210973893	000122394	DIPHENYLAMINE	TRI	2013	FOREMOST FOODS INC	490 N MARINE CORPS DR	TAMUNING	GUAM	GU	96913			YES	NO	NO	NO								311511						13.501887	144.80179											Plant Facility was closed permanently.	NO	QA@COKE-FOREMOST.COM			NO	 	
96913STHPC816NM	1313210944625	000071432	BENZENE	TRI	2013	SOUTH PACIFIC PETROLEUM CORP	1118 CABRAS HWY	PITI	GUAM	GU	969250000			YES	NO	NO	NO								424710						13.464108	144.663331	855022534								SOUTH PACIFIC PETROLEUM CORP	855022534	None|811AI:None	NO	GMESA@SPPCORP.COM			NO	 	
96912TNGSSPARCE	1313211402540	000091203	NAPHTHALENE	TRI	2013	TANGUISSON POWER PLANT	PARCEL 1, ESTATE 103	DEDEDO	GUAM	GU	96929			YES	NO	NO	NO								221112						13.541741	144.807727	135778103										Data  on oil and grease  content  on the  cooling water discharge is now available for the first time.  Measured concentrations of oil and grease  are near detection level but water flow is very high.     This accounts for the large increase from the previous year..	NO	M_CRUZ90@HOTMAIL.COM			NO	 	
96913STHPC816NM	1313210944664	000091203	NAPHTHALENE	TRI	2013	SOUTH PACIFIC PETROLEUM CORP	1118 CABRAS HWY	PITI	GUAM	GU	969250000			YES	NO	NO	NO								424710						13.464108	144.663331	855022534								SOUTH PACIFIC PETROLEUM CORP	855022534	None	NO	GMESA@SPPCORP.COM			NO	 	
96912TNGSSPARCE	1313211402526	000191242	BENZO(G,H,I)PERYLENE	PBT	2013	TANGUISSON POWER PLANT	PARCEL 1, ESTATE 103	DEDEDO	GUAM	GU	96929			YES	NO	NO	NO								221112						13.541741	144.807727	135778103										Data  on oil and grease  content  on the  cooling water discharge is now available for the first time.  Measured concentrations of oil and grease  are near detection level but water flow is very high.     This accounts for the large increase from the previous year..	NO	M_CRUZ90@HOTMAIL.COM			NO	 	
96915PHLDNCABRA	1313211070457	001330207	XYLENE (MIXED ISOMERS)	TRI	2013	IP&E HOLDINGS LLC F-3 DOCK	CABRAS ISLAND	PITI	GUAM	GU	96915			YES	NO	NO	NO								424710						13.462168	144.671059	980087247										None	NO	PHILMUNA@HSSEP.COM			NO	 	
96913STHPC816NM	1313210944688	001330207	XYLENE (MIXED ISOMERS)	TRI	2013	SOUTH PACIFIC PETROLEUM CORP	1118 CABRAS HWY	PITI	GUAM	GU	969250000			YES	NO	NO	NO								424710						13.464108	144.663331	855022534								SOUTH PACIFIC PETROLEUM CORP	855022534	None|811AI:None	NO	GMESA@SPPCORP.COM			NO	 	
96915PHLDNCABRA	1313211070406	000110543	N-HEXANE	TRI	2013	IP&E HOLDINGS LLC F-3 DOCK	CABRAS ISLAND	PITI	GUAM	GU	96915			YES	NO	NO	NO								424710						13.462168	144.671059	980087247										None	NO	PHILMUNA@HSSEP.COM			NO	 	
