TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
05468WYTHNGEORG	1313210985723	007697372	NITRIC ACID	TRI	2013	PERRIGO NUTRITIONALS	147 INDUSTRIAL PARK RD	GEORGIA	FRANKLIN	VT	05468			YES	NO	NO	NO								311514						44.696436	-73.089303	131639775								PERRIGO CO		|SRNA:Nitric Acid is used in the cleaning process for protien removal in processing system.  This is required due to the different products that are run in the facility.	NO	JOHN.GRIMMER@PERRIGO.COM			NO	 	
05468WYTHNGEORG	1313210985711	N511	NITRATE COMPOUNDS	TRI	2013	PERRIGO NUTRITIONALS	147 INDUSTRIAL PARK RD	GEORGIA	FRANKLIN	VT	05468			YES	NO	NO	NO								311514						44.696436	-73.089303	131639775								PERRIGO CO		Nitrate Compunds are produced from the on-site Waste Water Treatment Plant.  It is the conversion of Nitic Acid that is used in the cleaning process for the plant.	NO	JOHN.GRIMMER@PERRIGO.COM			NO	 	
05446HZLTT217LA	1313211432137	007440473	CHROMIUM	TRI	2013	HAZELETT STRIP CASTING CORP	135 W LAKESHORE DR	COLCHESTER	CHITTENDEN	VT	05446			YES	NO	NO	NO								333298	333249					44.54572	-73.21844	019141092										|SRNA:This chemical, Chromium, is a constituent of the metal we used to make new and replacement parts for the machines we sell. We do not intend to "reduce" our use of this "chemical". We hope our sales increase and our use of this "chemical" increases.	NO	PETERRO@HAZELETT.COM			YES	 	
05446HZLTT217LA	1313211432164	007440508	COPPER	TRI	2013	HAZELETT STRIP CASTING CORP	135 W LAKESHORE DR	COLCHESTER	CHITTENDEN	VT	05446			YES	NO	NO	NO								333298	333249					44.54572	-73.21844	019141092										|SRNA:This chemical, Copper, is a constituent of the metal we used to make new and replacement parts for the machines we sell. We do not intend to "reduce" our use of this "chemical". We hope our sales increase and our use of this "chemical" increases.	NO	PETERRO@HAZELETT.COM			YES	 	
05250MCKML79EAR	1313211456684	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2013	MACK MOLDING CO	79 E ARLINGTON RD	ARLINGTON	BENNINGTON	VT	05250			YES	NO	NO	NO								326199						43.07181	-73.15339	002068096								MACK GROUP	050227250	|T11:#4 Fuel oil is used in a steam boiler  to heat the building.  Improvements have been made by installing insulated windows and improving temperature controls.  W19: Improved R-Value of building envelope by replacing single pane glass windows with	NO	EEE@MACK.COM			NO	 	
05452BM   1000R	1313211674926	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2013	IBM CORP	1000 RIVER ST	ESSEX JUNCTION	CHITTENDEN	VT	05452			YES	NO	NO	NO								334413						44.478939	-73.100127	119714236								IBM CORP		|W58:Tool consolidations in 2013 resulted in a reduction in the use of hydrochloric acid in that tool set by approximately 157 gallons per year.	NO	TJAGIELS@US.IBM.COM			NO	 	
05452BM   1000R	1313211674938	007664393	HYDROGEN FLUORIDE	TRI	2013	IBM CORP	1000 RIVER ST	ESSEX JUNCTION	CHITTENDEN	VT	05452			YES	NO	NO	NO								334413						44.478939	-73.100127	119714236								IBM CORP		|W51:At tool chemical recycle capability is utilized. Chemical is used and then routed back to a tank where it is filtered and reused until the HF in the mixture is spent.	NO	TJAGIELS@US.IBM.COM			NO	 	
05452BM   1000R	1313211674953	N511	NITRATE COMPOUNDS	TRI	2013	IBM CORP	1000 RIVER ST	ESSEX JUNCTION	CHITTENDEN	VT	05452			YES	NO	NO	NO								334413						44.478939	-73.100127	119714236								IBM CORP		|W58:In 2013, ferric nitrate savings continued from the utilization of the reduced flow Ebara vision process.  This process minimizes the flow thus reducing chemical use while achieving the same process results.|W19:3175 pounds of drummed waste ferric nitrate containing CMP slurries were treated at the on-site biological treatment plant, instead of sending off-site for disposal.	NO	TJAGIELS@US.IBM.COM			NO	 	
05452BM   1000R	1313211674989	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2013	IBM CORP	1000 RIVER ST	ESSEX JUNCTION	CHITTENDEN	VT	05452			YES	NO	NO	NO								334413						44.478939	-73.100127	119714236								IBM CORP		|SRNA:Polycyclic aromatic compounds are a component of fuel oil used to heat the facility.  The facility is on interruptible natural gas and must switch to fuel oil during natural gas service interruptions.  The facility uses as little fuel oil as possible, but must use it to keep the facility operating when natural gas is not available.	NO	TJAGIELS@US.IBM.COM			NO	 	
05452BM   1000R	1313211674902	000191242	BENZO(G,H,I)PERYLENE	PBT	2013	IBM CORP	1000 RIVER ST	ESSEX JUNCTION	CHITTENDEN	VT	05452			YES	NO	NO	NO								334413						44.478939	-73.100127	119714236								IBM CORP		|SRNA:Benzo(G,H,I)Perylene is a component of fuel oil used to heat the facility.  The facility is on interruptible natural gas and must switch to fuel oil during natural gas service interruptions.  The facility uses as little fuel oil as possible, but must use it to keep the facility operating when natural gas is not available.	NO	TJAGIELS@US.IBM.COM			NO	 	
05452BM   1000R	1313211674965	007697372	NITRIC ACID	TRI	2013	IBM CORP	1000 RIVER ST	ESSEX JUNCTION	CHITTENDEN	VT	05452			YES	NO	NO	NO								334413						44.478939	-73.100127	119714236								IBM CORP		|W58:The bath life of a chemical that constitutes Nitric Acid, Hydrochloric acid and water was modified in 2013 on a certain tool set.  The process change resulted in less bath exchanges thereby reducing the chemical used by this process.|W51:At tool chemical recycle capability is utilized. Chemical is used and then routed back to a tank where it is filtered and reused until the nitric acid in the mixture is spent.	NO	TJAGIELS@US.IBM.COM			NO	 	
05452BM   1000R	1313211674890	007664417	AMMONIA	TRI	2013	IBM CORP	1000 RIVER ST	ESSEX JUNCTION	CHITTENDEN	VT	05452			YES	NO	NO	NO								334413						44.478939	-73.100127	119714236								IBM CORP		|W13:Ammonia air emissions were reduced by 55.7% in 2013 due to increased ammonia treatment efficiency in a couple of the central treatment units at the facility.	NO	TJAGIELS@US.IBM.COM			NO	 	
05452BM   1000R	1313211674914	000107211	ETHYLENE GLYCOL	TRI	2013	IBM CORP	1000 RIVER ST	ESSEX JUNCTION	CHITTENDEN	VT	05452			YES	NO	NO	NO								334413						44.478939	-73.100127	119714236								IBM CORP		|W42:Due to the characteristics of ethylene glycol, focus continues on its elimination or replacement with a less toxic chemical (such as propylene glycol), where technically feasible.	NO	TJAGIELS@US.IBM.COM			NO	 	
05452BM   1000R	1313211674977	010028156	OZONE	TRI	2013	IBM CORP	1000 RIVER ST	ESSEX JUNCTION	CHITTENDEN	VT	05452			YES	NO	NO	NO								334413						44.478939	-73.100127	119714236								IBM CORP		|W52:Equipment that generates ozone is equipped with point-of-use ozone destruct units to minimize ozone emissions at the tool exhaust.  Continued efforts in 2013 to optimize ozone destruct technology for certain tool processes.	NO	TJAGIELS@US.IBM.COM			NO	 	
05452BM   1000R	1313211674991	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2013	IBM CORP	1000 RIVER ST	ESSEX JUNCTION	CHITTENDEN	VT	05452			YES	NO	NO	NO								334413						44.478939	-73.100127	119714236								IBM CORP		|W52:Tool consolidations in 2013 on two different tool sets (wets and copper plating) resulted in a reduction in the use of sulfuric acid.|W42:All new technologies being introduced in the mask manufacturing line are using the ozone clean process in lieu of a sulfuric/peroxide wet chemistry thus further avoiding the use of sulfuric acid in this process.	NO	TJAGIELS@US.IBM.COM			NO	 	
05452BM   1000R	1313211674940	000872504	N-METHYL-2-PYRROLIDONE	TRI	2013	IBM CORP	1000 RIVER ST	ESSEX JUNCTION	CHITTENDEN	VT	05452			YES	NO	NO	NO								334413						44.478939	-73.100127	119714236								IBM CORP		|W51:At tool chemical recycle of NMP and a NMP containing chemical was utilized on certain semiconductor manufacturing equipment.	NO	TJAGIELS@US.IBM.COM			NO	 	
05201TNSTRWESTR	1313211589698	000107211	ETHYLENE GLYCOL	TRI	2013	TANSITOR ELECTRONICS INC	2813 W RD	BENNINGTON	BENNINGTON	VT	05201			YES	NO	NO	NO								334414						42.87778	-73.26666	086953015								VISHAY INTERTECHNOLOGY INC		|SRNA:Source reduction would have a negative impact on quality of the product, due to stringent quality requirements set forth by client and military specifications.	NO	ROBERT.RIDLEY@VISHAY.COM			NO	 	
05446CHMPLHERCU	1313211153592	N010	ANTIMONY COMPOUNDS	TRI	2013	CHAMPLAIN CABLE CORP	175 HERCULES DR	COLCHESTER	CHITTENDEN	VT	05446			YES	NO	NO	NO								335929						44.510756	-73.176005	002338549								CHAMPLAIN CABLE CORP		An operations team was established to develop a more efficient production schedule to reduce the number and frequency of machine changeovers. By reducing the number of changeovers, he volume of waste has significantly reduces. A 50% reduction in off-site transfers was realized, compared to only a 17% reduction in production volume.	NO	BFITZGERALD@CHAMPCABLE.COM			YES	 	
05142MCKMLRTE13	1313211446024	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2013	MACK MOLDING CO	2044 MAIN ST	CAVENDISH	WINDSOR	VT	05142			YES	NO	NO	NO								326199						43.38215	-72.60921	002068096								MACK GROUP	002068096	|W19:2 Boilers alternate each week one being cleaned while the other is ran. Improves fire efficiency .|T04:Management proactive in placement of work area needed as well as efficiant use of heat to location.	NO	EAB@MACK.COM			NO	 	
05478BRTKN110LA	1313211515440	000108883	TOLUENE	TRI	2013	MYLAN TECHNOLOGIES INC	110 LAKE ST	SAINT ALBANS	FRANKLIN	VT	05478			YES	NO	NO	NO								325412						44.81097	-73.08772	063790265		VTD099682494						MYLAN INC	059298141	|SRNA:THE PRODUCTION/SERVICE FACTOR CHANGED TO 1.88 DUE TO INCREASING MANUFACTURING ACTIVITY AT THE LAKE STREET LOCATION	NO	MICHAEL.LAFFIN@MYLAN.COM			NO	 	
05301FLFLXPUTNE	1313211681705	N982	ZINC COMPOUNDS	TRI	2013	MOORE CO FULFLEX OF VERMONT DIV	32 JUSTIN HOLDEN DR	BRATTLEBORO	WINDHAM	VT	05301			YES	NO	NO	NO								326299						42.88522	-72.55472									THE MOORE CO	001199926	Company objective to reduce % scrap;  Reduction in process waste to Landfill, by partnering w/ customer(s) to repurpose into new products	NO	DVENICE@FULFLEXINC.COM			YES	 	
