TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
32501RCHHL407SO	1307205315551	000100414	ETHYLBENZENE	TRI	2007	REICHHOLD, INC	425 S PACE BLVD	PENSACOLA	ESCAMBIA	FL	32501	YES	NO	NO	NO								325211						30.40772	-87.242	001220904								REICHHOLD, INC	001220904	Identified as-is use for residue generated from solvent recovery.	NO	BRUCE.MCCALL@REICHHOLD.COM			NO	
32501RCHHL407SO	1307205315637	001330207	XYLENE (MIXED ISOMERS)	TRI	2007	REICHHOLD, INC	425 S PACE BLVD	PENSACOLA	ESCAMBIA	FL	32501	YES	NO	NO	NO								325211						30.40772	-87.242	001220904								REICHHOLD, INC	001220904	Identified as-is use for residue generated from solvent recovery.	NO	BRUCE.MCCALL@REICHHOLD.COM			NO	
32303GNRLD293CM	1307205887654	007439921	LEAD	PBT	2007	GENERAL DYNAMICS LAND SYSTEMS	2930 COMMONWEALTH BLVD	TALLAHASSEE	LEON	FL	32303	YES	NO	NO	NO								334412						30.475861	-84.361598	131266926								GENERAL DYNAMICS CORP LAND SYSTEMS	131266926	THIS SITE IS ISO 14001 AND OHSAS 18001 CERTIFIED.	NO	COWANR@GDLS.COM			YES	
33169NLTNT1251N	1307205361114	001330207	XYLENE (MIXED ISOMERS)	TRI	2007	NALLITE INTERNATIONAL INC.	1111 NW 165TH ST	MIAMI	MIAMI-DADE	FL	33169	YES	NO	NO	NO								326199						25.92417	-80.219626	066221284								GRAHAM PARTNERS	626804934	Nailite's waste minimization practices include overspray reclaim, conversion of painted solids to "molded-in-color products" and  continued efforts with vendors to formulate reduced HAPs coatings and integrate into coating process.  Additionally, Nailite has replaced a spray paint booth  with a state-of-the art system which is designed  to utilize less coating and solvent and minimize overspray.	NO	SSCHWARZ@NALITE.COM			NO	
33169NLTNT1251N	1307205361126	000100414	ETHYLBENZENE	TRI	2007	NALLITE INTERNATIONAL INC.	1111 NW 165TH ST	MIAMI	MIAMI-DADE	FL	33169	YES	NO	NO	NO								326199						25.92417	-80.219626	066221284								GRAHAM PARTNERS	626804934	Nailite's waste minimization practices include overspray reclaim, conversion of painted solids to "molded-in-color products" and  continued efforts with vendors to formulate reduced HAPs coatings and integrate into coating process.  Additionally, Nailite has replaced a spray paint booth  with a state-of-the art system which is designed  to utilize less coating and solvent and minimize overspray.	NO	SSCHWARZ@NALITE.COM			NO	
33169NLTNT1251N	1307205361138	000108883	TOLUENE	TRI	2007	NALLITE INTERNATIONAL INC.	1111 NW 165TH ST	MIAMI	MIAMI-DADE	FL	33169	YES	NO	NO	NO								326199						25.92417	-80.219626	066221284								GRAHAM PARTNERS	626804934	Nailite's waste minimization practices include overspray reclaim, conversion of painted solids to "molded-in-color products" and  continued efforts with vendors to formulate reduced HAPs coatings and integrate into coating process.  Additionally, Nailite has replaced a spray paint booth  with a state-of-the art system which is designed  to utilize less coating and solvent and minimize overspray.	NO	SSCHWARZ@NALITE.COM			NO	
33169NLTNT1251N	1307205361140	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2007	NALLITE INTERNATIONAL INC.	1111 NW 165TH ST	MIAMI	MIAMI-DADE	FL	33169	YES	NO	NO	NO								326199						25.92417	-80.219626	066221284								GRAHAM PARTNERS	626804934	Nailite's waste minimization practices include overspray reclaim, conversion of painted solids to "molded-in-color products" and  continued efforts with vendors to formulate reduced HAPs coatings and integrate into coating process.  Additionally, Nailite has replaced a spray paint booth  with a state-of-the art system which is designed  to utilize less coating and solvent and minimize overspray.	NO	SSCHWARZ@NALITE.COM			NO	
34243HNYWL18455	1307205711171	007439921	LEAD	PBT	2007	HONEYWELL INTERNATIONAL	1845 57TH ST	SARASOTA	SARASOTA	FL	34243	YES	NO	NO	NO								334418						27.383463	-82.531497									HONEYWELL INTERNATIONAL	763954618	This facility is shutdown and no longer in operation.	NO	JIM.KORTH@HONEYWELL.COM			YES	
34474MRLLT1300S	1307205957032	000100414	ETHYLBENZENE	TRI	2007	MASCO BCG- MERILLAT OCALA	1300 SW 38TH AVE	OCALA	MARION	FL	34474	YES	NO	NO	NO								337110						29.1746	-82.1882	005034749								MASCO CORP	005320924	Ongoing VOC reduction activities, ISO 14001 recertification	NO	DONNA.TACKETT@MASCOBCG.COM	RR4		NO	
34474MRLLT1300S	1307205957044	001330207	XYLENE (MIXED ISOMERS)	TRI	2007	MASCO BCG- MERILLAT OCALA	1300 SW 38TH AVE	OCALA	MARION	FL	34474	YES	NO	NO	NO								337110						29.1746	-82.1882	005034749								MASCO CORP	005320924	Ongoing VOC reduction program internally	NO	DONNA.TACKETT@MASCOBCG.COM	RR4		NO	
