REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
2011	NO	21226NTDST5500Q	US GYPSUM CO	5500 QUARANTINE RD	BALTIMORE	BALTIMORE (CITY)	MD	21226	YES	NO	NO	NO								327420						39.20336	-76.56045	003091964								USG CORP	003091964	1311209528088	007439976	MERCURY	PBT	Pounds																		.005208	.061	.06	.05	0	0	0	0	0	0	0	0	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.9	W58	OTHER PROCESS MODIFICATIONS	T04	PARTICIPATIVE TEAM MANAGEMENT																													0	0	0	0	.005208	.021	.02	.02	0	0	0	0	0	.04	.04	.03	NO	SSEIDEL@USG.COM			YES	 	
2011	NO	21226NTDST5500Q	US GYPSUM CO	5500 QUARANTINE RD	BALTIMORE	BALTIMORE (CITY)	MD	21226	YES	NO	NO	NO								327420						39.20336	-76.56045	003091964								USG CORP	003091964	1311209528076	007439921	LEAD	TRI	Pounds																		.1285	19.53	18.13	16.13	0	0	0	0	0	0	0	0	34.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.9	W58	OTHER PROCESS MODIFICATIONS	T04	PARTICIPATIVE TEAM MANAGEMENT																													0	0	0	0	.1285	.13	.13	.13	0	0	0	0	0	19.4	18	16	NO	SSEIDEL@USG.COM			YES	 	
2011	NO	21620DXNVL800HI	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	KENT	MD	21620	YES	NO	NO	NO								332912	332911	332919				39.21444	-76.07446	002296713										1311209826662	007440508	COPPER	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34726	70203	77222	84944	0	0	0	0	0	0	0	0		.49	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	MPRICE@DIXONVALVE.COM			YES	 	
2011	NO	21620DXNVL800HI	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	KENT	MD	21620	YES	NO	NO	NO								332912	332911	332919				39.21444	-76.07446	002296713										1311209826650	007440473	CHROMIUM	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15004	38308	42138	46351	0	0	0	0	0	0	0	0		.39	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	MPRICE@DIXONVALVE.COM			YES	 	
2011	NO	21620DXNVL800HI	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	KENT	MD	21620	YES	NO	NO	NO								332912	332911	332919				39.21444	-76.07446	002296713										1311209826686	007440020	NICKEL	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10547	26854	29539	32492	0	0	0	0	0	0	0	0		.39	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	MPRICE@DIXONVALVE.COM			YES	 	
2011	NO	21620DXNVL800HI	DIXON VALVE & COUPLING CO	800 HIGH ST	CHESTERTOWN	KENT	MD	21620	YES	NO	NO	NO								332912	332911	332919				39.21444	-76.07446	002296713										1311209826674	007439965	MANGANESE	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14243	25817	28398	31237	0	0	0	0	0	0	0	0		.55	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	MPRICE@DIXONVALVE.COM			YES	 	
2011	NO	21226CHMTL711PI	ERACHEM COMILOG INC - BALTIM ORE PLANT	610 PITTMAN RD	BALTIMORE	ANNE ARUNDEL	MD	21226	YES	NO	NO	NO								325188						39.194842	-76.565117	091808246								COMILOG US INC	787491307	1311209482114	N450	MANGANESE COMPOUNDS	TRI	Pounds																		6805	11346	7100	7100	0	0	0	0	0	0	0	0	714928	453612	500000	500000	0	0	250000	250000	0	0	0	0	0	0	0	0		1.07	NA	NA																															0	0	0	0	6768	11223	7000	7000	0	0	0	0	37	123	100	100	NO	PETER.SOMICH@ERAMETGROUP.COM			YES	 	
2011	NO	21226CHMTL711PI	ERACHEM COMILOG INC - BALTIM ORE PLANT	610 PITTMAN RD	BALTIMORE	ANNE ARUNDEL	MD	21226	YES	NO	NO	NO								325188						39.194842	-76.565117	091808246								COMILOG US INC	787491307	1311209482138	007697372	NITRIC ACID	TRI	Pounds																		2524.23	2787.8	2800	2800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.22	NA	NA																															0	0	0	0	2524.23	2787.8	2800	2800	0	0	0	0	0	0	0	0	NO	PETER.SOMICH@ERAMETGROUP.COM			NO	 	
2011	NO	21226CHMTL711PI	ERACHEM COMILOG INC - BALTIM ORE PLANT	610 PITTMAN RD	BALTIMORE	ANNE ARUNDEL	MD	21226	YES	NO	NO	NO								325188						39.194842	-76.565117	091808246								COMILOG US INC	787491307	1311209482102	N420	LEAD COMPOUNDS	PBT	Pounds																		.18121	.1541	.15	.15	0	0	0	0	0	0	0	0	455	289	300	300	0	0	150	150	0	0	0	0	0	0	0	0		1.07	NA	NA																															0	0	0	0	.11711	.1541	.15	.15	0	0	0	0	.0641	0	0	0	NO	PETER.SOMICH@ERAMETGROUP.COM			YES	 	
2011	NO	21226CHMTL711PI	ERACHEM COMILOG INC - BALTIM ORE PLANT	610 PITTMAN RD	BALTIMORE	ANNE ARUNDEL	MD	21226	YES	NO	NO	NO								325188						39.194842	-76.565117	091808246								COMILOG US INC	787491307	1311209482090	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		747.8	747.8	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.67	NA	NA																															0	0	0	0	747.8	747.8	800	800	0	0	0	0	0	0	0	0	NO	PETER.SOMICH@ERAMETGROUP.COM			NO	 	
