TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
51501GRFFN2601W	1311209316619	007439921	LEAD	TRI	2011	GRIFFIN PIPE PRODUCTS CO INC	2601 W 9TH AVE	COUNCIL BLUFFS	POTTAWATTAMIE	IA	51501	YES	NO	NO	NO								331511						41.25356	-95.887302	826864576								GRIFFIN PIPE PRODUCTS CO	826864576	REPLACED VENTURI WET SCRUBBER WITH A BAG HOUSE IN JANUARY 2011.	NO	MPISARIK@GRIFFINPIPE.COM			YES	 	
70086CHVRNHWY18	1311209386960	000100414	ETHYLBENZENE	TRI	2011	AMERICAS STYRENICS LLC	9901 HWY 18	SAINT JAMES	ST JAMES	LA	70086	YES	NO	NO	NO								325110						30.082915	-90.913046	825292100								AMERICAS STYRENICS LLC	825292100	THE AMERICAS STYRENICS ST. JAMES PLANT HAS TWO FORMAL PLANT PROGRAMS THAT REVIEW EACH CAPITAL AND EXPENSE PROJECT TO EVALUATE FOR PRODUCT STEWARDSHIP PRINCIPLES.  THE FIRST IS AN EHS CHECKLIST THAT USES A STEP-BY-STEP APPROACH TO EACH PHASE OF THE PROJECT TO APPLY POLLUTION PREVENTION CONTROL ACTIVITIES.  THE SECOND PROGRAM IS THE FACILITY MODEL LDAR PROGRAM THAT AGGRESSIVELY MAKES REPAIRS TO COMPONENTS THAT HAVE FUGITIVE EMISSIONS.   OVERALL, ANNUAL EMISSIONS AND WASTE DATA ARE EVALUATED TO DETERMINE WHERE POLLUTION PREVENTION OPPORTUNITIES EXIST AT THE ST. JAMES PLANT.  THE EMISSION AND WASTE REDUCTION HIERARCHY IS AS FOLLOWS:    SOURCE REDUCTION: ACTIONS OR TECHNIQUES THAT REDUCE OR ELIMINATE THE EMISSION OR WASTE AT THE SOURCE OF GENERATION. RECYCLE: MATERIAL IS USED, REUSED OR RECLAIMED. ENERGY RECOVERY: COMBUSTION OF MATERIAL FOR ENERGY PURPOSES. TREATMENT: TREAT MATERIAL TO RENDER LESS TOXIC. DISPOSAL: LAND DISPOSAL, LAST RESORT.	NO	GWWARD@AMSTYRENICS.COM			NO	 	
43315CRDNG575WM	1311209670595	007439965	MANGANESE	TRI	2011	CARDINGTON YUTAKA TECHNOLOGIES  INC	575 W MAIN ST	CARDINGTON	MORROW	OH	43315	YES	NO	NO	NO								336350						40.499275	-82.907395	938948379								CARDINGTON YUTAKA TECHNOLOGIES INC		ALL TRI COMPONENTS ARE CONTAINED IN STEEL OR STEEL PROCESSING AIDES. ALL SCRAP IS RECYCLED.	NO	MCARTER@YUTAKATECH.COM			YES	 	
61602RCHRDFOOTO	1311209718562	000071432	BENZENE	TRI	2011	ADM	1 EDMUND ST	PEORIA	PEORIA	IL	616021737	YES	NO	NO	NO								325193						40.67756	-89.60688	038412078								ARCHER DANIELS MIDLAND CO	001307586	REPORTING YEAR 2012 WILL INCLUDE SOME REDUCTION DUE TO NEW CONTROL DEVICE.  COAL COMBUSTION SHOULD CEASE DURING THE YEAR ALSO WHICH WILL DECREASE TOTAL RELEASE FURTHER.	NO				NO	 	
08103STTMT941SO	1311209810744	007429905	ALUMINUM (FUME OR DUST)	TRI	2011	STATE METAL INDUSTRIES INC	941 S SECOND ST	CAMDEN	CAMDEN	NJ	08103	YES	NO	NO	NO								331314						39.933611	-75.128333											-W19:BETTER OPERATING PRACTICE AND CONTROL	NO	RICHARDKUHL@SMIALUM.COM	RR5		YES	 	
8100WVSTST1TWER	1311209281601	000100414	ETHYLBENZENE	TRI	2011	VESTAS TOWERS AMERICA	100 TOWERS RD	PUEBLO	PUEBLO	CO	81004	YES	NO	NO	NO								332312						38.173871	-104.618729									VESTAS TOWERS AMERICA INC		-W13:IMPROVED USAGE PROCEEDURES;W14:PRODUCTION FLOW ALLOWED FOR FEWER CLEANINGS / USE	NO	ANJKN@VESTAS.COM			NO	 	
02140THDDG165CA	1311209687793	000050000	FORMALDEHYDE	TRI	2011	DODGE CO	165 CAMBRIDGE PARK DR	CAMBRIDGE	MIDDLESEX	MA	02140	YES	NO	NO	NO								325998						42.395614	-71.146817	001045517										FROM THE START OF 2011, THE DODGE COMPANY WAS STARTING THE PROCESS OF HAVING THEIR PRODUCTION DONE OUT OF STATE.  THIS IS THE REASON FOR THE SIGNIFICANTLY LOWER PRODUCTION RATIO.  MATERIAL THAT WAS ONCE INCORPORATED BACK INTO PRODUCT HAD TO BE SENT OUT AS WASTE.  FOR THIS, DODGE WAS GIVEN A ONE-TIME PASS.	NO	FCIFUENTES@DODGECO.COM			NO	 	
49417RMLLR14516	1311209014758	N420	LEAD COMPOUNDS	PBT	2011	RA MILLER INDUSTRIES INC	14500 168TH AVE	GRAND HAVEN	OTTAWA	MI	494179454	YES	NO	NO	NO								334290						43.03205	-86.205	006022214										REDUCTION IN LEAD PRIMARILY DUE TO CHANGE IN PRODUCTION FROM LEAD BASED SOLDER TO LEAD FREE SOLDER THROUGHOUT THE FACILITY.	NO	PMILLER@RAMI.COM			YES	 	
74344GLPCHHWY10	1311209463569	007439921	LEAD	TRI	2011	XTREME POWER SOLUTIONS	2021 E HWY 10	GROVE	DELAWARE	OK	74344	YES	NO	NO	NO								335911						36.598333	-94.736944			OKD987088564		OKR00A014				XTREME POWER SOLUTIONS		THIS FACILITY HAS GROWN IN PRODUCTION ACTIVITIES AND ALSO WE HAVE HAD THE STATE IN TO LOOK AT OUR PROCESSES AND OUR CURRENT VENDER IS HELPING TO RECYCLE OUR MATERIAL.-W19:INVENTORY MANAGER HAS BEEN HIRED TO TRACK ALL INCOMING AND OUT GOING MATERIALS.;T03:TRACKING OF DAY TO DAY THROUGH PUT.;T10:DOE RUN HAS BEEN HELPING US TO RECYCLE OUR PRODUCTS.;T11:EMPLOYEE AND MANAGER AUDITS ARE BEING COMPLETED.	NO	KCLERMONT@XTREMEPOWER.COM			YES	 	
55008TMNDS625SE	1311208972909	007439965	MANGANESE	TRI	2011	TEAM INDUSTRIES-CAMBRIDGE	625 SECOND AVE SE	CAMBRIDGE	ISANTI	MN	55008	YES	NO	NO	NO								336350						45.571619	-93.21639	041778705								TEAM INDUSTRIES	161923206	WE ARE A CONTRACT MANUFACTURING FACILITY. THE MAKEUP AND USE OF MATERIALS FOR THE PRODUCT WE MANUFACTURE IS, FOR THE MOST PART, SOLELY DEPENDENT ON THE CUSTOMER¿S SPECIFICATIONS. WE WILL CONTINUE TO MAKE RECOMMENDATIONS TO OUR CUSTOMERS TO REDUCE EXCESS MATERIAL AND PROVIDE ALTERNATIVE MATERIAL SUGGESTIONS, BUT THE DECISION IS ULTIMATELY UP TO THEM. WE DO MONITOR WHAT MATERIALS ANEW CUSTOMER IS REQUIRING AND HAVE LIMITED OR DECLINED WORK BASED ON MATERIAL REQUIREMENTS [12L14 AS AN EXAMPLE]. OUR INCREASE IN CHEMICALS AS AN ARTICLE COMPONENT IS DUE TO THE INCREASE IN BUSINESS VOLUME.	NO				YES	 	
