TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
99707FRTKN1FORA	1311209542000	007440020	NICKEL	TRI	2011	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712	YES	NO	NO	NO								212221						64.997222	-147.336111									KINROSS GOLD CORP	807545777	REPORTED AS NI COMPOUND IN 2010	NO				YES	 	
99702LSNRF2258C	1311209420090	N420	LEAD COMPOUNDS	PBT	2011	US DOD USAF EIELSON AFB AK	2310 CENTRAL AVE STE 100	EIELSON AFB	FAIRBANKS NORTH STAR	AK	997022299	NO	YES	YES	NO								928110						64.67145	-147.0492									US DEPARTMENT OF DEFENSE		THIS YEAR WE WILL SPLIT OUT THE RANGE EMISSIONS FROM THE FACILITY.	YES	EVETTE.WISSLER@US.AF.MIL			YES	 	
99702LSNRF2258C	1311209420227	N420	LEAD COMPOUNDS	PBT	2011	US DOD USAF EIELSON AFB AK	2310 CENTRAL AVE STE 100	EIELSON AFB	FAIRBANKS NORTH STAR	AK	997022299	YES	NO	YES	NO								928110						64.67145	-147.0492									US DEPARTMENT OF DEFENSE		DUE TO INCREASED MUNITIONS USE THE LEAD RELEASES INCREASED.	YES	EVETTE.WISSLER@US.AF.MIL			YES	 	
99737PGMNX38MIL	1311209487572	N420	LEAD COMPOUNDS	PBT	2011	POGO MINE	38 MILES NE OF DELTA JUNCTION	DELTA JUNCTION	FAIRBANKS NORTH STAR	AK	99737	YES	NO	NO	NO								212221						64.446816	-144.937906									SUMITOMO METAL MINING AMERICA INC	042414420	INCREASE IN PASTE BACKFILL PARTIALLY OFFSET BY SMALL DECREASE IN LEAD CONCENTRATION IN TAILING USED IN BACKFILL RESULTED IN INCREASE IN RELEASES TO LAND	NO	CHRIS.KENNEDY@SMMPOGO.COM			YES	 	
99707FRTKN1FORA	1311209541960	N420	LEAD COMPOUNDS	PBT	2011	FORT KNOX MINE	1 FORT KNOX RD	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99712	YES	NO	NO	NO								212221						64.997222	-147.336111									KINROSS GOLD CORP	807545777	WASTE ROCK VOLUME INCREASED AND PB CONCENTRATION IN WASTE ROCK AND TAILING INCREASED.	NO				YES	 	
99752RDDGP90MIL	1311209682929	N420	LEAD COMPOUNDS	PBT	2011	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.071944	-162.876111	189621642								TECK AMERICAN INC	009062316	INCREASES IN LEAD TO TAILINGS IMPOUNDMENT AND AMOUNT AND GRADE TO WASTE STORAGE.	NO	WAYNE.HALL@TECK.COM			YES	 	
99737PGMNX38MIL	1311209487610	N495	NICKEL COMPOUNDS	TRI	2011	POGO MINE	38 MILES NE OF DELTA JUNCTION	DELTA JUNCTION	FAIRBANKS NORTH STAR	AK	99737	YES	NO	NO	NO								212221						64.446816	-144.937906									SUMITOMO METAL MINING AMERICA INC	042414420	INCREASE IN PASTE BACKFILL PLACED UNDERGROUND INCREASED RELEASES TO LAND	NO	CHRIS.KENNEDY@SMMPOGO.COM			YES	 	
99702LSNRF2258C	1311209420076	007429905	ALUMINUM (FUME OR DUST)	TRI	2011	US DOD USAF EIELSON AFB AK	2310 CENTRAL AVE STE 100	EIELSON AFB	FAIRBANKS NORTH STAR	AK	997022299	NO	YES	YES	NO								928110						64.67145	-147.0492									US DEPARTMENT OF DEFENSE		DUE TO INCREASE IN BOMBING RANGE USE, ALUMINUM (FUME OR DUST) EXCEEDED THE REPROTING THRESHOLD.	YES	EVETTE.WISSLER@US.AF.MIL			YES	 	
99737PGMNX38MIL	1311209487685	N982	ZINC COMPOUNDS	TRI	2011	POGO MINE	38 MILES NE OF DELTA JUNCTION	DELTA JUNCTION	FAIRBANKS NORTH STAR	AK	99737	YES	NO	NO	NO								212221						64.446816	-144.937906									SUMITOMO METAL MINING AMERICA INC	042414420	SMALL INCREASE IN FLOATATION TAILING ZN CONC. USED IN BACKFILL AND INCREASE N PASTE BACKFILL USED IN MINE INCREASED RELEASES TO LAND	NO	CHRIS.KENNEDY@SMMPOGO.COM			YES	 	
99752RDDGP90MIL	1311209682994	N982	ZINC COMPOUNDS	TRI	2011	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752	YES	NO	NO	NO								212231						68.071944	-162.876111	189621642								TECK AMERICAN INC	009062316	INCREASED ZINC TO TAILINGS IMPOUNDMENT.  INCREASED PRODUCTION THROUGH MILL.	NO	WAYNE.HALL@TECK.COM			YES	 	
