TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
39074HGHSRRTE5B	1311209276361	007439921	LEAD	TRI	Pounds																		2011	NO	RAYTHEON SPACE & AIRBORNE SYSTEMS FOREST CMC	19859 HWY 80	FOREST	SCOTT	MS	39074	YES	NO	NO	NO								334419						32.357947	-89.403129									RAYTHEON CO		0		NA												NO	MATTHEW.D.GRAHAM@RAYTHEON.COM			YES	 	
39730CHMDLDARRA	1311209721315	000079061	ACRYLAMIDE	TRI	Pounds																		2011	NO	3F CHIMICA AMERICAS INC	10930 DARRACOTT RD	ABERDEEN	MONROE	MS	39730	YES	NO	NO	NO								325998						33.811111	-88.528611											0		NA												NO	LEIGH.GUIN@3FCHIMICA.COM			NO	 	
39730CHMDLDARRA	1311209721327	000079107	ACRYLIC ACID	TRI	Pounds																		2011	NO	3F CHIMICA AMERICAS INC	10930 DARRACOTT RD	ABERDEEN	MONROE	MS	39730	YES	NO	NO	NO								325998						33.811111	-88.528611											0		NA												NO	LEIGH.GUIN@3FCHIMICA.COM			NO	 	
39401RSNLL103DI	1311209336650	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	RESINALL MISSISSIPPI INC	102 DIXIE PINE RD	HATTIESBURG	FORREST	MS	39401	YES	NO	NO	NO								325211						31.295833	-89.274444	122685282								RESINALL CORP	067174680	.5413	O 	HATTIESBURG - LAGOON COMPLEX 1	JAMES STREET	HATTIESBURG	MS	FORREST	39401							NO	BLAUNEY@RESINALLMS.COM			NO	 	
39401RSNLL103DI	1311209336635	000100425	STYRENE	TRI	Pounds																		2011	NO	RESINALL MISSISSIPPI INC	102 DIXIE PINE RD	HATTIESBURG	FORREST	MS	39401	YES	NO	NO	NO								325211						31.295833	-89.274444	122685282								RESINALL CORP	067174680	.5413	O 	HATTIESBURG - LAGOON COMPLEX 1	JAMES STREET	HATTIESBURG	MS	FORREST	39401							NO	BLAUNEY@RESINALLMS.COM			NO	 	
39401RSNLL103DI	1311209336597	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2011	NO	RESINALL MISSISSIPPI INC	102 DIXIE PINE RD	HATTIESBURG	FORREST	MS	39401	YES	NO	NO	NO								325211						31.295833	-89.274444	122685282								RESINALL CORP	067174680	541.3	O 	HATTIESBURG - LAGOON COMPLEX 1	JAMES STREET	HATTIESBURG	MS	FORREST	39401							NO	BLAUNEY@RESINALLMS.COM			NO	 	
39401RSNLL103DI	1311209336623	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2011	NO	RESINALL MISSISSIPPI INC	102 DIXIE PINE RD	HATTIESBURG	FORREST	MS	39401	YES	NO	NO	NO								325211						31.295833	-89.274444	122685282								RESINALL CORP	067174680	0		NA												NO	BLAUNEY@RESINALLMS.COM			NO	 	
39401RSNLL103DI	1311209336647	000108883	TOLUENE	TRI	Pounds																		2011	NO	RESINALL MISSISSIPPI INC	102 DIXIE PINE RD	HATTIESBURG	FORREST	MS	39401	YES	NO	NO	NO								325211						31.295833	-89.274444	122685282								RESINALL CORP	067174680	.433	O 	HATTIESBURG - LAGOON COMPLEX 1	JAMES STREET	HATTIESBURG	MS	FORREST	39401							NO	BLAUNEY@RESINALLMS.COM			NO	 	
39401RSNLL103DI	1311209336559	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2011	NO	RESINALL MISSISSIPPI INC	102 DIXIE PINE RD	HATTIESBURG	FORREST	MS	39401	YES	NO	NO	NO								325211						31.295833	-89.274444	122685282								RESINALL CORP	067174680	.541	O 	HATTIESBURG - LAGOON COMPLEX 1	JAMES STREET	HATTIESBURG	MS	FORREST	39401							NO	BLAUNEY@RESINALLMS.COM			NO	 	
39401RSNLL103DI	1311209336573	000077736	DICYCLOPENTADIENE	TRI	Pounds																		2011	NO	RESINALL MISSISSIPPI INC	102 DIXIE PINE RD	HATTIESBURG	FORREST	MS	39401	YES	NO	NO	NO								325211						31.295833	-89.274444	122685282								RESINALL CORP	067174680	1.0826	O 	HATTIESBURG - LAGOON COMPLEX 1	JAMES STREET	HATTIESBURG	MS	FORREST	39401							NO	BLAUNEY@RESINALLMS.COM			NO	 	
