TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
82240HLLYSUSHIG	1312210071256	007664417	AMMONIA	TRI	2012	WESTERN SUGAR COOPERATIVE	US HWY 85 S	TORRINGTON	GOSHEN	WY	82240	YES	NO	NO	NO								311313						42.047743	-104.186062	112140624								WESTERN SUGAR COOPERATIVE		SRNA:Ammonia is generated as byproduct of "cooking sugar beets" during processing due to the natural amino acids contained in the sugar beets.  The quantity varies based on the quality of the sugar beets. We provide incentives to our growers to maximize sugar production which also minimizes ammonia production.	NO	SHSULLIVAN@WESTERNSUGAR.COM			NO	 	
82713BHPLS3363H	1312210149252	N040	BARIUM COMPOUNDS	TRI	2012	BLACK HILLS CORP - OSAG E POWER PLANT	3363 HWY 16	OSAGE	WESTON	WY	82723	YES	NO	NO	NO								221112						43.9675	-104.408055	007920333								BLACK HILLS CORP	007920333	SRNA:This facility is in temporary cessation. It did not operate in 2011 or 2012. It will not operate in 2013. We anticipate official closure March 21, 2014.	NO	TROGERS@BH-CORP.COM			YES	 	
82604CSTMF6750Z	1312210098277	000100425	STYRENE	TRI	2012	CUSTOM FIBERGLASS INC	6750 ZERO RD	CASPER	NATRONA	WY	82604	YES	NO	NO	NO								326130						42.8705	-106.425	078342698								CUSTOM FIBERGLASS INC.	078342698	SRNA:Existing equipment nearing end of service life. New and more efficient equipment is expected in 2013.	NO	MADUNBAR@AOL.COM			NO	 	
83012SNTLPPBX17	1312210198901	007439921	LEAD	TRI	2012	US NATL PARK SERVICE GRAND TETON NATIONAL PARK (GRTE)	GRAND TETON NATIONAL PARK	MOOSE	TETON	WY	83012	YES	NO	YES	NO								712190						43.655556	-110.716666									US DEPARTMENT OF THE INTERIOR		|W29:Purchase and use Green ammunition to reduce leaded ammo usage.	YES	MARY_GIBSON_SCOTT@NPS.GOV			YES	 	
82190SDYLLBOX16	1312210205643	007439921	LEAD	TRI	2012	US NATL PARK SERVICE YELLOWSTONE NATIONAL PARK	YELLOWSTONE NATIONAL PARK	YELLOWSTONE NATIONAL PARK	PARK	WY	82190	YES	NO	YES	NO								924120						44.976111	-110.698333									US DEPARTMENT OF THE INTERIOR		|W29:Green ammo|T01:None|T05:Rec vendor	YES	DAN_WENK@NPS.GOV			YES	 	
82007MRCNW1938W	1312210539235	007440020	NICKEL	TRI	2012	AMERICAN WYOTT CORP	1938 WYOTT DR	CHEYENNE	LARAMIE	WY	82007	YES	NO	NO	NO								333319						41.110815	-104.833302	160873246								ASSOCIATED AMERICAN INDUSTRIES	007320203	SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible	NO	TIMHAMM@STANDEXCSG.COM			YES	 	
82007MRCNW1938W	1312210539223	007439965	MANGANESE	TRI	2012	AMERICAN WYOTT CORP	1938 WYOTT DR	CHEYENNE	LARAMIE	WY	82007	YES	NO	NO	NO								333319						41.110815	-104.833302	160873246								ASSOCIATED AMERICAN INDUSTRIES	007320203	SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible	NO	TIMHAMM@STANDEXCSG.COM			YES	 	
82007MRCNW1938W	1312210539211	007440473	CHROMIUM	TRI	2012	AMERICAN WYOTT CORP	1938 WYOTT DR	CHEYENNE	LARAMIE	WY	82007	YES	NO	NO	NO								333319						41.110815	-104.833302	160873246								ASSOCIATED AMERICAN INDUSTRIES	007320203	SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible	NO	TIMHAMM@STANDEXCSG.COM			YES	 	
82931XBWHYI80EX	1312210597480	000110543	N-HEXANE	TRI	2012	SILVER EAGLE REFINING-EVANSTON	2990 COUNTY RD 180	EVANSTON	UINTA	WY	82930	YES	NO	NO	NO								324110						41.260556	-110.806944	968259432								SILVER EAGLE REFINING INC		SRNA:This product is inherent in crude oil and petroleum products produced at this facility.	NO	CMILLER@SILVEREAGLEREFINING.COM			NO	 	
82931XBWHYI80EX	1312210597567	001330207	XYLENE (MIXED ISOMERS)	TRI	2012	SILVER EAGLE REFINING-EVANSTON	2990 COUNTY RD 180	EVANSTON	UINTA	WY	82930	YES	NO	NO	NO								324110						41.260556	-110.806944	968259432								SILVER EAGLE REFINING INC		SRNA:This product is inherent in crude oil and petroleum products produced at this facility.	NO	CMILLER@SILVEREAGLEREFINING.COM			NO	 	
82931XBWHYI80EX	1312210597353	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2012	SILVER EAGLE REFINING-EVANSTON	2990 COUNTY RD 180	EVANSTON	UINTA	WY	82930	YES	NO	NO	NO								324110						41.260556	-110.806944	968259432								SILVER EAGLE REFINING INC		SRNA:This product is inherent in crude oil and petroleum products produced at this facility.	NO	CMILLER@SILVEREAGLEREFINING.COM			NO	 	
82931XBWHYI80EX	1312210597542	000108883	TOLUENE	TRI	2012	SILVER EAGLE REFINING-EVANSTON	2990 COUNTY RD 180	EVANSTON	UINTA	WY	82930	YES	NO	NO	NO								324110						41.260556	-110.806944	968259432								SILVER EAGLE REFINING INC		SRNA:This product is inherent in crude oil and petroleum products produced at this facility.	NO	CMILLER@SILVEREAGLEREFINING.COM			NO	 	
82931XBWHYI80EX	1312210597389	000071432	BENZENE	TRI	2012	SILVER EAGLE REFINING-EVANSTON	2990 COUNTY RD 180	EVANSTON	UINTA	WY	82930	YES	NO	NO	NO								324110						41.260556	-110.806944	968259432								SILVER EAGLE REFINING INC		SRNA:This product is inherent in crude oil and petroleum products produced at this facility.	NO	CMILLER@SILVEREAGLEREFINING.COM			NO	 	
82931XBWHYI80EX	1312210597528	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2012	SILVER EAGLE REFINING-EVANSTON	2990 COUNTY RD 180	EVANSTON	UINTA	WY	82930	YES	NO	NO	NO								324110						41.260556	-110.806944	968259432								SILVER EAGLE REFINING INC		SRNA:This product is inherent in crude oil and petroleum products produced at this facility.	NO	CMILLER@SILVEREAGLEREFINING.COM			NO	 	
82931XBWHYI80EX	1312210597415	000098828	CUMENE	TRI	2012	SILVER EAGLE REFINING-EVANSTON	2990 COUNTY RD 180	EVANSTON	UINTA	WY	82930	YES	NO	NO	NO								324110						41.260556	-110.806944	968259432								SILVER EAGLE REFINING INC		SRNA:This material is inherent in crude oil and petroleum products	NO	CMILLER@SILVEREAGLEREFINING.COM			NO	 	
82931XBWHYI80EX	1312210597427	000110827	CYCLOHEXANE	TRI	2012	SILVER EAGLE REFINING-EVANSTON	2990 COUNTY RD 180	EVANSTON	UINTA	WY	82930	YES	NO	NO	NO								324110						41.260556	-110.806944	968259432								SILVER EAGLE REFINING INC		SRNA:This product is inherent in crude oil and petroleum products produced at this facility.	NO	CMILLER@SILVEREAGLEREFINING.COM			NO	 	
82931XBWHYI80EX	1312210597441	000100414	ETHYLBENZENE	TRI	2012	SILVER EAGLE REFINING-EVANSTON	2990 COUNTY RD 180	EVANSTON	UINTA	WY	82930	YES	NO	NO	NO								324110						41.260556	-110.806944	968259432								SILVER EAGLE REFINING INC		SRNA:This product is inherent in crude oil and petroleum products produced at this facility.	NO	CMILLER@SILVEREAGLEREFINING.COM			NO	 	
8294WBLCKBPBX98	1312210351185	007439921	LEAD	TRI	2012	BLACK BUTTE COAL CO	12 MILES SE OF POINT OF ROCKS	POINT OF ROCKS	SWEETWATER	WY	82942	YES	NO	NO	NO								213113						41.729167	-108.769722	020926002								BLACK BUTTE COAL CO	037783917	SRNA:No suitable alternative exists	NO	S.GILI@AECOAL.COM			YES	 	
8294WBLCKBPBX98	1312210351173	000107211	ETHYLENE GLYCOL	TRI	2012	BLACK BUTTE COAL CO	12 MILES SE OF POINT OF ROCKS	POINT OF ROCKS	SWEETWATER	WY	82942	YES	NO	NO	NO								213113						41.729167	-108.769722	020926002								BLACK BUTTE COAL CO	037783917	Virtually all Ethylene glycol is captured and recycled by our facility.  This activity will continue.|SRNA:Ethylene Glycol is still required in our equipment.  A better alternative has not presented itself.	NO	S.GILI@AECOAL.COM			NO	 	
8280WLHNDS199CM	1312210304768	007439921	LEAD	TRI	2012	L&H INDUSTRIAL INC	1909 COMMERCIAL AVE	SHERIDAN	SHERIDAN	WY	82801	YES	NO	NO	NO								332813	332710					44.776637	-106.934008	006238406								L&H INDUSTRIAL INC	006238406	As of Jan 2012 on-site recycling/smelting of lead anodes has been discontinued. All anodes are sent off-site for recycling with new anodes brought on-site to replace those sent out for recycling. This has eliminated all potential stack emissions.	NO	JWILL@LNH.NET			YES	 	
8263WNTLPR27HIG	1312210295022	000071432	BENZENE	TRI	2012	ANTELOPE REFINING	2070 HWY 59	DOUGLAS	CONVERSE	WY	82633	YES	NO	NO	NO								324110						43.226148	-105.219481	078463623								GENESIS ENERGY LP	962965406	Began collecting and reusing stormwater that comes in contact with process areas for process cooling.	NO	KRISTI.UNZICKER@GENLP.COM			NO	 	
8263WNTLPR27HIG	1312210295135	000110543	N-HEXANE	TRI	2012	ANTELOPE REFINING	2070 HWY 59	DOUGLAS	CONVERSE	WY	82633	YES	NO	NO	NO								324110						43.226148	-105.219481	078463623								GENESIS ENERGY LP	962965406	Began collecting and reusing stormwater that comes in contact with process areas for process cooling.	NO	KRISTI.UNZICKER@GENLP.COM			NO	 	
8263WNTLPR27HIG	1312210294981	000100414	ETHYLBENZENE	TRI	2012	ANTELOPE REFINING	2070 HWY 59	DOUGLAS	CONVERSE	WY	82633	YES	NO	NO	NO								324110						43.226148	-105.219481	078463623								GENESIS ENERGY LP	962965406	Began collecting and reusing stormwater that comes in contact with process areas for process cooling.	NO	KRISTI.UNZICKER@GENLP.COM			NO	 	
8263WNTLPR27HIG	1312210295008	001330207	XYLENE (MIXED ISOMERS)	TRI	2012	ANTELOPE REFINING	2070 HWY 59	DOUGLAS	CONVERSE	WY	82633	YES	NO	NO	NO								324110						43.226148	-105.219481	078463623								GENESIS ENERGY LP	962965406	Collect and reuse stormwater that comes in contact with process areas for cooling.	NO	KRISTI.UNZICKER@GENLP.COM	RR5		NO	 	
8263WNTLPR27HIG	1312210295073	000110827	CYCLOHEXANE	TRI	2012	ANTELOPE REFINING	2070 HWY 59	DOUGLAS	CONVERSE	WY	82633	YES	NO	NO	NO								324110						43.226148	-105.219481	078463623								GENESIS ENERGY LP	962965406	Began collecting and reusing stormwater that comes in contact with process areas for process cooling.	NO	KRISTI.UNZICKER@GENLP.COM			NO	 	
8263WNTLPR27HIG	1312210295085	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2012	ANTELOPE REFINING	2070 HWY 59	DOUGLAS	CONVERSE	WY	82633	YES	NO	NO	NO								324110						43.226148	-105.219481	078463623								GENESIS ENERGY LP	962965406	Began collecting and reusing stormwater that comes in contact with process areas for process cooling.	NO	KRISTI.UNZICKER@GENLP.COM	RR5		NO	 	
8263WNTLPR27HIG	1312210295147	000108883	TOLUENE	TRI	2012	ANTELOPE REFINING	2070 HWY 59	DOUGLAS	CONVERSE	WY	82633	YES	NO	NO	NO								324110						43.226148	-105.219481	078463623								GENESIS ENERGY LP	962965406	Began collecting and reusing stormwater that comes in contact with process areas for process cooling.	NO	KRISTI.UNZICKER@GENLP.COM			NO	 	
