TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
47905CTRPL3701S	1313210989962	000107211	ETHYLENE GLYCOL	TRI	2013	CATERPILLAR INC	3701 STATE RD 26 E	LAFAYETTE	TIPPECANOE	IN	47905			YES	NO	NO	NO								333120						40.417475	-86.845246									CATERPILLAR INC	005070479	|TPRL:Decrease in use of this chemical resulted in a decrease of production related waste.	NO	DUGAN_JIM@CAT.COM			NO	 	
47905CTRPL3701S	1313210989998	007440020	NICKEL	TRI	2013	CATERPILLAR INC	3701 STATE RD 26 E	LAFAYETTE	TIPPECANOE	IN	47905			YES	NO	NO	NO								333120						40.417475	-86.845246									CATERPILLAR INC	005070479	|TPRL:Decrease in production resulted in decrease of production related waste.	NO	DUGAN_JIM@CAT.COM			YES	 	
47905CTRPL3701S	1313210989974	007439965	MANGANESE	TRI	2013	CATERPILLAR INC	3701 STATE RD 26 E	LAFAYETTE	TIPPECANOE	IN	47905			YES	NO	NO	NO								333120						40.417475	-86.845246									CATERPILLAR INC	005070479	|TPRL:Production levels decreased, thereby reducing overall production of production related waste.	NO	DUGAN_JIM@CAT.COM			YES	 	
47905CTRPL3701S	1313210989950	007440508	COPPER	TRI	2013	CATERPILLAR INC	3701 STATE RD 26 E	LAFAYETTE	TIPPECANOE	IN	47905			YES	NO	NO	NO								333120						40.417475	-86.845246									CATERPILLAR INC	005070479	|TPRL:Off-site recycling of copper metal occurred in 2013 as part of total metal chemistry within production piece.	NO	DUGAN_JIM@CAT.COM			YES	 	
47905CTRPL3701S	1313210989935	N230	CERTAIN GLYCOL ETHERS	TRI	2013	CATERPILLAR INC	3701 STATE RD 26 E	LAFAYETTE	TIPPECANOE	IN	47905			YES	NO	NO	NO								333120						40.417475	-86.845246									CATERPILLAR INC	005070479	|TPRL:Solvent usage was significantly higher than in previous years. Improvements in solvent recycling off-site occurred in 2013.|TOTRL:Solvent usage significantly higher in 2013 with increased off-site recycling and on-site stack/fugitive emissions.|TARL:Solvent usage significantly higher with increase with increased stack emissions.	NO	DUGAN_JIM@CAT.COM			NO	 	
47006BTSVLEASTE	1313211260738	007440484	COBALT	TRI	2013	BATESVILLE MANUFACTURING INC - HAGEMAN PLANT	100 EASTERN AVE	BATESVILLE	RIPLEY	IN	47006			YES	NO	NO	NO								339995						39.297303	-85.218028	825165132								HILLENBRAND INC	825165132	|TPRL:The amount of cobalt recycled off-site decreased in 2013, because there was a decrease in the amount of stainless steel recycled offsite .	NO	DUSTIN.PFLUM@BATESVILLE.COM			YES	 	
47006BTSVLEASTE	1313211260726	007440473	CHROMIUM	TRI	2013	BATESVILLE MANUFACTURING INC - HAGEMAN PLANT	100 EASTERN AVE	BATESVILLE	RIPLEY	IN	47006			YES	NO	NO	NO								339995						39.297303	-85.218028	825165132								HILLENBRAND INC	825165132	|TPRL:The amount of chromium recycled offsite has been decreasing since 2011, because the stainless steel recycled offsite decreased.	NO	DUSTIN.PFLUM@BATESVILLE.COM			YES	 	
47006BTSVLEASTE	1313211260765	007439965	MANGANESE	TRI	2013	BATESVILLE MANUFACTURING INC - HAGEMAN PLANT	100 EASTERN AVE	BATESVILLE	RIPLEY	IN	47006			YES	NO	NO	NO								339995						39.297303	-85.218028	825165132								HILLENBRAND INC	825165132	|TPRL:The amount of Manganese recycled offsite has been decreasing since 2011, because the stainless steel and carbon steel recycled offsite decreased.	NO	DUSTIN.PFLUM@BATESVILLE.COM			YES	 	
47006BTSVLEASTE	1313211260791	007440020	NICKEL	TRI	2013	BATESVILLE MANUFACTURING INC - HAGEMAN PLANT	100 EASTERN AVE	BATESVILLE	RIPLEY	IN	47006			YES	NO	NO	NO								339995						39.297303	-85.218028	825165132								HILLENBRAND INC	825165132	|TPRL:The amount of nickel recycled offsite has been decreasing since 2011, because the stainless steel and carbon steel recycled offsite decreased.	NO	DUSTIN.PFLUM@BATESVILLE.COM			YES	 	
46219VNWTR7425E	1313211007834	000075650	TERT-BUTYL ALCOHOL	TRI	2013	UNIVAR USA INC - INDIANAPOLIS	7425 E 30TH ST	INDIANAPOLIS	MARION	IN	462191110			YES	NO	NO	NO								424690						39.81	-86.036389									UNIVAR USA INC	102971785	Univar USA is a chemical distribution company.  Chemical demand varies widely on a yearly basis and is based upon customer demand. Various factors such as off-spec products, damaged products and out-of-date products drive the off-site waste disposal volume.  Univar USA has implemented pollution prevention practices to minimize the amount of self-generated waste and is committed to environmental stewardship.	NO	TIEN.PHAM@UNIVARUSA.COM			NO	 	
