TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
46320KLDVS3000S	1307205559661	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2007	DOVER CHEMICAL HAMMOND WORKS	3000 SHEFFIELD AVE	HAMMOND	LAKE	IN	46327	YES	NO	NO	NO								325199						41.659444	-87.51305	131221660								DOVER CHEMICAL CORP	004210563	STACK TESTING IN JUNE 2006 REVEALED ACTUAL EMISSIONS WERE LESS THAN CALCULATED, HENCE, THE REDUCTION IN STACK EMISSION.  MATERIAL TREATED ON SITE WAS REDUCED DUE A DECREASE IN PRODUCTION IN ANOTHER UNIT.	NO	SCOTT.MAGEE@DOVERCHEM.COM			NO	
46203FRSTN3525S	1307205812264	000191242	BENZO(G,H,I)PERYLENE	PBT	2007	FIRESTONE BUILDING PRODUCTS	3525 S ARLINGTON AVE	INDIANAPOLIS	MARION	IN	46203	YES	NO	NO	NO								324122						39.716185	-86.063419	112662812								BRIDGESTONE FIRESTONE DIVERSIFIED PRODUCTS		SEE PAC FORM FOR PRODUCTION QUANTITIES	NO	BLACKLANCE@FIRESTONEBP.COM			NO	
46203FRSTN3525S	1307205812276	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2007	FIRESTONE BUILDING PRODUCTS	3525 S ARLINGTON AVE	INDIANAPOLIS	MARION	IN	46203	YES	NO	NO	NO								324122						39.716185	-86.063419	112662812								BRIDGESTONE FIRESTONE DIVERSIFIED PRODUCTS		PRODUCTION DURING 2007 (INCL. FIRST AND SECOND ROLLS): 74,984 TONS; FOR 2006: 90,050 TONS.	NO	BLACKLANCE@FIRESTONEBP.COM			NO	
47201RLNCL3300E	1307205868375	007439965	MANGANESE	TRI	2007	BALDOR ELECTRIC CO	3300 E TENTH ST	COLUMBUS	BARTHOLOMEW	IN	47201	YES	NO	NO	NO								333612						39.208768	-85.883132									BALDOR ELECTRIC CO	006338537	NA	NO	NA			YES	
47201RLNCL3300E	1307205868387	007440020	NICKEL	TRI	2007	BALDOR ELECTRIC CO	3300 E TENTH ST	COLUMBUS	BARTHOLOMEW	IN	47201	YES	NO	NO	NO								333612						39.208768	-85.883132									BALDOR ELECTRIC CO	006338537	NA	NO	NA			YES	
47802THWSTPRAIR	1307205952512	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	2007	INTERNATIONAL PAPER CO.	2401 PRAIRIETON AVE	TERRE HAUTE	VIGO	IN	47802	YES	NO	NO	NO								322130						39.441149	-87.422746	791219157								INTERNATIONAL PAPER	001316561	FACILITY WAS PERMANENTLY CLOSED IN 2007.	NO	DAN.DAVIS@IPAPER.COM			NO	
47802THWSTPRAIR	1307205952524	N420	LEAD COMPOUNDS	PBT	2007	INTERNATIONAL PAPER CO.	2401 PRAIRIETON AVE	TERRE HAUTE	VIGO	IN	47802	YES	NO	NO	NO								322130						39.441149	-87.422746	791219157								INTERNATIONAL PAPER	001316561	FACILITY WAS PERMANENTLY CLOSED IN 2007	NO	DAN.DAVIS@IPAPER.COM			YES	
47802THWSTPRAIR	1307205952536	N458	MERCURY COMPOUNDS	PBT	2007	INTERNATIONAL PAPER CO.	2401 PRAIRIETON AVE	TERRE HAUTE	VIGO	IN	47802	YES	NO	NO	NO								322130						39.441149	-87.422746	791219157								INTERNATIONAL PAPER	001316561	FACILITY WAS PERMANENTLY CLOSED IN 2007	NO	DAN.DAVIS@IPAPER.COM			YES	
47802THWSTPRAIR	1307205952548	000067561	METHANOL	TRI	2007	INTERNATIONAL PAPER CO.	2401 PRAIRIETON AVE	TERRE HAUTE	VIGO	IN	47802	YES	NO	NO	NO								322130						39.441149	-87.422746	791219157								INTERNATIONAL PAPER	001316561	FACILITY WAS PERMANENTLY CLOSED IN 2007	NO	DAN.DAVIS@IPAPER.COM			NO	
47802THWSTPRAIR	1307205952551	N511	NITRATE COMPOUNDS	TRI	2007	INTERNATIONAL PAPER CO.	2401 PRAIRIETON AVE	TERRE HAUTE	VIGO	IN	47802	YES	NO	NO	NO								322130						39.441149	-87.422746	791219157								INTERNATIONAL PAPER	001316561	FACILITY WAS PERMANENTLY CLOSED IN 2007	NO	DAN.DAVIS@IPAPER.COM			NO	
47802THWSTPRAIR	1307205952563	007697372	NITRIC ACID	TRI	2007	INTERNATIONAL PAPER CO.	2401 PRAIRIETON AVE	TERRE HAUTE	VIGO	IN	47802	YES	NO	NO	NO								322130						39.441149	-87.422746	791219157								INTERNATIONAL PAPER	001316561	FACILITY WAS PERMANENTLY CLOSED IN 2007	NO	DAN.DAVIS@IPAPER.COM			NO	
47802THWSTPRAIR	1307205952575	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2007	INTERNATIONAL PAPER CO.	2401 PRAIRIETON AVE	TERRE HAUTE	VIGO	IN	47802	YES	NO	NO	NO								322130						39.441149	-87.422746	791219157								INTERNATIONAL PAPER	001316561	FACILITY WAS PERMANENTLY CLOSED IN 2007	NO	DAN.DAVIS@IPAPER.COM			NO	
46721THRMTREJON	1307205698943	N230	CERTAIN GLYCOL ETHERS	TRI	2007	THERMA-TRU CORP	601 RE JONES RD	BUTLER	DE KALB	IN	46721	YES	NO	NO	NO								326199	332321					41.424583	-84.863831	115300105								FOURTUNE BRANDS INC	001265768	NA	NO	LHUGHES@THERMATRU.COM			NO	
