TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
16063RBNSNGALLY	1313211801206	007439965	MANGANESE	TRI	2013	ROBINSON FANS	400 ROBINSON DR PO BOX 100	ZELIENOPLE	BUTLER	PA	160630100			YES	NO	NO	NO								333412						40.800343	-80.132005	004372140										|NPYF:data was not electronically filed for 2012	NO	TIM.RAPE@ROBINSONFANS.COM			YES	 	
16063RBNSNGALLY	1313211801218	007440020	NICKEL	TRI	2013	ROBINSON FANS	400 ROBINSON DR PO BOX 100	ZELIENOPLE	BUTLER	PA	160630100			YES	NO	NO	NO								333412						40.800343	-80.132005	004372140										|NPYF:form was not submitted electronically in 2012	NO	TIM.RAPE@ROBINSONFANS.COM			YES	 	
15056CLRWTINDUS	1313211129135	N230	CERTAIN GLYCOL ETHERS	TRI	2013	CLEARWATER INTERNATIONAL LLC	100 INDUSTRIAL DR (BLDG 180, 150, & 76)	LEETSDALE	ALLEGHENY	PA	150561017			YES	NO	NO	NO								325998						40.562778	-80.215	789438285								WEATHERFORD INTERNATIONAL	789438285	Increase in off-site transfers is due to removal of out-of-date inventory.|TPRL:In crease in production-related waste is due to off-site transfer of our-of-date inventory.  This activity did not occur in 2012.	NO	ED.MICHALOWSKI@WEATHERFORD.COM			NO	 	
15056CLRWTINDUS	1313211129174	000067561	METHANOL	TRI	2013	CLEARWATER INTERNATIONAL LLC	100 INDUSTRIAL DR (BLDG 180, 150, & 76)	LEETSDALE	ALLEGHENY	PA	150561017			YES	NO	NO	NO								325998						40.562778	-80.215	789438285								WEATHERFORD INTERNATIONAL	789438285	Increase in off-site transfers is due to removal of out-of-date inventory.|TPRL:Increase in off-site transfer due to off-site transfer of out-of-date inventory.  This activity did not occur in 2012.|TOTRL:Increase in off-site transfer due to off-site transfer of out-of-date inventory.  This activity did not occur in 2012.Increase in air releases due to change in mehtod of calculation.|TARL:Increase in air releases due to change in mehtod of calculation.	NO	ED.MICHALOWSKI@WEATHERFORD.COM			NO	 	
15056CLRWTINDUS	1313211129162	000107211	ETHYLENE GLYCOL	TRI	2013	CLEARWATER INTERNATIONAL LLC	100 INDUSTRIAL DR (BLDG 180, 150, & 76)	LEETSDALE	ALLEGHENY	PA	150561017			YES	NO	NO	NO								325998						40.562778	-80.215	789438285								WEATHERFORD INTERNATIONAL	789438285	Increase in off-site transfer due to removal of out-of-date product.|TOTRL:Increase in off-site transfers due to off-site transfer of out-of-date inventory.  This activity did not occure in 2012.|TPRL:Increase in off-site transfers due to off-site transfer of out-of-date inventory.  This activity did not occure in 2012.	NO	ED.MICHALOWSKI@WEATHERFORD.COM			NO	 	
19457TYLRNANDER	1313211176829	000100425	STYRENE	TRI	2013	TAYLOR INDUSTRIES INC	35 ANDERSON RD	PARKER FORD	CHESTER	PA	19457			YES	NO	NO	NO								326191						40.210243	-75.591537	044551042										|PRAI:Activity index based on labor qty.	NO	BRUCET@TERE-STONE.COM			NO	 	
18706RPRDC827SA	1313211636927	007439965	MANGANESE	TRI	2013	AIR PRODUCTS & CHEMICALS INC	827 SANS SOUCI PKWY	WILKES BARRE	LUZERNE	PA	18706			YES	NO	NO	NO								332420						41.23193	-75.921535	003054202								AIR PRODUCTS & CHEMICALS INC	003001070	|TPRL:reduced amount of scrap metal shipped to recycler.  better utilization of raw materials	NO	KECKBR@AIRPRODUCTS.COM			YES	 	
18706RPRDC827SA	1313211636939	007440020	NICKEL	TRI	2013	AIR PRODUCTS & CHEMICALS INC	827 SANS SOUCI PKWY	WILKES BARRE	LUZERNE	PA	18706			YES	NO	NO	NO								332420						41.23193	-75.921535	003054202								AIR PRODUCTS & CHEMICALS INC	003001070	|PRAI:Nickel processed 2013/2012|TPRL:reduced amt of scrap metal shipped for recycling.  better use of raw material	NO	KECKBR@AIRPRODUCTS.COM			YES	 	
18706RPRDC827SA	1313211636891	007440473	CHROMIUM	TRI	2013	AIR PRODUCTS & CHEMICALS INC	827 SANS SOUCI PKWY	WILKES BARRE	LUZERNE	PA	18706			YES	NO	NO	NO								332420						41.23193	-75.921535	003054202								AIR PRODUCTS & CHEMICALS INC	003001070	|PRAI:Cr processed 2013/2012|TPRL:Decrease of scrap metal sent to recycler. Better utilization of raw materials	NO	KECKBR@AIRPRODUCTS.COM			YES	 	
18706RPRDC827SA	1313211636903	007440508	COPPER	TRI	2013	AIR PRODUCTS & CHEMICALS INC	827 SANS SOUCI PKWY	WILKES BARRE	LUZERNE	PA	18706			YES	NO	NO	NO								332420						41.23193	-75.921535	003054202								AIR PRODUCTS & CHEMICALS INC	003001070	|PRAI:Cr processed 2013/2012|TPRL:reduced amount of scrap metal sent to recycler, better utilizatio of raw materials	NO	KECKBR@AIRPRODUCTS.COM			YES	 	
