REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
2013	NO	93437SDDSF747NE	US DOD USAF VANDENBERG AFB	1028 ICELAND AVE	VANDENBERG AFB	SANTA BARBARA	CA	934376010			NO	YES	YES	NO								928110						34.725375	-120.548828			CA9570025149		CAS000001	CAS000002			US DEPARTMENT OF DEFENSE		1313211168998	007439921	LEAD	TRI	Pounds																		2884.6	2234.4	2000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.14	NA	NA																															0	0	0	0	2884.6	2234.4	2000	2000	0	0	0	0	0	0	0	0	YES	BEATRICE.KEPHART@VANDENBERG.AF.MIL			YES	 	
2013	NO	93437SDDSF747NE	US DOD USAF VANDENBERG AFB	1028 ICELAND AVE	VANDENBERG AFB	SANTA BARBARA	CA	934376010			NO	YES	YES	NO								928110						34.725375	-120.548828			CA9570025149		CAS000001	CAS000002			US DEPARTMENT OF DEFENSE		1313211169002	007439921	LEAD	TRI	Pounds																		34.7	125	123.5	123.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.71	NA	NA																															0	0	0	0	29	84.9	100	100	5.7	39.138	22.5	22.5	0	.962	1	1	YES	BEATRICE.KEPHART@VANDENBERG.AF.MIL			YES	 	
2013	NO	90744SHLLLBERTH	EQUILON MORMON ISLAND TERMINAL	BERTH 167-168-169	WILMINGTON	LOS ANGELES	CA	90744			YES	NO	NO	NO								424710						33.755574	-118.267571	004294737								SHELL OIL CO		1313211276807	000071432	BENZENE	TRI	Pounds																		17	14	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	13	0	18	18	18	0	0	0	0	1	.54	NA	NA																															0	0	0	0	17	14	14	14	0	0	0	0	0	0	0	0	NO	ALAN.CALDWELL@SHELL.COM			NO	 	
2013	NO	90744SHLLLBERTH	EQUILON MORMON ISLAND TERMINAL	BERTH 167-168-169	WILMINGTON	LOS ANGELES	CA	90744			YES	NO	NO	NO								424710						33.755574	-118.267571	004294737								SHELL OIL CO		1313211276845	000110543	N-HEXANE	TRI	Pounds																		150	130	130	130	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	14	0	32	32	32	0	0	0	0	0	.54	NA	NA																															0	0	0	0	150	130	130	130	0	0	0	0	0	0	0	0	NO	ALAN.CALDWELL@SHELL.COM			NO	 	
2013	NO	90744SHLLLBERTH	EQUILON MORMON ISLAND TERMINAL	BERTH 167-168-169	WILMINGTON	LOS ANGELES	CA	90744			YES	NO	NO	NO								424710						33.755574	-118.267571	004294737								SHELL OIL CO		1313211276896	000108883	TOLUENE	TRI	Pounds																		260	230	230	230	0	0	0	0	0	0	0	0	0	0	0	0	0	66	66	66	0	27	27	27	0	0	0	0	2	.54	NA	NA																															0	0	0	0	260	230	230	230	0	0	0	0	0	0	0	0	NO	ALAN.CALDWELL@SHELL.COM			NO	 	
2013	NO	90744SHLLLBERTH	EQUILON MORMON ISLAND TERMINAL	BERTH 167-168-169	WILMINGTON	LOS ANGELES	CA	90744			YES	NO	NO	NO								424710						33.755574	-118.267571	004294737								SHELL OIL CO		1313211276910	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		130	150	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	77	77	77	0	9	9	9	0	0	0	0	3	.54	NA	NA																															0	0	0	0	130	150	150	150	0	0	0	0	0	0	0	0	NO	ALAN.CALDWELL@SHELL.COM			NO	 	
2013	NO	90744SHLLLBERTH	EQUILON MORMON ISLAND TERMINAL	BERTH 167-168-169	WILMINGTON	LOS ANGELES	CA	90744			YES	NO	NO	NO								424710						33.755574	-118.267571	004294737								SHELL OIL CO		1313211276819	000100414	ETHYLBENZENE	TRI	Pounds																		81	86	86	86	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	13	0	2	2	2	0	0	0	0	0	.54	NA	NA																															0	0	0	0	81	86	86	86	0	0	0	0	0	0	0	0	NO	ALAN.CALDWELL@SHELL.COM			NO	 	
2013	NO	90744SHLLLBERTH	EQUILON MORMON ISLAND TERMINAL	BERTH 167-168-169	WILMINGTON	LOS ANGELES	CA	90744			YES	NO	NO	NO								424710						33.755574	-118.267571	004294737								SHELL OIL CO		1313211276833	N420	LEAD COMPOUNDS	PBT	Pounds																		.1	.4	.4	.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.41	NA	NA																															0	0	0	0	0	0	0	0	.1	0	0	0	0	.4	.4	.4	NO	ALAN.CALDWELL@SHELL.COM			YES	 	
2013	NO	90744SHLLLBERTH	EQUILON MORMON ISLAND TERMINAL	BERTH 167-168-169	WILMINGTON	LOS ANGELES	CA	90744			YES	NO	NO	NO								424710						33.755574	-118.267571	004294737								SHELL OIL CO		1313211276795	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		53	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	26	26	26	0	1	1	1	0	0	0	0	1	.54	NA	NA																															0	0	0	0	53	45	45	45	0	0	0	0	0	0	0	0	NO	ALAN.CALDWELL@SHELL.COM			NO	 	
2013	NO	90744SHLLLBERTH	EQUILON MORMON ISLAND TERMINAL	BERTH 167-168-169	WILMINGTON	LOS ANGELES	CA	90744			YES	NO	NO	NO								424710						33.755574	-118.267571	004294737								SHELL OIL CO		1313211276884	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		0	.1	.1	.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.41	NA	NA																															0	0	0	0	0	.1	.1	.1	0	0	0	0	0	0	0	0	NO	ALAN.CALDWELL@SHELL.COM			NO	 	
