TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
70070MNSNTRIVER	1312210200150	000064186	FORMIC ACID	TRI	2012	MONSANTO LULING	12501 RIVER RD	LULING	ST CHARLES	LA	70070	YES	NO	NO	NO								325320	325188	325199				29.92444	-90.352217	796329972								MONSANTO CO	168428287	|W58:Reduced air emissions by continuous process improvements.	NO	SHLOE.W.JEFFERY@MONSANTO.COM			NO	 	
70070MNSNTRIVER	1312210200174	000067561	METHANOL	TRI	2012	MONSANTO LULING	12501 RIVER RD	LULING	ST CHARLES	LA	70070	YES	NO	NO	NO								325320	325188	325199				29.92444	-90.352217	796329972								MONSANTO CO	168428287	|W58:Reduced air emissions by continuous process improvements.	NO	SHLOE.W.JEFFERY@MONSANTO.COM			NO	 	
70070MNSNTRIVER	1312210200123	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	2012	MONSANTO LULING	12501 RIVER RD	LULING	ST CHARLES	LA	70070	YES	NO	NO	NO								325320	325188	325199				29.92444	-90.352217	796329972								MONSANTO CO	168428287	SRNA:2. Require technical information on pollution prevention techniques applicable to specific production processes.	NO	SHLOE.W.JEFFERY@MONSANTO.COM			NO	 	
70070MNSNTRIVER	1312210200097	007440484	COBALT	TRI	2012	MONSANTO LULING	12501 RIVER RD	LULING	ST CHARLES	LA	70070	YES	NO	NO	NO								325320	325188	325199				29.92444	-90.352217	796329972								MONSANTO CO	168428287	|W53:More production trains were converted to use a new different catalyst.	NO	SHLOE.W.JEFFERY@MONSANTO.COM			YES	 	
70070MNSNTRIVER	1312210200109	007440508	COPPER	TRI	2012	MONSANTO LULING	12501 RIVER RD	LULING	ST CHARLES	LA	70070	YES	NO	NO	NO								325320	325188	325199				29.92444	-90.352217	796329972								MONSANTO CO	168428287	|W53:More production trains were converted to use a new different catalyst.	NO	SHLOE.W.JEFFERY@MONSANTO.COM			YES	 	
70070MNSNTRIVER	1312210200186	007440020	NICKEL	TRI	2012	MONSANTO LULING	12501 RIVER RD	LULING	ST CHARLES	LA	70070	YES	NO	NO	NO								325320	325188	325199				29.92444	-90.352217	796329972								MONSANTO CO	168428287	|W53:More production trains were converted to use a new different catalyst.	NO	SHLOE.W.JEFFERY@MONSANTO.COM			YES	 	
70070MNSNTRIVER	1312210200111	000111422	DIETHANOLAMINE	TRI	2012	MONSANTO LULING	12501 RIVER RD	LULING	ST CHARLES	LA	70070	YES	NO	NO	NO								325320	325188	325199				29.92444	-90.352217	796329972								MONSANTO CO	168428287	SRNA:2. Require technical information on pollution prevention techniques applicable to specific production processes.	NO	SHLOE.W.JEFFERY@MONSANTO.COM			NO	 	
70070MNSNTRIVER	1312210200147	000050000	FORMALDEHYDE	TRI	2012	MONSANTO LULING	12501 RIVER RD	LULING	ST CHARLES	LA	70070	YES	NO	NO	NO								325320	325188	325199				29.92444	-90.352217	796329972								MONSANTO CO	168428287	Pollution prevention measures to reduce the quantity treated onsite have been implemented, but additional measures need more research in new catalyst.|W58:Reduced air emissions by continuous process improvements.	NO	SHLOE.W.JEFFERY@MONSANTO.COM			NO	 	
70070MNSNTRIVER	1312210200200	000139139	NITRILOTRIACETIC ACID	TRI	2012	MONSANTO LULING	12501 RIVER RD	LULING	ST CHARLES	LA	70070	YES	NO	NO	NO								325320	325188	325199				29.92444	-90.352217	796329972								MONSANTO CO	168428287	SRNA:2. Require technical information on pollution prevention techniques applicable to specific production processes.	NO	SHLOE.W.JEFFERY@MONSANTO.COM			NO	 	
70070MNSNTRIVER	1312210200085	000074873	CHLOROMETHANE	TRI	2012	MONSANTO LULING	12501 RIVER RD	LULING	ST CHARLES	LA	70070	YES	NO	NO	NO								325320	325188	325199				29.92444	-90.352217	796329972								MONSANTO CO	168428287	SRNA:2. Require technical information on pollution prevention techniques applicable to specific production processes.	NO	SHLOE.W.JEFFERY@MONSANTO.COM			NO	 	
70070MNSNTRIVER	1312210200059	007664417	AMMONIA	TRI	2012	MONSANTO LULING	12501 RIVER RD	LULING	ST CHARLES	LA	70070	YES	NO	NO	NO								325320	325188	325199				29.92444	-90.352217	796329972								MONSANTO CO	168428287	SRNA:2. Require technical information on pollution prevention techniques applicable to specific production processes.	NO	SHLOE.W.JEFFERY@MONSANTO.COM			NO	 	
70070MNSNTRIVER	1312210200135	000107211	ETHYLENE GLYCOL	TRI	2012	MONSANTO LULING	12501 RIVER RD	LULING	ST CHARLES	LA	70070	YES	NO	NO	NO								325320	325188	325199				29.92444	-90.352217	796329972								MONSANTO CO	168428287	SRNA:3. Concern that product quality may decline as a result of source reduction.	NO	SHLOE.W.JEFFERY@MONSANTO.COM			NO	 	
