TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
20019BNNNG3400B	1307205391624	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	POTOMAC POWER RESOURCES BENNING GENERATING STATION	3400 BENNING RD NE	WASHINGTON	DISTRICT OF COLUMBIA	DC	20019	YES	NO	NO	NO														38.898611	-76.958889									POTOMAC POWER RESOURCES LLC		0														NO	RWILLIAMSON@PEPCOENERGY.COM			NO	
20019BNNNG3400B	1307205391651	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	POTOMAC POWER RESOURCES BENNING GENERATING STATION	3400 BENNING RD NE	WASHINGTON	DISTRICT OF COLUMBIA	DC	20019	YES	NO	NO	NO														38.898611	-76.958889									POTOMAC POWER RESOURCES LLC		0														NO	RWILLIAMSON@PEPCOENERGY.COM			NO	
20315SCDLC5900M	1307205592823	007664417	AMMONIA	TRI	Pounds																		2007	NO	U.S. ARMY CORPS OF ENGINEERS DALECARLIA WTP	5900 MACARTHUR BLVD NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20016	YES	NO	YES	NO														38.9382	-77.1139									U.S. DEPARTMENT OF DEFENSE		0														YES	JAGDISH.P.TARPARA@USACE.ARMY.MIL			NO	
20315SCDLC5900M	1307205592835	007782505	CHLORINE	TRI	Pounds																		2007	NO	U.S. ARMY CORPS OF ENGINEERS DALECARLIA WTP	5900 MACARTHUR BLVD NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20016	YES	NO	YES	NO														38.9382	-77.1139									U.S. DEPARTMENT OF DEFENSE		0														YES	JAGDISH.P.TARPARA@USACE.ARMY.MIL			NO	
20315SCDLC5900M	1307205592847	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2007	NO	U.S. ARMY CORPS OF ENGINEERS DALECARLIA WTP	5900 MACARTHUR BLVD NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20016	YES	NO	YES	NO														38.9382	-77.1139									U.S. DEPARTMENT OF DEFENSE		0														YES	JAGDISH.P.TARPARA@USACE.ARMY.MIL			YES	
20001SCMCM2500F	1307205769033	007664417	AMMONIA	TRI	Pounds																		2007	NO	U.S. ARMY CORPS OF ENGINEERS MCMILLAN WTP WASHINGTON AQUEDUCT	2500 1ST ST NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20001	YES	NO	YES	NO														38.9245	-77.0134									U.S. DEPARTMENT OF DEFENSE		8	O 													YES	JAGDISH.P.TARPARA@USACE.ARMY.MIL			NO	
20001SCMCM2500F	1307205769045	007782505	CHLORINE	TRI	Pounds																		2007	NO	U.S. ARMY CORPS OF ENGINEERS MCMILLAN WTP WASHINGTON AQUEDUCT	2500 1ST ST NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20001	YES	NO	YES	NO														38.9245	-77.0134									U.S. DEPARTMENT OF DEFENSE		424	O 													YES	JAGDISH.P.TARPARA@USACE.ARMY.MIL			NO	
20001SCMCM2500F	1307205769058	N100	COPPER COMPOUNDS	TRI	Pounds																		2007	NO	U.S. ARMY CORPS OF ENGINEERS MCMILLAN WTP WASHINGTON AQUEDUCT	2500 1ST ST NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20001	YES	NO	YES	NO														38.9245	-77.0134									U.S. DEPARTMENT OF DEFENSE		1	O 	BLUE PLAINS	5000 OVERLOOK AVENUE SW	WASHINGTON	DC	DISTRICT OF COLUMBIA	20024							YES	JAGDISH.P.TARPARA@USACE.ARMY.MIL			YES	
20001SCMCM2500F	1307205769060	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2007	NO	U.S. ARMY CORPS OF ENGINEERS MCMILLAN WTP WASHINGTON AQUEDUCT	2500 1ST ST NW	WASHINGTON	DISTRICT OF COLUMBIA	DC	20001	YES	NO	YES	NO														38.9245	-77.0134									U.S. DEPARTMENT OF DEFENSE		0														YES	JAGDISH.P.TARPARA@USACE.ARMY.MIL			YES	
20004DCMTR25POT	1307205514161	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	DC MATERIALS	25 POTOMAC AVE SE	WASHINGTON	DISTRICT OF COLUMBIA	DC	20004	YES	NO	NO	NO														38.871031	-77.008272									VULCAN MATERIALS CO	805344798	0														NO	RENDERS@VMCMAIL.COM			NO	
