TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
67201BCHRC9709E	1307205387905	000108883	TOLUENE	TRI	2007	HAWKER BEECHCRAFT CORP	9709 E CENTRAL	WICHITA	SEDGWICK	KS	672010085	YES	NO	NO	NO								336411						37.693863	-97.224797	007482011								HAWKER BEECHCRAFT CORP	007482011	INCREASED THE USE OF ACETONE AS A HANDWIPE CLEANING SOLVENT AND ELIMINATED OF USE OF ENVIROCLEAN A2904 (BARTON SOLVENTS).  ENVIROCLEAN CONTAINS 45% TOLUENE.  THE FACILITY WAS ABLE TO SIGNIFICANTLY REDUCE THE TOLUENE BECAUSE OF THE SUBSTITUTION.	NO	JACKIE_BERGER@HAWKERBEECHCRAFT.COM			NO	
66115GNBNC3001F	1307205735145	007440360	ANTIMONY	TRI	2007	EXIDE TECHNOLOGIES	3001 FAIRFAX TRAFFICWAY	KANSAS CITY	WYANDOTTE	KS	66115	YES	NO	NO	NO								335911						39.139362	-94.610989	130153729								EXIDE TECHNOLOGIES	038009866	ONE OF MY DATA ERROR MESSAGES IS TELLING ME THAT MY ON SITE RECYCLING OF ANTIMONY FOR 2006 IS NA BUT IN THE DETAIL IT SHOWS THE CORRECT AMOUNT OF 454586LBS FOR 2006.  I HAVE CALLED THE TRIME-WEB PEOPLE AS WELL AS SENT AN EMAIL TO THE HELP DESK AND LET VOICEMAILS.  I HAVE ALSO PRINTED OFF A HARD COPY THAT SHOWS THE INFORMATION IN THE ON SITE WASTE MANAGEMENT SECTION (8.4 SPECIFICALLY) IS CORRECT AND DO NOT KNOW WHAT ELSE TO DO.  SINCE THIS IS THE ONLY METHOD I CAN EXPLAIN I WILL ADDRESS HERE.  IN 2006 WE RECYCLED 454586LBS OF ANTIMONY IN 2007 WE RECYCLED 383706LBS.  THE FINAL VALIDATION PAGE SHOWS N/A FOR 2006 AND 383706 FOR 2007, HOWEVER THE INFORMATION LOCATED IN THE ON SITE RELEASE AND WASTE MANAGEMENT SECTIONS DO SHOW THE CORRECT QUANTITIES.	NO	KEVIN.SMITH@EXIDE.COM			YES	
67337FRMLNNORTH	1307205653835	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2007	COFFEYVILLE RESOURCES REFINING & MARKETING	400 N LINDEN	COFFEYVILLE	MONTGOMERY	KS	67337	YES	NO	NO	NO								324110						37.046594	-95.605241	144266660								COFFEYVILLE RESOURCES LLC	142405666	**NOTE: SECTION 8.8 RELEASES FROM CATASTROPHIC FLOODING EVENT NOT REPORTED IN SECTION 6 BECAUSE RELEASE TO FLOOD IS NOT APPLICABLE TO SECTION 6 RELEASE.	NO	JDDITMORE@CVRENERGY.COM			NO	
67337FRMLNNORTH	1307205653850	000071432	BENZENE	TRI	2007	COFFEYVILLE RESOURCES REFINING & MARKETING	400 N LINDEN	COFFEYVILLE	MONTGOMERY	KS	67337	YES	NO	NO	NO								324110						37.046594	-95.605241	144266660								COFFEYVILLE RESOURCES LLC	142405666	**NOTE: SECTION 8.8 RELEASE FROM CATASTROPHIC FLOODING EVENT NOT REPORTED IN SECTION 6 BECAUSE RELEASE TO FLOOD IS NOT APPLICABLE TO SECTION 6 RELEASE.	NO	JDDITMORE@CVRENERGY.COM			NO	
67337FRMLNNORTH	1307205653912	000098828	CUMENE	TRI	2007	COFFEYVILLE RESOURCES REFINING & MARKETING	400 N LINDEN	COFFEYVILLE	MONTGOMERY	KS	67337	YES	NO	NO	NO								324110						37.046594	-95.605241	144266660								COFFEYVILLE RESOURCES LLC	142405666	**NOTE: SECTION 8.8 RELEASES FROM CATASTROPHIC FLOODING EVENT NOT REPORTED IN SECTION 6 BECAUSE RELEASE TO FLOOD IS NOT APPLICABLE TO SECTION 6 RELEASE.	NO	JDDITMORE@CVRENERGY.COM			NO	
67337FRMLNNORTH	1307205653936	000100414	ETHYLBENZENE	TRI	2007	COFFEYVILLE RESOURCES REFINING & MARKETING	400 N LINDEN	COFFEYVILLE	MONTGOMERY	KS	67337	YES	NO	NO	NO								324110						37.046594	-95.605241	144266660								COFFEYVILLE RESOURCES LLC	142405666	**NOTE: SECTION 8.8 RELEASE FROM CATASTROPHIC FLOODING EVENT NOT REPORTED IN SECTION 6 BECAUSE RELEASE TO FLOOD IS NOT APPLICABLE TO SECTION 6 RELEASE.	NO	JDDITMORE@CVRENERGY.COM			NO	
67337FRMLNNORTH	1307205654015	000091203	NAPHTHALENE	TRI	2007	COFFEYVILLE RESOURCES REFINING & MARKETING	400 N LINDEN	COFFEYVILLE	MONTGOMERY	KS	67337	YES	NO	NO	NO								324110						37.046594	-95.605241	144266660								COFFEYVILLE RESOURCES LLC	142405666	**NOTE: SECTION 8.8 RELEASES FROM CATASTROPHIC FLOODING EVENT NOT REPORTED IN SECTION 6 BECAUSE RELEASE TO FLOOD IS NOT APPLICABLE TO SECTION 6 RELEASE.	NO	JDDITMORE@CVRENERGY.COM			NO	
67337FRMLNNORTH	1307205654054	000108883	TOLUENE	TRI	2007	COFFEYVILLE RESOURCES REFINING & MARKETING	400 N LINDEN	COFFEYVILLE	MONTGOMERY	KS	67337	YES	NO	NO	NO								324110						37.046594	-95.605241	144266660								COFFEYVILLE RESOURCES LLC	142405666	**NOTE: SECTION 8.8 RELEASES FROM CATASTROPHIC FLOODING EVENT NOT REPORTED IN SECTION 6 BECAUSE RELEASE TO FLOOD IS NOT APPLICABLE TO SECTION 6 RELEASE.	NO	JDDITMORE@CVRENERGY.COM			NO	
67337FRMLNNORTH	1307205654078	001330207	XYLENE (MIXED ISOMERS)	TRI	2007	COFFEYVILLE RESOURCES REFINING & MARKETING	400 N LINDEN	COFFEYVILLE	MONTGOMERY	KS	67337	YES	NO	NO	NO								324110						37.046594	-95.605241	144266660								COFFEYVILLE RESOURCES LLC	142405666	**NOTE: SECTION 8.8 RELEASES FROM CATASTROPHIC FLOODING EVENT NOT REPORTED IN SECTION 6 BECAUSE RELEASE TO FLOOD IS NOT APPLICABLE TO SECTION 6 RELEASE.	NO	JDDITMORE@CVRENERGY.COM			NO	
67357PBDYT2101S	1307205796612	000108883	TOLUENE	TRI	2007	COLUMBIAN TECTANK	2101 S 21ST ST	PARSONS	LABETTE	KS	673570996	YES	NO	NO	NO								332420						37.323237	-95.267276	611249707								COLUMBIAN TECTANK	611249707	TRI-MEWEB HAS AUTOMATICALLY SHOWN THE 2007 RELEASE QUANTITY OF 10,032 POUNDS AS THE 2006 QUANTITY AS WELL.  THIS IS INCORRECT.  THE 2006 QUANTITY WAS 8,190 POUNDS, WHICH WAS ALSO THE AMOUNT OTHERWISE USED AS ANCILLARY OR OTHER USE.  THEREFORE, NO FORM R FOR THIS CHEMICAL WAS FILED FOR 2006.	NO	GCRUTCHER@CSTINDUSTRIES.COM			NO	
