TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
58463PLRWR9104T	1312210543144	007440020	NICKEL	TRI	2012	POLAR WARE CO	910 4TH ST E	MCCLUSKY	SHERIDAN	ND	58463	YES	NO	NO	NO								332116						47.546863	-100.673005									POLAR WARE CO	006071997	This facility closed its doors in 2013.  There was no production in 2013 and all processed or otherwise used materials were taken to the parent company in Kiel, WI.|PRAI:Amount of Metal Used	NO	PCEVAAL@POLARWARE.COM			YES	 	
58523TTRTL62401	1312210335941	007664393	HYDROGEN FLUORIDE	TRI	2012	OTTER TAIL POWER CO COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO								221112						47.2217	-101.8139	839346376								OTTER TAIL CORP	006961353	Coyote Station experienced an extended outage in 2012.|PRAI:Coyote Station experienced an extended outage in 2012.	NO	COEHLER@OTPCO.COM			NO	 	
58523TTRTL62401	1312210335980	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2012	OTTER TAIL POWER CO COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO								221112						47.2217	-101.8139	839346376								OTTER TAIL CORP	006961353	Coyote Station experienced an extended outage in 2012.|PRAI:Coyote Station experienced an extended outage in 2012.	NO	COEHLER@OTPCO.COM			NO	 	
58401LCSWS2604H	1312210031086	N420	LEAD COMPOUNDS	PBT	2012	GOODRICH CORP	2604 HWY 20 N	JAMESTOWN	STUTSMAN	ND	58401	YES	NO	NO	NO								336413						46.934816	-98.690326	144693728								GOODRICH CORP	004179453	|PRAI:Lead is a component of our base alloys therefore total sales is appropriate to calculate a production ratio	NO	BRENT.HARRIS@UTAS.UTC.COM			YES	 	
58554RMHSKHWY18	1312210615074	N420	LEAD COMPOUNDS	PBT	2012	RM HESKETT STATION	2025 38TH ST	MANDAN	MORTON	ND	58554	YES	NO	NO	NO								221112						46.86491	-100.88132									MDU RESOURCES GROUP INC	006962286	2012 Fuel analysis results indicated a lower concentration of Lead within the fuel.	NO	MARK.HANSON@MDURESOURCES.COM			YES	 	
58523TTRTL62401	1312210335954	N420	LEAD COMPOUNDS	PBT	2012	OTTER TAIL POWER CO COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO								221112						47.2217	-101.8139	839346376								OTTER TAIL CORP	006961353	Coyote Station experienced an extended outage in 2012.|PRAI:Coyote Station experienced an extended outage in 2012.	NO	COEHLER@OTPCO.COM			YES	 	
58523NTLPV294CO	1312210390480	N495	NICKEL COMPOUNDS	TRI	2012	BASIN ELECTRIC	294 COUNTY 15	BEULAH	MERCER	ND	585239475	NO	YES	NO	NO								221112						47.371389	-101.834444	003868007								BASIN ELECTRIC		Emissions based on actual stack measurements.  Previous years used EPA default values.	NO	BERIKSEN@BEPC.COM			YES	 	
5872WBSNTR11549	1312210563882	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2012	BASIN TRANSLOAD_STAMPEDE BULK STORAGE	10154 93RD AVE	COLUMBUS	BURKE	ND	58727	YES	NO	NO	NO								424710	488210					48.888323	-102.742814									GLOBAL COS LLC	019177757	|NPYF:First time TRI filer - facility came on line 9/2012	NO	RKENNY@GLOBALP.COM			NO	 	
5872WBSNTR11549	1312210563894	000071432	BENZENE	TRI	2012	BASIN TRANSLOAD_STAMPEDE BULK STORAGE	10154 93RD AVE	COLUMBUS	BURKE	ND	58727	YES	NO	NO	NO								424710	488210					48.888323	-102.742814									GLOBAL COS LLC	019177757	|NPYF:First time TRI filer - a new facility	NO	RKENNY@GLOBALP.COM			NO	 	
58705SRFRC32PEA	1312210253744	000091203	NAPHTHALENE	TRI	2012	US DOD USAF MINOT AFB	445 PEACEKEEPER PL ATTN: 5 CES/CEAN	MINOT AFB	WARD	ND	58705	YES	NO	YES	NO								928110						48.432536	-101.355319									US DEPARTMENT OF DEFENSE		|PRAI: The variable used to calculate production ratio is: 26.00.	YES	5BW.PA.DL@MINOT.AF.MIL			NO	 	
