TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
58523TTRTL62401	1312210335915	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2012	OTTER TAIL POWER CO COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO								221112						47.2217	-101.8139	839346376								OTTER TAIL CORP	006961353	SRNA:Chromium is a trace metal present in coal. Metals cannot be destroyed, thus source reduction of this element is not possible.	NO	COEHLER@OTPCO.COM			YES	 	
58523TTRTL62401	1312210335966	N450	MANGANESE COMPOUNDS	TRI	2012	OTTER TAIL POWER CO COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO								221112						47.2217	-101.8139	839346376								OTTER TAIL CORP	006961353	SRNA:Manganese is a trace metal present in coal. Metals cannot be destroyed; thus, source reduction of this element is not possible.	NO	COEHLER@OTPCO.COM			YES	 	
58523TTRTL62401	1312210335954	N420	LEAD COMPOUNDS	PBT	2012	OTTER TAIL POWER CO COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO								221112						47.2217	-101.8139	839346376								OTTER TAIL CORP	006961353	SRNA:Lead is a trace metal found in coal. Metals cannot be destroyed, thus source reduction for this element is not possible.	NO	COEHLER@OTPCO.COM			YES	 	
58523TTRTL62401	1312210335978	N458	MERCURY COMPOUNDS	PBT	2012	OTTER TAIL POWER CO COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO								221112						47.2217	-101.8139	839346376								OTTER TAIL CORP	006961353	SRNA:Mercury is a trace metal present in coal. Metals cannot be destroyed; thus, source reduction is not possible for this element.	NO	COEHLER@OTPCO.COM			YES	 	
58523TTRTL62401	1312210335903	N040	BARIUM COMPOUNDS	TRI	2012	OTTER TAIL POWER CO COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO								221112						47.2217	-101.8139	839346376								OTTER TAIL CORP	006961353	SRNA:Barium is a trace metal found in coal.  Metals cannot be destroyed, thus source reduction of this element is not possible.	NO	COEHLER@OTPCO.COM			YES	 	
58523TTRTL62401	1312210335992	N770	VANADIUM COMPOUNDS	TRI	2012	OTTER TAIL POWER CO COYOTE STATION	6240 13TH ST SW	BEULAH	MERCER	ND	585230339	YES	NO	NO	NO								221112						47.2217	-101.8139	839346376								OTTER TAIL CORP	006961353	SRNA:Vanadium is a trace metal present in coal. Metals cannot be destroyed; thus, source reduction is not possible for this element.	NO	COEHLER@OTPCO.COM			YES	 	
58601HCDYC10021	1312210803969	000067561	METHANOL	TRI	2012	BRENNTAG PACIFIC INC	10021 63RD AVE	DICKINSON	STARK	ND	58601	YES	NO	NO	NO								424690						46.957957	-102.794352	145245192								BRENNTAG PACIFIC INC	145245192	The Dickinson facility has recently become ISO 9001 certified.  Attention was placed on optomizing loading and unloading processes to reduce potential emissions.|W13:Utilized best practices identified during ISO certification process.|T04:Part of our Quality Management Team activities.|W32:Developed, implemented and trained on new loading and unloading procedures implementing best practices from multiple locations.|T04:Part of our Quality Management Team activities.	NO	STHOMPSON@BRENNTAG.COM			NO	 	
58523CTPRP204CO	1312210367064	007664417	AMMONIA	TRI	2012	COTEAU PROPERTIES CO FREEDOM MINE	204 COUNTY RD 15	BEULAH	MERCER	ND	58523	YES	NO	NO	NO								212111						47.384722	-101.841666	060405933								NACCO INDUSTRIES	007901085	Anhydrous ammonia is the most commonly used nitrogen fertlizer on North Dakota agricultural lands.  The Coteau Properties allows reclamation farmers to use Anhydrous ammonia on Coteau owned reclaimed lands as is commonly practiced on adjacent agricultural lands.  Coteau continues to dispute the EPA's definition of fertilzing a farm field as constituting a "toxic release chemical release".	NO	DAVID.STRALEY@NACOAL.COM			NO	 	
58576FLKRK3MILE	1312210430777	007664417	AMMONIA	TRI	2012	FALKIRK MINING CO	2801 1ST ST SW	UNDERWOOD	MCLEAN	ND	58576	YES	NO	NO	NO								212111						47.402222	-101.145833									NACCO INDUSTRIES		SRNA:This report is for the use of anhydrous ammonia and aqueous ammonia as a fertilizer during normal farming practices on reclaimed cropland at the mine.  We conduct soil testing for the farmers that grow crops on the reclaimed land.  This provides farmers with the knowledge of the exact inputs needed for the soils... thus reducing the possibility of over application of fertilizers (i.e. anhydrous ammonia).	NO	DAVID.STRALEY@NACOAL.COM			NO	 	
58225MRCNCPOBOX	1312210181968	N420	LEAD COMPOUNDS	PBT	2012	AMERICAN CRYSTAL SUGAR CO	OLD HWY 44	DRAYTON	PEMBINA	ND	582250190	YES	NO	NO	NO								311313						48.591667	-97.175	007430945								AMERICAN CRYSTAL SUGAR CO	064792773	Using site specific EF instead of published EF.	NO	AZOLA@CRYSTALSUGAR.COM			YES	 	
