TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
06010CLNHR51BRO	1312210174114	007439921	LEAD	TRI	2012	CLEAN HARBORS OF CONNECTICUT INC	51 BRODERICK RD	BRISTOL	HARTFORD	CT	06010	YES	NO	NO	NO								562211						41.654169	-72.905735									CLEAN HARBORS INC	157793639	The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).	NO	CABRAL.DAVID@CLEANHARBORS.COM			YES	 	
06010CLNHR51BRO	1312210174088	N100	COPPER COMPOUNDS	TRI	2012	CLEAN HARBORS OF CONNECTICUT INC	51 BRODERICK RD	BRISTOL	HARTFORD	CT	06010	YES	NO	NO	NO								562211						41.654169	-72.905735									CLEAN HARBORS INC	157793639	The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).	NO	CABRAL.DAVID@CLEANHARBORS.COM			YES	 	
06787QLTYR135SO	1312210811307	N982	ZINC COMPOUNDS	TRI	2012	UNIMETAL SURFACE FINISHING LLC	135 S MAIN ST	THOMASTON	LITCHFIELD	CT	067871740	YES	NO	NO	NO								332813						41.674347	-73.069275	001171131										|PRAI:Increased loading due to consolidation of our Naugatuck and Thomaston facilities in Thomaston.	NO	GLACAPRAJR@UNIMETAL.COM			YES	 	
06787QLTYR135SO	1312210811295	007697372	NITRIC ACID	TRI	2012	UNIMETAL SURFACE FINISHING LLC	135 S MAIN ST	THOMASTON	LITCHFIELD	CT	067871740	YES	NO	NO	NO								332813						41.674347	-73.069275	001171131										|PRAI: The variable used to calculate production ratio is: loads processed.	NO	GLACAPRAJR@UNIMETAL.COM			NO	 	
06787QLTYR135SO	1312210811283	N511	NITRATE COMPOUNDS	TRI	2012	UNIMETAL SURFACE FINISHING LLC	135 S MAIN ST	THOMASTON	LITCHFIELD	CT	067871740	YES	NO	NO	NO								332813						41.674347	-73.069275	001171131										Our production levels have increased over the past year.  We are also taking on work that was performed by our Naugatuck, CT facility as part of our corporate merger. |PRAI:We are in the process of bringing additional work from our Naugatuck facility to this facility as part of our consolidation process.	NO	GLACAPRAJR@UNIMETAL.COM			NO	 	
06413CHSBRJOHNS	1312210841666	000191242	BENZO(G,H,I)PERYLENE	PBT	2012	UNILEVER MANUFACTURING (US) INC	1 JOHN ST	CLINTON	MIDDLESEX	CT	06413	YES	NO	NO	NO								325620	325611					41.270711	-72.522341	094320132								UNILEVER		|REV:Revision is due to failure to sign the Form or certification letter in Part 1 Section 3 and failure to provide the name and title of the owner/operator or senior management official.|PRAI:The Unilever Clinton Plant ceased operations in October of 2012.	NO	PAUL.REILAND@UNILEVER.COM	RR5		NO	 	
06492LBRCH1DUDL	1312210446973	007440020	NICKEL	TRI	2012	ULBRICH SPECIALTY STRIP MILL	1 DUDLEY AVE	WALLINGFORD	NEW HAVEN	CT	06492	YES	NO	NO	NO								331221						41.447522	-72.82936	001162171		CTD001162171						ULBRICH STAINLESS STEELS & SPECIAL METALS INC		|REV:Change NA to zero released	NO	DDEFELICE@ULBRICH.COM	RR5		YES	 	
06492LBRCH1DUDL	1312210446934	007440508	COPPER	TRI	2012	ULBRICH SPECIALTY STRIP MILL	1 DUDLEY AVE	WALLINGFORD	NEW HAVEN	CT	06492	YES	NO	NO	NO								331221						41.447522	-72.82936	001162171		CTD001162171						ULBRICH STAINLESS STEELS & SPECIAL METALS INC		|REV:Changed NA to zero released.	NO	DDEFELICE@ULBRICH.COM	RR5		YES	 	
06492LBRCH1DUDL	1312210446908	007440473	CHROMIUM	TRI	2012	ULBRICH SPECIALTY STRIP MILL	1 DUDLEY AVE	WALLINGFORD	NEW HAVEN	CT	06492	YES	NO	NO	NO								331221						41.447522	-72.82936	001162171		CTD001162171						ULBRICH STAINLESS STEELS & SPECIAL METALS INC		|REV:Changed NA to zero released.	NO	DDEFELICE@ULBRICH.COM	RR5		YES	 	
06492LBRCH1DUDL	1312210446959	007439965	MANGANESE	TRI	2012	ULBRICH SPECIALTY STRIP MILL	1 DUDLEY AVE	WALLINGFORD	NEW HAVEN	CT	06492	YES	NO	NO	NO								331221						41.447522	-72.82936	001162171		CTD001162171						ULBRICH STAINLESS STEELS & SPECIAL METALS INC		|REV:Change NA to zero released	NO	DDEFELICE@ULBRICH.COM	RR5		YES	 	
