TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
06430RGRSCMILLA	1312209942729	000108952	PHENOL	TRI	Pounds																		2012	NO	SUMITOMO BAKELITE NA INC	24 MILL ST	MANCHESTER	HARTFORD	CT	060422316	YES	NO	NO	NO								325991						41.795987	-72.518142	041956116								SUMITOMO BAKELITE N.A. HOLDING INC		0		NA												NO	BOLSON@SBNA-INC.COM			NO	 	
06430RGRSCMILLA	1312209942731	000079947	TETRABROMOBISPHENOL A	PBT	Pounds																		2012	NO	SUMITOMO BAKELITE NA INC	24 MILL ST	MANCHESTER	HARTFORD	CT	060422316	YES	NO	NO	NO								325991						41.795987	-72.518142	041956116								SUMITOMO BAKELITE N.A. HOLDING INC		0		NA												NO	BOLSON@SBNA-INC.COM			NO	 	
06430RGRSCMILLA	1312209942743	N982	ZINC COMPOUNDS	TRI	Pounds																		2012	NO	SUMITOMO BAKELITE NA INC	24 MILL ST	MANCHESTER	HARTFORD	CT	060422316	YES	NO	NO	NO								325991						41.795987	-72.518142	041956116								SUMITOMO BAKELITE N.A. HOLDING INC		0		NA												NO	BOLSON@SBNA-INC.COM			YES	 	
06457MHWKM1270N	1312209942794	007440508	COPPER	TRI	Pounds																		2012	NO	MOHAWK MANUFACTURING CO	1270 NEWFIELD ST	MIDDLETOWN	MIDDLESEX	CT	06457	YES	NO	NO	NO								332116						41.59425	-72.67607	001147412										0	M1	MATTABASSETT WATER POLLUTION CONTROL FACILITY	245 MAIN ST	CROMWELL	CT	MIDDLESEX	064162302							NO	WFERGUSON@MOHAWK-MFG.COM			YES	 	
06810RSCRP36OLD	1312209946437	000067561	METHANOL	TRI	Pounds																		2012	NO	RSA CORP	36 OLD SHERMAN TURNPIKE	DANBURY	FAIRFIELD	CT	06810	YES	NO	NO	NO								325199						41.411646	-73.408066	001520279										48355	C 	DANBURY WATER POLLUTION CONTROL FACILITY	FILTRATION PLANT ROAD	DANBURY	CT	FAIRFIELD	06810							NO	JSA@RSACHEM.COM			NO	 	
06810RSCRP36OLD	1312209946449	000075650	TERT-BUTYL ALCOHOL	TRI	Pounds																		2012	NO	RSA CORP	36 OLD SHERMAN TURNPIKE	DANBURY	FAIRFIELD	CT	06810	YES	NO	NO	NO								325199						41.411646	-73.408066	001520279										0	C 	DANBURY WATER POLLUTION CONTROL FACILITY	FILTRATION PLANT ROAD	DANBURY	CT	FAIRFIELD	06810							NO	JSA@RSACHEM.COM			NO	 	
06473JNSNN5STIL	1312210037560	007439921	LEAD	TRI	Pounds																		2012	NO	JENSEN INDUSTRIES INC	50 STILLMAN RD	NORTH HAVEN	NEW HAVEN	CT	06473	YES	NO	NO	NO								339114						41.3908	-72.86783	060018587										0		NA												NO	AMS@JENSENDENTAL.COM			YES	 	
06450CNNC 400RE	1312209958519	000064186	FORMIC ACID	TRI	Pounds																		2012	NO	3M PURIFICATION INC (FORMERLY CUNO INC)	400 RESEARCH PKWY	MERIDEN	NEW HAVEN	CT	06450	YES	NO	NO	NO								333999						41.516166	-72.765277	151179652								3M CO	006173082	0		NA												NO	LEOWENS1@MMM.COM			NO	 	
06450CNNC 400RE	1312209958521	000067561	METHANOL	TRI	Pounds																		2012	NO	3M PURIFICATION INC (FORMERLY CUNO INC)	400 RESEARCH PKWY	MERIDEN	NEW HAVEN	CT	06450	YES	NO	NO	NO								333999						41.516166	-72.765277	151179652								3M CO	006173082	124716	O 	MERIDEN WATER POLLUTION CONTROL FACILITY	180 EVANSVILLE AVENUE	MERIDEN	CT	NEW HAVEN	06451							NO	LEOWENS1@MMM.COM			NO	 	
06410CNSLD677MI	1312209959612	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2012	NO	CONSOLIDATED INDUSTRIES INC	677 MIXVILLE RD	CHESHIRE	NEW HAVEN	CT	06410	YES	NO	NO	NO								332112						41.522179	-72.932988	058864125										0	M1	CHESIRE,WATER POLLUTION CONTROL FACILITY	1325 CHESHIRE STREET	CHESHIRE	CT	NEW HAVEN	064101849							NO	EPCRA@USCOMPLIANCE.COM			NO	 	
