TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
28001CLLNS313BE	1312209909249	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	INTERNATIONAL AUTOMOTIVE COMPONENTS ALBEMARLE PLANT	313 BETHANY CHURCH RD	ALBEMARLE	STANLY	NC	28001	YES	NO	NO	NO								314110						35.397519	-80.211922	808199751								INTERNATIONAL AUTOMOTIVE COMPONENTS	808199751	0		NA												NO	DLADD@IACGROUP.COM			YES	 	
28677STHRNHWY70	1312209972520	007664417	AMMONIA	TRI	Pounds																		2012	NO	SOUTHERN STATES COOP INC	2582 SALISBURY HWY	STATESVILLE	IREDELL	NC	28677	YES	NO	NO	NO								325314						35.76777	-80.85388	008964637								SOUTHERN STATES COOP INC	008964637	0		NA												NO	BRUCETGRY@YAHOO.COM			NO	 	
27203TLRMP801PI	1312210021919	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2012	NO	STARPET INC	801 PINEVIEW RD	ASHEBORO	RANDOLPH	NC	27203	YES	NO	NO	NO								325211						35.772	-79.8221	883988099										250	O 	CITY OF ASHEBORO WWTP	1032 BONKEMEYER DRIVE	ASHEBORO	NC	RANDOLPH	27203							NO	MCRABTREE@STARPETINC.COM			NO	 	
28214MRTHN835MT	1312210398234	000100414	ETHYLBENZENE	TRI	Pounds																		2012	NO	MARATHON PETROLEUM CO - CHARLOTTE NC TERMINAL	8035 MT HOLLY RD	CHARLOTTE	MECKLENBURG	NC	28214	YES	NO	NO	NO								424710						35.28274	-80.94098	016969164								MARATHON PETROLEUM CORP	968393996	0		NA												NO	WGMOORE@MARATHONPETROLEUM.COM			NO	 	
27603DWRDV1900S	1312210405799	007440473	CHROMIUM	TRI	Pounds																		2012	NO	FLOWSERVE - RALEIGH	1900 S SAUNDERS ST	RALEIGH	WAKE	NC	276032318	YES	NO	NO	NO								332911						35.753409	-78.648649	004241550								FLOWSERVE CORP	004241550	.12	M2	CITY OF RALEIGH PUBLIC UTILI	8500 BATTLEBRIDGE ROAD	RALEIGH	NC	WAKE	27610							NO	SWILSON@FLOWSERVE.COM			YES	 	
28337CMPBL1106W	1312210152601	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2012	NO	CAMPBELL OIL & GAS CO	1106 W BROAD ST	ELIZABETHTOWN	BLADEN	NC	28337	YES	NO	NO	NO								424710						34.633889	-78.631111	024535940								CAMPBELL OIL & GAS CO		0		NA												NO	JILLJ@CAMPBELLOIL.NET			NO	 	
27261CLSSC31BRE	1312210144402	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2012	NO	CLASSIC DYESTUFFS INC	301 BRENTWOOD ST	HIGH POINT	GUILFORD	NC	27260	YES	NO	NO	NO								424690						35.963266	-79.97775	099230328										7.974	C 	HIGH POINT EASTSIDE WWTP	5898 RIVERDALE ROAD	JAMESTOWN	NC	GUILFORD	272829239							NO	DAVID.PICHA@STANDARDDYES.COM			YES	 	
27403DSTNC1025H	1312210648679	000100414	ETHYLBENZENE	TRI	Pounds																		2012	NO	SHERWIN-WILLIAMS CO	1025 HOWARD ST	GREENSBORO	GUILFORD	NC	274032041	YES	NO	NO	NO								325510						36.061944	-79.833056	003214319								THE SHERWIN-WILLIAMS CO	004206397	1	O 	CITY OF GREENSBORO - N BUFFALO WWTP	2199 WHITE STREET	GREENSBORO	NC	GUILFORD	274055211							NO	RSTHOMAS@SHERWIN.COM			NO	 	
28054WLSHC207TE	1312210693230	000141322	BUTYL ACRYLATE	TRI	Pounds																		2012	NO	LUBRIZOL	207 TELEGRAPH DR	GASTONIA	GASTON	NC	28056	YES	NO	NO	NO								325211						35.20096	-81.20407	191464957								BERKSHIRE HATHAWAY	001024314	.01	M2	CROWDER'S CREEK WASTEWATER TREATMENT PLANT	5642 SOUTH YORK ROAD	GASTONIA	NC	GASTON	280527705							NO	JOSEPH.MARCSIK@LUBRIZOL.COM			NO	 	
28732TNCRPCANEC	1312210287696	N982	ZINC COMPOUNDS	TRI	Pounds																		2012	NO	BORGWARNER THERMAL SYSTEMS INC	40 CANE CREEK INDUSTRIAL PARK	FLETCHER	HENDERSON	NC	28732	YES	NO	NO	NO								336399						35.433611	-82.477222	126458706								BORGWARNER INC	139469787	.673	M2	MSD BUNCOMBE COUNTY	2028 RIVERSIDE DRIVE	ASHEVILLE	NC	BUNCOMBE	28804							NO	PGREEN@BORGWARNER.COM			YES	 	
