TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
68850RTHMNRR2	1312210045581	007439965	MANGANESE	TRI	Pounds																		2012	NO	ORTHMAN MANUFACTURING INC NORTH PLANT	75765 RD 435	LEXINGTON	DAWSON	NE	68850	YES	NO	NO	NO								333111						40.801207	-99.69109	041238809								ORTHMAN MANUFACTURING INC.	041238809	0		NA												NO	DSAATHOFF@ORTHMAN.COM			YES	 	
68467HGHPL1414C	1312210475582	007664417	AMMONIA	TRI	Pounds																		2012	NO	ABENGOA BIOENERGY CORP	1414 COUNTY RD O	YORK	YORK	NE	68467	YES	NO	NO	NO								325193						40.9	-97.543889	874819840								ABENGOA BIOENERGY	021366125	866	M2	YORK WASTEWATER TREATMENT	814 E NOBES RD	YORK	NE	YORK	68467							NO	DALTON.JOHNSON@BIOENERGY.ABENGOA.COM			NO	 	
68467HGHPL1414C	1312210475568	000075070	ACETALDEHYDE	TRI	Pounds																		2012	NO	ABENGOA BIOENERGY CORP	1414 COUNTY RD O	YORK	YORK	NE	68467	YES	NO	NO	NO								325193						40.9	-97.543889	874819840								ABENGOA BIOENERGY	021366125	0		NA												NO	DALTON.JOHNSON@BIOENERGY.ABENGOA.COM			NO	 	
68467HGHPL1414C	1312210475570	000107028	ACROLEIN	TRI	Pounds																		2012	NO	ABENGOA BIOENERGY CORP	1414 COUNTY RD O	YORK	YORK	NE	68467	YES	NO	NO	NO								325193						40.9	-97.543889	874819840								ABENGOA BIOENERGY	021366125	0		NA												NO	DALTON.JOHNSON@BIOENERGY.ABENGOA.COM			NO	 	
68467HGHPL1414C	1312210475618	000110543	N-HEXANE	TRI	Pounds																		2012	NO	ABENGOA BIOENERGY CORP	1414 COUNTY RD O	YORK	YORK	NE	68467	YES	NO	NO	NO								325193						40.9	-97.543889	874819840								ABENGOA BIOENERGY	021366125	0		NA												NO	DALTON.JOHNSON@BIOENERGY.ABENGOA.COM			NO	 	
68847CLMNP125AI	1312210701189	007439921	LEAD	TRI	Pounds																		2012	NO	PRAMAC AMERICA	4970 AIRPORT RD	KEARNEY	BUFFALO	NE	68847	YES	NO	NO	NO								335312						40.722523	-99.015744	007496649										0		NA												NO	CARRIE.GALLOWAY@PRAMAC.COM			YES	 	
68713LPHGLEASTH	1312209896366	N982	ZINC COMPOUNDS	TRI	Pounds																		2012	NO	ALPHA GALVANIZING CO	E HWY 20	ATKINSON	HOLT	NE	68713	YES	NO	NO	NO								332812						42.517222	-98.9525	293911038										0		NA												NO				YES	 	
68107RDYMX362LS	1312210437442	007439921	LEAD	TRI	Pounds																		2012	NO	READY MIX CONCRETE CO 36TH & L PLANT	3602 L ST	OMAHA	DOUGLAS	NE	68107	YES	NO	NO	NO								327320						41.21246	-95.96728	943834606								LYMAN-RICHEY CORP	008910622	0		NA												NO	STAN.BENKE@LYMANRICHEY.COM			YES	 	
68524KWSKM6600N	1312210134122	N120	DIISOCYANATES	TRI	Pounds																		2012	NO	KAWASAKI MOTORS MANUFACTURING CORP USA	6600 NW 27TH ST	LINCOLN	LANCASTER	NE	68524	YES	NO	NO	NO								336999	336510					40.877992	-96.758428	175566215								KAWASAKI HEAVY INDUSTRIES		0		NA												NO	MBOYLE@LCN.KMMFG.COM			NO	 	
68524KWSKM6600N	1312210134134	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2012	NO	KAWASAKI MOTORS MANUFACTURING CORP USA	6600 NW 27TH ST	LINCOLN	LANCASTER	NE	68524	YES	NO	NO	NO								336999	336510					40.877992	-96.758428	175566215								KAWASAKI HEAVY INDUSTRIES		0		NA												NO	MBOYLE@LCN.KMMFG.COM			NO	 	
