TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
06457MDDLT1866R	1307206117513	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	MIDDLETOWN STATION	1866 RIVER RD	MIDDLETOWN	MIDDLESEX	CT	06457	YES	NO	NO	NO														41.554722	-72.579444	556106636								NRG ENERGY INC.	793422213	0														NO	MEREDITH.MOORE@NRGENERGY.COM			NO	
06457MDDLT1866R	1307206117525	007664417	AMMONIA	TRI	Pounds																		2007	NO	MIDDLETOWN STATION	1866 RIVER RD	MIDDLETOWN	MIDDLESEX	CT	06457	YES	NO	NO	NO														41.554722	-72.579444	556106636								NRG ENERGY INC.	793422213	0														NO	MEREDITH.MOORE@NRGENERGY.COM			NO	
06457MDDLT1866R	1307206117537	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	MIDDLETOWN STATION	1866 RIVER RD	MIDDLETOWN	MIDDLESEX	CT	06457	YES	NO	NO	NO														41.554722	-72.579444	556106636								NRG ENERGY INC.	793422213	0														NO	MEREDITH.MOORE@NRGENERGY.COM			NO	
06457MDDLT1866R	1307206117549	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	35.86	.69	2.23	.95	2.14	.35	1.52	.95	1.14	9.02	.71	37.23	1.95	2.04	1.14	1.33	.75	2007	NO	MIDDLETOWN STATION	1866 RIVER RD	MIDDLETOWN	MIDDLESEX	CT	06457	YES	NO	NO	NO														41.554722	-72.579444	556106636								NRG ENERGY INC.	793422213	0														NO	MEREDITH.MOORE@NRGENERGY.COM			NO	
06457MDDLT1866R	1307206117552	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	MIDDLETOWN STATION	1866 RIVER RD	MIDDLETOWN	MIDDLESEX	CT	06457	YES	NO	NO	NO														41.554722	-72.579444	556106636								NRG ENERGY INC.	793422213	0														NO	MEREDITH.MOORE@NRGENERGY.COM			NO	
06457MDDLT1866R	1307206117564	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	MIDDLETOWN STATION	1866 RIVER RD	MIDDLETOWN	MIDDLESEX	CT	06457	YES	NO	NO	NO														41.554722	-72.579444	556106636								NRG ENERGY INC.	793422213	0														NO	MEREDITH.MOORE@NRGENERGY.COM			YES	
06460CPCNC15216	1307205918030	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	CAAP CO INC	152 PEPE'S FARM RD	MILFORD	NEW HAVEN	CT	06460	YES	NO	NO	NO														41.231234	-73.019344	082672510										0														NO	EMAIL@CAAPCO.COM			NO	
06460CPCNC15216	1307205918269	000108101	METHYL ISOBUTYL KETONE	TRI	Pounds																		2007	NO	CAAP CO INC	152 PEPE'S FARM RD	MILFORD	NEW HAVEN	CT	06460	YES	NO	NO	NO														41.231234	-73.019344	082672510										0														NO	EMAIL@CAAPCO.COM			NO	
06460MLFRD1553B	1307205687181	007429905	ALUMINUM (FUME OR DUST)	TRI	Pounds																		2007	NO	MILFORD AUTOMATIC	1553 BOSTON POST RD	MILFORD	NEW HAVEN	CT	06460	YES	NO	NO	NO														41.244504	-73.028859											0														NO	SALES@MILFORDAUTOMATICS.COM			YES	
06460MLFRD1553B	1307205687193	007440508	COPPER	TRI	Pounds																		2007	NO	MILFORD AUTOMATIC	1553 BOSTON POST RD	MILFORD	NEW HAVEN	CT	06460	YES	NO	NO	NO														41.244504	-73.028859											0														NO	SALES@MILFORDAUTOMATICS.COM			YES	
06460MLFRD1553B	1307205687205	000075092	DICHLOROMETHANE	TRI	Pounds																		2007	NO	MILFORD AUTOMATIC	1553 BOSTON POST RD	MILFORD	NEW HAVEN	CT	06460	YES	NO	NO	NO														41.244504	-73.028859											0														NO	SALES@MILFORDAUTOMATICS.COM			NO	
06460MLFRD1553B	1307205687217	007440666	ZINC (FUME OR DUST)	TRI	Pounds																		2007	NO	MILFORD AUTOMATIC	1553 BOSTON POST RD	MILFORD	NEW HAVEN	CT	06460	YES	NO	NO	NO														41.244504	-73.028859											0														NO	SALES@MILFORDAUTOMATICS.COM			YES	
06430MTLSP515CO	1307205211915	007439921	LEAD	PBT	Pounds																		2007	NO	MCP METALSPECIALTIES	515 COMMERCE DR	FAIRFIELD	FAIRFIELD	CT	06825	YES	NO	NO	NO														41.164123	-73.23233	058866989										0														NO	JSMITH@MCP-GROUP.COM			YES	
06443NTNLSHERIT	1307205948920	007440508	COPPER	TRI	Pounds																		2007	NO	NATIONAL SINTERED ALLOYS INC.	HERITAGE INDUSTRIAL PARK	CLINTON	MIDDLESEX	CT	06413	YES	NO	NO	NO														41.277778	-72.501389	001456565										0														NO	INFO@NATIONALSINTERED.COM	RR5		YES	
06450GCNC 106EV	1307205922356	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	AGC INC	106 EVANSVILLE AVE	MERIDEN	NEW HAVEN	CT	06450	YES	NO	NO	NO														41.515611	-72.830806											0														NO	NA			NO	
06450GCNC 106EV	1307205922370	007697372	NITRIC ACID	TRI	Pounds																		2007	NO	AGC INC	106 EVANSVILLE AVE	MERIDEN	NEW HAVEN	CT	06450	YES	NO	NO	NO														41.515611	-72.830806											0														NO	NA			NO	
06450GCNC 106EV	1307205922382	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	AGC INC	106 EVANSVILLE AVE	MERIDEN	NEW HAVEN	CT	06450	YES	NO	NO	NO														41.515611	-72.830806											0														NO	NA			NO	
06787DRWNM101EL	1307205250739	007440508	COPPER	TRI	Pounds																		2007	NO	DRAWN METAL TUBE CO	219 ELM ST	THOMASTON	LITCHFIELD	CT	06787	YES	NO	NO	NO														41.671067	-73.073867	001452572								LEWIS BRASS & COPPER	012392379	0														NO	GCHAUSSE@DRAWNMETAL.COM			YES	
06787DRWNM101EL	1307205250741	007439921	LEAD	PBT	Pounds																		2007	NO	DRAWN METAL TUBE CO	219 ELM ST	THOMASTON	LITCHFIELD	CT	06787	YES	NO	NO	NO														41.671067	-73.073867	001452572								LEWIS BRASS & COPPER	012392379	0														NO	GCHAUSSE@DRAWNMETAL.COM			YES	
06787SMMTC1430W	1307205525544	N100	COPPER COMPOUNDS	TRI	Pounds																		2007	NO	SUMMIT CORP OF AMERICA	1430 WATERBURY RD	THOMASTON	LITCHFIELD	CT	06787	YES	NO	NO	NO														41.623056	-73.065	099755779										0														NO	JMURPHY@SCACT.COM			YES	
06787SMMTC1430W	1307205525557	N106	CYANIDE COMPOUNDS	TRI	Pounds																		2007	NO	SUMMIT CORP OF AMERICA	1430 WATERBURY RD	THOMASTON	LITCHFIELD	CT	06787	YES	NO	NO	NO														41.623056	-73.065	099755779										0														NO	JMURPHY@SCACT.COM			NO	
06787SMMTC1430W	1307205525569	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	SUMMIT CORP OF AMERICA	1430 WATERBURY RD	THOMASTON	LITCHFIELD	CT	06787	YES	NO	NO	NO														41.623056	-73.065	099755779										0														NO	JMURPHY@SCACT.COM			YES	
