REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
2007	NO	98002FRMLC4432C	FORMULA CORP	4432 C ST NE	AUBURN	KING	WA	98002	YES	NO	NO	NO								325611						47.3436	-122.227	040509648										1307205174550	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		4563	3067	3100	3100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4091	2595	2600	2600		.9	NA	NA																															0	0	0	0	472	472	500	500	0	0	0	0	4091	2595	2600	2600	NO	CHAS@FORMULACORP.COM			NO	
2007	NO	98103SKPRC434N3	ASKO PROCESSING INC	434 N 35TH	SEATTLE	KING	WA	981038607	YES	NO	NO	NO								332813						47.651506	-122.352322	041920554										1307205466927	N420	LEAD COMPOUNDS	PBT	Pounds																		4249.4	3793.4	3705	3705	0	0	0	0	0	0	0	0	0	0	0	0	550.6	959.9	1000	1000	0	0	0	0	0	0	0	0		1.22	W52	MODIFIED EQUIPMENT, LAYOUT, OR PIPING	T01	INTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S)	T05	EMPLOYEE RECOMMENDATION (INDEPENDENT OF A FORMAL COMPANY PROGRAM)																											0	0	0	0	0	0	0	0	1136.6	624.6	5	5	3112.8	3168.8	3700	3700	NO	MIKEK@ASKOGROUP.COM			YES	
2007	NO	98103SKPRC434N3	ASKO PROCESSING INC	434 N 35TH	SEATTLE	KING	WA	981038607	YES	NO	NO	NO								332813						47.651506	-122.352322	041920554										1307205466939	007697372	NITRIC ACID	TRI	Pounds																		0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16272	14804	16000	16000	0	2215	0	0		1.22	NA	NA																															0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	NO	MIKEK@ASKOGROUP.COM			NO	
2007	NO	98134SHGRV3801E	ASH GROVE CEMENT CO.	3801 E MARGINAL WAY SO.	SEATTLE	KING	WA	98134	YES	NO	NO	NO								327310						47.569459	-122.338389											1307205707235	N420	LEAD COMPOUNDS	PBT	Pounds																		2.6	2.7	2.7	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	2.6	2.7	2.7	2.7	0	0	0	0	0	0	0	0	NO	NA			YES	
2007	NO	98134SHGRV3801E	ASH GROVE CEMENT CO.	3801 E MARGINAL WAY SO.	SEATTLE	KING	WA	98134	YES	NO	NO	NO								327310						47.569459	-122.338389											1307205707247	N450	MANGANESE COMPOUNDS	TRI	Pounds																		57.2	60.07	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	57.2	60.07	60	60	0	0	0	0	0	0	0	0	NO	NA			YES	
2007	NO	98134SHGRV3801E	ASH GROVE CEMENT CO.	3801 E MARGINAL WAY SO.	SEATTLE	KING	WA	98134	YES	NO	NO	NO								327310						47.569459	-122.338389											1307205707262	N982	ZINC COMPOUNDS	TRI	Pounds																		27.1	22.6	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	27.1	22.6	23	23	0	0	0	0	0	0	0	0	NO	NA			YES	
2007	NO	98134SHGRV3801E	ASH GROVE CEMENT CO.	3801 E MARGINAL WAY SO.	SEATTLE	KING	WA	98134	YES	NO	NO	NO								327310						47.569459	-122.338389											1307205707274	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		0	108.81	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	0	108.81	50	50	0	0	0	0	0	0	0	0	NO	NA			YES	
2007	NO	98134SHGRV3801E	ASH GROVE CEMENT CO.	3801 E MARGINAL WAY SO.	SEATTLE	KING	WA	98134	YES	NO	NO	NO								327310						47.569459	-122.338389											1307205707286	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		0	.17	.1	.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	0	.17	.1	.1	0	0	0	0	0	0	0	0	NO	NA			NO	
2007	NO	98134SHGRV3801E	ASH GROVE CEMENT CO.	3801 E MARGINAL WAY SO.	SEATTLE	KING	WA	98134	YES	NO	NO	NO								327310						47.569459	-122.338389											1307206181861	N458	MERCURY COMPOUNDS	PBT	Pounds																		11.8	54.3	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	11.8	54.3	29	29	0	0	0	0	0	0	0	0	NO	NA	RR5		YES	
2007	NO	98363CRWNP24371	INTERFOR PACIFIC - PORT ANGELES	243701 HWY 101 W	PORT ANGELES	CLALLAM	WA	98363	YES	NO	NO	NO								321113						48.101439	-123.516635	206213688								INTERNATIONAL FOREST PRODUCTS LTD.	206213688	1307205416074	007439921	LEAD	PBT	Pounds																		22	22	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	NA	NA																															0	0	0	0	22	22	22	22	0	0	0	0	0	0	0	0	NO	STEVE.KROLL@INTERFOR.COM			YES	
2007	NO	98421DMTRN1240A	GEORGIA-PACIFIC GYPSUM LLC	1240 ALEXANDER AVE	TACOMA	PIERCE	WA	98421	YES	NO	NO	NO								327420						47.2701	-122.393									GEORGIA-PACIFIC LLC	009020777	1307205892161	N458	MERCURY COMPOUNDS	PBT	Pounds																		0	.03	.05	.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			NA	NA																															0	0	0	0	0	.03	.05	.05	0	0	0	0	0	0	0	0	NO	SSRUFF@GAPAC.COM			YES	
